a,b,theta,status
7.9,9.8,15,InProgress
3.7,20.4,15,InProgress
9.9,7.7,25,InProgress
3.8,19.5,25,InProgress
7.2,13.5,35,InProgress
12.7,6.0,35,InProgress
4.2,17.8,35,InProgress
15.6,4.8,45,InProgress
4.5,15.6,45,InProgress
6.7,14.4,25,Done
10.5,10.5,45,Done
