theta,A2,phi,a,b,z,status
30.0,-6.0,39,8.1,5.9,-0.2,NotYet
30.0,-4.0,197,8.3,5.5,-0.2,NotYet
30.0,-10.0,205,8.0,6.3,-1.4,NotYet
60.0,0.0,94,5.8,8.5,0.0,NotYet
60.0,-4.0,217,5.6,8.6,-0.6,NotYet
60.0,-4.0,151,5.6,8.2,0.0,NotYet
