theta,A2,phi,a,b,z,status
60.0,-18.0,0.0,6.0,8.0,2.6,NotYet
60.0,-18.0,0.0,6.0,8.0,2.6,NotYet
60.0,-20.0,0.0,6.0,8.0,2.8,NotYet
60.0,-20.0,10.0,6.0,8.0,2.8,NotYet
60.0,-20.0,0.0,6.0,8.0,2.8,NotYet
60.0,-20.0,10.0,6.0,8.0,2.8,NotYet
60.0,-18.0,0.0,6.0,8.0,2.8,NotYet
60.0,-18.0,0.0,6.0,8.0,2.8,NotYet
60.0,-16.0,0.0,6.0,8.0,2.8,NotYet
60.0,-16.0,0.0,6.0,8.0,2.8,NotYet
60.0,-20.0,0.0,6.0,8.0,3.0,NotYet
60.0,-20.0,10.0,6.0,8.0,3.0,NotYet
60.0,-20.0,0.0,6.0,8.0,3.0,NotYet
60.0,-20.0,10.0,6.0,8.0,3.0,NotYet
60.0,-18.0,0.0,6.0,8.0,3.0,NotYet
60.0,-18.0,0.0,6.0,8.0,3.0,NotYet
60.0,-16.0,0.0,6.0,8.0,3.0,NotYet
60.0,-16.0,0.0,6.0,8.0,3.0,NotYet
60.0,-20.0,0.0,6.0,8.0,3.2,NotYet
60.0,-20.0,10.0,6.0,8.0,3.2,NotYet
60.0,-20.0,0.0,6.0,8.0,3.2,NotYet
60.0,-20.0,10.0,6.0,8.0,3.2,NotYet
60.0,-18.0,0.0,6.0,8.0,3.2,NotYet
60.0,-18.0,0.0,6.0,8.0,3.2,NotYet
60.0,-16.0,0.0,6.0,8.0,3.2,NotYet
60.0,-16.0,0.0,6.0,8.0,3.2,NotYet
60.0,-20.0,0.0,6.0,8.0,3.4,NotYet
60.0,-20.0,10.0,6.0,8.0,3.4,NotYet
60.0,-20.0,0.0,6.0,8.0,3.4,NotYet
60.0,-20.0,10.0,6.0,8.0,3.4,NotYet
60.0,-18.0,0.0,6.0,8.0,3.4,NotYet
60.0,-18.0,0.0,6.0,8.0,3.4,NotYet
60.0,-16.0,0.0,6.0,8.0,3.4,NotYet
60.0,-16.0,0.0,6.0,8.0,3.4,NotYet
60.0,-20.0,0.0,6.0,8.0,3.6,NotYet
60.0,-20.0,10.0,6.0,8.0,3.6,NotYet
60.0,-20.0,0.0,6.0,8.0,3.6,NotYet
60.0,-20.0,10.0,6.0,8.0,3.6,NotYet
60.0,-18.0,0.0,6.0,8.0,3.6,NotYet
60.0,-18.0,0.0,6.0,8.0,3.6,NotYet
60.0,-20.0,0.0,6.0,8.0,3.8,NotYet
60.0,-20.0,10.0,6.0,8.0,3.8,NotYet
60.0,-20.0,0.0,6.0,8.0,3.8,NotYet
60.0,-20.0,10.0,6.0,8.0,3.8,NotYet
60.0,-18.0,0.0,6.0,8.0,3.8,NotYet
60.0,-18.0,0.0,6.0,8.0,3.8,NotYet
60.0,-20.0,0.0,6.0,8.0,4.0,NotYet
60.0,-20.0,10.0,6.0,8.0,4.0,NotYet
60.0,-20.0,0.0,6.0,8.0,4.0,NotYet
60.0,-20.0,10.0,6.0,8.0,4.0,NotYet
