a,b,theta,A1,A2,status
6.1,8.3,76,-15,33,NotYet
6.1,8.3,77,-15,33,NotYet
6.1,8.3,78,-15,33,NotYet
6.1,8.3,79,-15,33,NotYet
6.1,8.3,80,-15,33,NotYet
6.1,8.3,78,-17,33,NotYet
6.1,8.3,79,-17,33,NotYet
6.1,8.3,80,-17,33,NotYet
6.1,8.3,81,-17,33,NotYet
6.1,8.3,82,-17,33,NotYet
