a,b,theta,A1,A2,status
6,8.5,66,0,33,NotYet
6,8.5,67,0,33,NotYet
6,8.5,65,-1,33,NotYet
6,8.5,66,-1,33,NotYet
6,8.5,67,-1,33,NotYet
6,8.5,65,-2,33,NotYet
6,8.5,66,-2,33,NotYet
6,8.5,67,-2,33,NotYet
