a,b,theta,Rt,Rp,status
7.4,5.8,25,2.1,1.8,NotYet
7.4,5.8,25,2.2,1.9,NotYet
7.4,5.8,25,2.3,2,NotYet
7.4,5.8,25,2,1.8,NotYet
