a,b,theta,Rt,Rp,status
7.4,5.8,25,1.7,1.7,NotYet
7.4,5.8,25,1.7,1.6,NotYet
7.4,5.8,25,1.8,1.5,NotYet
7.4,5.8,25,1.9,1.5,NotYet
7.4,5.8,25,1.9,1.6,NotYet
7.4,5.8,25,2,1.6,NotYet
7.4,5.8,25,2,1.5,NotYet
