cx,cy,cz,a,b,theta,A1,A2,E,E_i01,E_ip1,E_ip2,E_i02,E_ip3,E_ip4,E_it1,E_it2,E_it3,E_it4,machine_type,status,file_name
-0.7,4.9,7.6,5.9,8,73,-13,29,-4.413869571988471,-1.025689567963127,-0.158637038024608,-0.0754078766913153,-1.021949608286377,-0.1873757410794496,-0.0809713804046623,-0.0733113657915964,-1.8860729214502496,-1.1226881811744531,-0.0567814973474014,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=-0.7_cy=4.9_cz=7.6.log
-0.6,4.9,7.4,5.9,8,73,-13,29,-4.941521709377412,-1.1541929482482374,-0.1695657522650435,-0.09010729851434,-1.187939180934336,-0.2056381644797511,-0.0939476596540771,-0.0784180421323981,-1.958218373678392,-1.391221045516431,-0.0629687460022978,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=-0.6_cy=4.9_cz=7.4.log
-0.6,4.9,7.5,5.9,8,73,-13,29,-4.7209444142645225,-1.109180400846526,-0.1600332478410564,-0.0850137998349964,-1.1136627047671936,-0.189984927594196,-0.0893028306309133,-0.0753068476042244,-1.9259279640973543,-1.2856437430309595,-0.0604769037745427,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=-0.6_cy=4.9_cz=7.5.log
-0.6,4.9,7.6,5.9,8,73,-13,29,-4.454408600518946,-1.047080128802918,-0.1508772493689321,-0.0801800902700051,-1.0383552297134884,-0.1755904756719246,-0.0848092315136455,-0.0722577765409369,-1.851955202757381,-1.1837135286768898,-0.0580358898732811,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=-0.6_cy=4.9_cz=7.6.log
-0.5,4.9,7.3,5.9,8,73,-13,29,-5.219312542350963,-1.228184534877073,-0.1703695924952626,-0.1024278298136778,-1.2844226085580883,-0.2074654736788943,-0.1035629953839816,-0.0803664606646634,-1.95369653654052,-1.570104693673784,-0.0669283340685069,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=-0.5_cy=4.9_cz=7.3.log
-0.5,4.9,7.4,5.9,8,73,-13,29,-5.027139173747855,-1.1921667158603668,-0.1610655017429962,-0.0961495921947062,-1.208856599376304,-0.1920205700444057,-0.0984902046038769,-0.0772452259552665,-1.9513785146409648,-1.459809771011351,-0.0643310702289454,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=-0.5_cy=4.9_cz=7.4.log
-0.5,4.9,7.5,5.9,8,73,-13,29,-4.776544310327154,-1.1358790688682348,-0.1521216016844846,-0.090451801486779,-1.1316935771028511,-0.1777158520999364,-0.0935830763191916,-0.074180467199767,-1.8987141104007603,-1.3511438643326985,-0.061783379613189,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=-0.5_cy=4.9_cz=7.5.log
-0.4,4.9,7.3,5.9,8,73,-13,29,-5.328913439210737,-1.274149014847353,-0.161785883246921,-0.1098688433994539,-1.3079410559148528,-0.1934669806505553,-0.1086878695641644,-0.0791177158243954,-1.963528990803752,-1.639976677193772,-0.0683402315771672,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=-0.4_cy=4.9_cz=7.3.log
-0.4,4.9,7.4,5.9,8,73,-13,29,-5.100243774941191,-1.2247796656447465,-0.1530697692651301,-0.1028972072526812,-1.2290009253192693,-0.179302197357174,-0.1032894010422751,-0.0760435443080496,-1.9344056241679937,-1.527937904233113,-0.0656871192913968,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=-0.4_cy=4.9_cz=7.4.log
-0.4,4.9,7.5,5.9,8,73,-13,29,-4.8231121410790365,-1.1582152873161249,-0.1446768230525776,-0.0964451495092362,-1.1485215128632262,-0.166202298598364,-0.0980823229765519,-0.0730264762241859,-1.8643522903439589,-1.4165774695575235,-0.0630842077953275,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=-0.4_cy=4.9_cz=7.5.log
-0.3,4.9,7.2,5.9,8,73,-13,29,-5.61401758750435,-1.352960505784722,-0.1621956472517922,-0.1258270501857623,-1.4066515163576696,-0.1943254142533987,-0.1200514481752179,-0.0809161594952456,-1.9643265560443977,-1.815272223233478,-0.0724968577269464,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=-0.3_cy=4.9_cz=7.2.log
-0.3,4.9,7.3,5.9,8,73,-13,29,-5.418275255709887,-1.3117117634392343,-0.1537230072426609,-0.1178143749712035,-1.3292745133512651,-0.1803608066402375,-0.1141271262895315,-0.0778419880080036,-1.9599697540979832,-1.7072156287031248,-0.0697420889337081,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=-0.3_cy=4.9_cz=7.3.log
-0.3,4.9,7.4,5.9,8,73,-13,29,-5.159441813302692,-1.2504008988616988,-0.1455402768333442,-0.1102440943359397,-1.2474415617180057,-0.1674579461105168,-0.1083929398446343,-0.0748173898027744,-1.907965490303468,-1.5948856910981704,-0.0670343832462094,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=-0.3_cy=4.9_cz=7.4.log
-0.2,4.9,7.2,5.9,8,73,-13,29,-5.710756411543116,-1.3937668536091223,-0.1541051608510315,-0.1352491127909161,-1.424951590539422,-0.1808941902127117,-0.1261759456829168,-0.0795638754498213,-1.977194903534837,-1.872483564860886,-0.0739426408545114,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=-0.2_cy=4.9_cz=7.2.log
-0.2,4.9,7.3,5.9,8,73,-13,29,-5.485021298110951,-1.3392506673117168,-0.1461615117150358,-0.1262763473205268,-1.346627047401853,-0.1682078206213191,-0.1198939430760219,-0.0765399047522805,-1.943800703913439,-1.7703393695992418,-0.0711326511227525,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=-0.2_cy=4.9_cz=7.3.log
-0.2,4.9,7.4,5.9,8,73,-13,29,-5.202922922413563,-1.2680276547325775,-0.1385083997738547,-0.1180660065147094,-1.2628124191542156,-0.1562192419660277,-0.1138102337135933,-0.0735661347862333,-1.8725814564386385,-1.659683001198573,-0.0683703520626295,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=-0.2_cy=4.9_cz=7.4.log
-0.1,4.9,7.1,5.9,8,73,-13,29,-5.933483242231887,-1.4665787214180457,-0.1542375654098577,-0.1563616868224926,-1.499449577764608,-0.1809054853511043,-0.139464097446762,-0.081206069124164,-1.988178838568274,-1.987315384845715,-0.0782843825872987,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=-0.1_cy=4.9_cz=7.1.log
-0.1,4.9,7.2,5.9,8,73,-13,29,-5.771037846134277,-1.4211344472132623,-0.1465430377866141,-0.1456413059495389,-1.4352465196279809,-0.168468237214256,-0.1326192184351384,-0.0781883735617157,-1.9732848887797445,-1.9193629544461144,-0.0753752462333068,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=-0.1_cy=4.9_cz=7.2.log
-0.1,4.9,7.3,5.9,8,73,-13,29,-5.526547713438049,-1.3559449433814734,-0.1390901014674455,-0.1355773005634546,-1.3581600536126643,-0.1567281525349244,-0.1259726324933581,-0.0752158586110454,-1.915661273000296,-1.8274239543243311,-0.072510035475716,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=-0.1_cy=4.9_cz=7.3.log
0.0,4.8,7.0,5.9,8,73,-13,29,-5.953505517623853,-1.407528147858102,-0.1581431876402348,-0.1941622616141103,-1.407528147858102,-0.1941622616141103,-0.1581431876402348,-0.0871379211894236,-2.00969803906628,-2.00969803906628,-0.0871379211894236,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=0.0_cy=4.8_cz=7.0.log
0.0,4.8,7.1,5.9,8,73,-13,29,-5.912858557479922,-1.4260804809746332,-0.150323158071842,-0.1810121621238067,-1.4260804809746332,-0.1810121621238067,-0.150323158071842,-0.0839005970628932,-1.9938207810919264,-1.9938207810919264,-0.0839005970628932,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=0.0_cy=4.8_cz=7.1.log
0.0,4.8,7.2,5.9,8,73,-13,29,-5.754932488023769,-1.4084556075977162,-0.1427553874673321,-0.1687217512517236,-1.4084556075977162,-0.1687217512517236,-0.1427553874673321,-0.0807134736969601,-1.9367863971565384,-1.9367863971565384,-0.0807134736969601,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=0.0_cy=4.8_cz=7.2.log
0.1,4.9,7.1,5.9,8,73,-13,29,-5.933483242231887,-1.499449577764608,-0.139464097446762,-0.1809054853511043,-1.4665787214180457,-0.1563616868224926,-0.1542375654098577,-0.0782843825872987,-1.987315384845715,-1.988178838568274,-0.081206069124164,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=0.1_cy=4.9_cz=7.1.log
0.1,4.9,7.2,5.9,8,73,-13,29,-5.771036591089796,-1.4352465196279809,-0.1326192184351384,-0.168468237214256,-1.4211344472132623,-0.1456413059495389,-0.1465430377866141,-0.0753752462333068,-1.9193623269093223,-1.973284261272056,-0.0781883735617157,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=0.1_cy=4.9_cz=7.2.log
0.1,4.9,7.3,5.9,8,73,-13,29,-5.526547713438049,-1.3581600536126643,-0.1259726324933581,-0.1567281525349244,-1.3559449433814734,-0.1355773005634546,-0.1390901014674455,-0.072510035475716,-1.8274239543243311,-1.915661273000296,-0.0752158586110454,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=0.1_cy=4.9_cz=7.3.log
0.2,4.9,7.2,5.9,8,73,-13,29,-5.710756411543116,-1.424951590539422,-0.1261759456829168,-0.1808941902127117,-1.3937668536091223,-0.1352491127909161,-0.1541051608510315,-0.0739426408545114,-1.872483564860886,-1.977194903534837,-0.0795638754498213,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=0.2_cy=4.9_cz=7.2.log
0.2,4.9,7.3,5.9,8,73,-13,29,-5.485020670632366,-1.346627047401853,-0.1198939430760219,-0.1682078206213191,-1.3392506673117168,-0.1262763473205268,-0.1461615117150358,-0.0711326511227525,-1.7703387421206571,-1.943800703913439,-0.0765399047522805,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=0.2_cy=4.9_cz=7.3.log
0.2,4.9,7.4,5.9,8,73,-13,29,-5.202923549892148,-1.2628124191542156,-0.1138102337135933,-0.1562192419660277,-1.2680276547325775,-0.1180660065147094,-0.1385083997738547,-0.0683703520626295,-1.659683001198573,-1.872582083917223,-0.0735661347862333,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=0.2_cy=4.9_cz=7.4.log
0.3,4.9,7.2,5.9,8,73,-13,29,-5.614018215041142,-1.4066515163576696,-0.1200514481752179,-0.1943254142533987,-1.352960505784722,-0.1258270501857623,-0.1621956472517922,-0.0724968577269464,-1.815272223233478,-1.9643265560443977,-0.0809167870320379,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=0.3_cy=4.9_cz=7.2.log
0.3,4.9,7.3,5.9,8,73,-13,29,-5.418275255709887,-1.3292745133512651,-0.1141271262895315,-0.1803608066402375,-1.3117117634392343,-0.1178143749712035,-0.1537230072426609,-0.0697420889337081,-1.7072156287031248,-1.9599697540979832,-0.0778419880080036,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=0.3_cy=4.9_cz=7.3.log
0.3,4.9,7.4,5.9,8,73,-13,29,-5.159441813302692,-1.2474415617180057,-0.1083929398446343,-0.1674579461105168,-1.2504008988616988,-0.1102440943359397,-0.1455402768333442,-0.0670343832462094,-1.5948856910981704,-1.907965490303468,-0.0748173898027744,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=0.3_cy=4.9_cz=7.4.log
0.4,4.9,7.3,5.9,8,73,-13,29,-5.328912811703049,-1.3079410559148528,-0.1086878695641644,-0.1934669806505553,-1.274149014847353,-0.1098688433994539,-0.161785883246921,-0.0683402315771672,-1.639976677193772,-1.963528363296064,-0.0791177158243954,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=0.4_cy=4.9_cz=7.3.log
0.4,4.9,7.4,5.9,8,73,-13,29,-5.100243774999399,-1.2290009253192693,-0.1032894010422751,-0.179302197357174,-1.2247796656447465,-0.1028972072526812,-0.1530697692651301,-0.0656864918128121,-1.527937904233113,-1.934406251704786,-0.0760435443080496,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=0.4_cy=4.9_cz=7.4.log
0.4,4.9,7.5,5.9,8,73,-13,29,-4.823112768557621,-1.1485215128632262,-0.0980823229765519,-0.166202298598364,-1.1582152873161249,-0.0964451495092362,-0.1446768230525776,-0.0630842077953275,-1.4165774695575235,-1.8643529178225435,-0.0730264762241859,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=0.4_cy=4.9_cz=7.5.log
0.5,4.9,7.3,5.9,8,73,-13,29,-5.219312542350963,-1.2844226085580883,-0.1035629953839816,-0.2074654736788943,-1.228184534877073,-0.1024278298136778,-0.1703695924952626,-0.0669283340685069,-1.570104693673784,-1.95369653654052,-0.0803664606646634,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=0.5_cy=4.9_cz=7.3.log
0.5,4.9,7.4,5.9,8,73,-13,29,-5.027139173747855,-1.208856599376304,-0.0984902046038769,-0.1920205700444057,-1.1921667158603668,-0.0961495921947062,-0.1610655017429962,-0.0643310702289454,-1.459809771011351,-1.9513785146409648,-0.0772452259552665,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=0.5_cy=4.9_cz=7.4.log
0.5,4.9,7.5,5.9,8,73,-13,29,-4.776544310327154,-1.1316935771028511,-0.0935830763191916,-0.1777158520999364,-1.1358790688682348,-0.090451801486779,-0.1521216016844846,-0.061783379613189,-1.3511438643326985,-1.8987141104007603,-0.074180467199767,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=0.5_cy=4.9_cz=7.5.log
0.6,4.9,7.4,5.9,8,73,-13,29,-4.941521709377412,-1.187939180934336,-0.0939476596540771,-0.2056381644797511,-1.1541929482482374,-0.09010729851434,-0.1695657522650435,-0.0629687460022978,-1.391221045516431,-1.958218373678392,-0.0784180421323981,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=0.6_cy=4.9_cz=7.4.log
0.6,4.9,7.5,5.9,8,73,-13,29,-4.7209444142645225,-1.1136627047671936,-0.0893028306309133,-0.189984927594196,-1.109180400846526,-0.0850137998349964,-0.1600332478410564,-0.0604769037745427,-1.2856437430309595,-1.9259279640973543,-0.0753068476042244,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=0.6_cy=4.9_cz=7.5.log
0.6,4.9,7.6,5.9,8,73,-13,29,-4.454408600518946,-1.0383552297134884,-0.0848092315136455,-0.1755904756719246,-1.047080128802918,-0.0801800902700051,-0.1508772493689321,-0.0580358898732811,-1.1837135286768898,-1.851955202757381,-0.0722577765409369,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=0.6_cy=4.9_cz=7.6.log
0.7,4.9,7.4,5.9,8,73,-13,29,-4.843724903272232,-1.166768876137212,-0.0896253707469441,-0.220010653603822,-1.1127979960292578,-0.0846147033735178,-0.178478276648093,-0.061602029192727,-1.322529408382252,-1.9538847895746585,-0.0795607378531713,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=0.7_cy=4.9_cz=7.4.log
0.7,4.9,7.5,5.9,8,73,-13,29,-4.656713745585876,-1.0949365514097735,-0.085228408279363,-0.2031325171119533,-1.0792343686916863,-0.0798914356273599,-0.1683690905920229,-0.0591660353238694,-1.220459886739263,-1.9452866475912745,-0.0764049900753889,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=0.7_cy=4.9_cz=7.5.log
0.7,4.9,7.6,5.9,8,73,-13,29,-4.413870199525263,-1.021949608286377,-0.0809713804046623,-0.1873757410794496,-1.025689567963127,-0.0754078766913153,-0.158637038024608,-0.0567814973474014,-1.1226881811744531,-1.8860735489870424,-0.0733113657915964,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=0.7_cy=4.9_cz=7.6.log
0.8,4.9,7.4,5.9,8,73,-13,29,-4.733449433406349,-1.1458389075705782,-0.0855095326551236,-0.2350752861239016,-1.0699014124111272,-0.0794327257899567,-0.1878231556620448,-0.0602334298891946,-1.2540931676630862,-1.936662150110351,-0.0806701756373513,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=0.8_cy=4.9_cz=7.4.log
0.8,4.9,7.5,5.9,8,73,-13,29,-4.584082600631518,-1.0760522654163651,-0.0813453762675635,-0.2170707691693678,-1.0472677542129532,-0.0750633737188763,-0.1770964997122064,-0.0578532844374422,-1.1560961860523091,-1.9557133537600748,-0.0774717571330256,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=0.8_cy=4.9_cz=7.5.log
0.8,4.9,7.6,5.9,8,73,-13,29,-4.367539253493305,-1.0050168784800917,-0.0773155070492066,-0.1999510414316319,-1.0022100261994638,-0.0709713809774257,-0.1667714501963928,-0.0555245947907678,-1.0626009611296467,-1.913960093341302,-0.0743354620644822,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=0.8_cy=4.9_cz=7.6.log
0.9,4.9,7.5,5.9,8,73,-13,29,-4.502401192759862,-1.0573185819084756,-0.0776537350611761,-0.231712460052222,-1.0147119079483673,-0.070591737399809,-0.1863409770303405,-0.0565424159867689,-1.0927923497802112,-1.9553970887500327,-0.0785046385426539,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=0.9_cy=4.9_cz=7.5.log
0.9,4.9,7.6,5.9,8,73,-13,29,-4.314926618972095,-0.9877779236994684,-0.0738397291861474,-0.2133364572655409,-0.977654304879252,-0.0669415118172764,-0.1753400992020033,-0.0542702023813035,-1.0034957942843905,-1.93438742638682,-0.0753281828947365,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=0.9_cy=4.9_cz=7.6.log
0.9,4.9,7.7,5.9,8,73,-13,29,-4.075896137219388,-0.9175921852583996,-0.0701556179556064,-0.1961483308114111,-0.9223731839447282,-0.0635956284240819,-0.1647929111495614,-0.0520513269875664,-0.9195073457958642,-1.864790292311227,-0.072218243352836,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=0.9_cy=4.9_cz=7.7.log
1.0,4.9,7.5,5.9,8,73,-13,29,-4.410079725392279,-1.0388666504004505,-0.0741522291791625,-0.2470557070919312,-0.9830534009379336,-0.066555593162775,-0.1962782254558988,-0.0552340577123686,-1.0305496328219306,-1.941813379758969,-0.0795017519849352,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=1.0_cy=4.9_cz=7.5.log
1.0,4.9,7.6,5.9,8,73,-13,29,-4.255065929959528,-0.9704555101925508,-0.0705434191622771,-0.227454177220352,-0.953040852677077,-0.0633025812567211,-0.1845111578586511,-0.0530195749015547,-0.9456757678126452,-1.9454303473758048,-0.0762863906857092,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=1.0_cy=4.9_cz=7.6.log
1.0,4.9,7.7,5.9,8,73,-13,29,-4.038468617131002,-0.9014996912446804,-0.0670550911454483,-0.20884474075865,-0.9030465034302324,-0.0602020543883554,-0.1732498634373769,-0.0508552929677534,-0.8665975850308314,-1.8909285939007527,-0.0731381730292923,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=1.0_cy=4.9_cz=7.7.log
1.1,4.9,7.5,5.9,8,73,-13,29,-4.304788881039713,-1.02081005013315,-0.0708270536269992,-0.2632040494354442,-0.9535202702973038,-0.0629003473441116,-0.2068982046912424,-0.0539307194412685,-0.9696799077792092,-1.9116383063374087,-0.0804599597177002,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=1.1_cy=4.9_cz=7.5.log
1.1,4.9,7.6,5.9,8,73,-13,29,-4.18641790485708,-0.953225968114566,-0.067415281839203,-0.2422420778893865,-0.929165979672689,-0.0598719841218553,-0.1942996863508597,-0.0517720851057674,-0.8897376438544597,-1.9445888565096536,-0.0772088303929194,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=1.1_cy=4.9_cz=7.6.log
1.1,4.9,7.7,5.9,8,73,-13,29,-3.995269887323957,-0.8852484372910112,-0.0641183443367481,-0.2222834948333911,-0.8835378450457938,-0.056955317617394,-0.1822734572342597,-0.0496636514435522,-0.8156958564068191,-1.9086783416860271,-0.0740235896082595,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=1.1_cy=4.9_cz=7.7.log
1.2,4.8,7.5,5.9,8,73,-13,29,-4.221834569150815,-1.00105101527879,-0.0686157085001468,-0.3010472949245013,-0.8858903800719418,-0.0635962560190819,-0.2252334192744456,-0.0548550417006481,-0.8969596564129461,-1.9116019107459576,-0.0857009232568088,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=1.2_cy=4.8_cz=7.5.log
1.2,4.8,7.6,5.9,8,73,-13,29,-4.12867757215281,-0.9432793071027844,-0.0652873953804373,-0.2766359010129235,-0.8960447469144128,-0.0605616176035255,-0.211112561810296,-0.0526198510488029,-0.8236231901973952,-1.9437950563442428,-0.0821787096501793,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=1.2_cy=4.8_cz=7.6.log
1.2,4.8,7.7,5.9,8,73,-13,29,-3.958194713995909,-0.8835422376869246,-0.0620732892421074,-0.2538880359788891,-0.8763785834307782,-0.0576531087281182,-0.1976110566174611,-0.0504386262618936,-0.7555458853603341,-1.9079071318847127,-0.0787299146468285,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=1.2_cy=4.8_cz=7.7.log
1.3,4.8,7.6,5.9,8,73,-13,29,-4.055228781799087,-0.9292751664179376,-0.0624058695393614,-0.2940235755522735,-0.8741019772132859,-0.057224519434385,-0.222583444614429,-0.0513058451469987,-0.773618173378054,-1.9274126528180204,-0.0830848340701777,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=1.3_cy=4.8_cz=7.6.log
1.3,4.8,7.7,5.9,8,73,-13,29,-3.9106517326144967,-0.8691979865543544,-0.059363073494751,-0.2696090439567342,-0.8568529823096469,-0.0545613670255988,-0.2081726774340495,-0.0491836062865331,-0.7098487246839795,-1.913139310257975,-0.0796015259984415,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=1.3_cy=4.8_cz=7.7.log
1.3,4.8,7.8,5.9,8,73,-13,29,-3.7081348028732464,-0.8080615697544999,-0.0564231891185045,-0.2465461689280346,-0.816078637551982,-0.0520676422165706,-0.1944584464072249,-0.0471159608568996,-0.6510422524879687,-1.8469639882678168,-0.0761947742721531,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=1.3_cy=4.8_cz=7.8.log
1.4,4.7,7.6,5.9,8,73,-13,29,-3.994083893529023,-0.906576874665916,-0.0603300663642585,-0.335061474586837,-0.8228657857107464,-0.0577855134033598,-0.2427296531386673,-0.0520149314252194,-0.7152465656981803,-1.9257390835846309,-0.0884086288860999,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=1.4_cy=4.7_cz=7.6.log
1.4,4.7,7.7,5.9,8,73,-13,29,-3.867095008317847,-0.855759232363198,-0.0573669641744345,-0.3066754321334883,-0.8348411865299568,-0.0551907594781369,-0.2264325908618047,-0.0498274315323215,-0.6571705151291098,-1.907339235331165,-0.0846247435547411,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=1.4_cy=4.7_cz=7.7.log
1.4,4.7,7.8,5.9,8,73,-13,29,-3.680685946630547,-0.8025369716924615,-0.0545055185793899,-0.280363310361281,-0.81537519878475,-0.052761668281164,-0.2109588218736462,-0.0476982901454903,-0.6042469492531382,-1.839548075018684,-0.0809418874268885,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=1.4_cy=4.7_cz=7.8.log
1.5,4.7,7.6,5.9,8,73,-13,29,-3.923765436687973,-0.8992751683690585,-0.05766691401368,-0.3557366739842109,-0.8108470866573043,-0.0547144794254563,-0.2568021924817003,-0.0506406845233868,-0.6711288476653863,-1.895181229076116,-0.0892934179573785,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=1.5_cy=4.7_cz=7.6.log
1.5,4.7,7.7,5.9,8,73,-13,29,-3.821412907942431,-0.8463804678758606,-0.0548581791808828,-0.3250746529083699,-0.8211194253526628,-0.0523694745497778,-0.2392915259115398,-0.0485159356612712,-0.6173455929965712,-1.900532634346746,-0.0854718820482958,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=1.5_cy=4.7_cz=7.7.log
1.5,4.7,7.8,5.9,8,73,-13,29,-3.651743616675958,-0.7916095125838183,-0.0521441985038109,-0.2968862762209028,-0.8007322530029342,-0.0501248713117092,-0.2226819636416621,-0.0464476626075338,-0.5684098531783093,-1.848044560436392,-0.0817520028213039,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=1.5_cy=4.7_cz=7.8.log
1.6,4.7,7.7,5.9,8,73,-13,29,-3.766907389392145,-0.836574996705167,-0.0524692485923878,-0.3443762329989113,-0.8107837081770413,-0.0497100871871225,-0.2529530461179092,-0.0472188724088482,-0.5795431356236804,-1.8804416467028204,-0.0862700747675262,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=1.6_cy=4.7_cz=7.7.log
1.6,4.7,7.8,5.9,8,73,-13,29,-3.616122383973561,-0.7800915664993227,-0.0498958301614038,-0.3140787951997481,-0.7878689254866913,-0.0476003985386341,-0.2351669025956653,-0.045211467979243,-0.534228755888762,-1.846817150886636,-0.0825137999781873,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=1.6_cy=4.7_cz=7.8.log
1.6,4.7,7.9,5.9,8,73,-13,29,-3.418837946432177,-0.722698874422349,-0.0474121455918066,-0.2858163723140023,-0.7437876029871404,-0.0455616185790859,-0.2183333193534054,-0.0432605393871199,-0.4927208520530257,-1.7721936616871972,-0.0788579266809392,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=1.6_cy=4.7_cz=7.9.log
1.7,4.6,7.7,5.9,8,73,-13,29,-3.7466805459553134,-0.8244609161047265,-0.0506067990208976,-0.3904586847929749,-0.7916440257104114,-0.0501926424331031,-0.2768756098230369,-0.0476656596001703,-0.5376035047520418,-1.8775952613796107,-0.0916967812809161,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=1.7_cy=4.6_cz=7.7.log
1.7,4.6,7.8,5.9,8,73,-13,29,-3.6009291119407862,-0.774046762729995,-0.0481074265553616,-0.3554279390955344,-0.7871918421587907,-0.0480823262478224,-0.2566854755277745,-0.0456074268440716,-0.4965988637995906,-1.83634526404785,-0.0876066710916347,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=1.7_cy=4.6_cz=7.8.log
