a,b,theta,z,status
4.1,8.6,0,0.0,NotYet
4.1,8.6,5,0.0,NotYet
4.1,8.6,10,0.0,NotYet
4.1,8.5,15,0.0,NotYet
4.1,8.4,20,0.0,NotYet
4.2,8.2,25,0.0,NotYet
4.4,7.9,30,0.0,NotYet
4.6,7.5,35,0.0,NotYet
4.7,7.2,40,0.0,NotYet
4.8,7.1,45,0.0,NotYet
4.8,7.2,50,0.0,NotYet
4.8,7.4,55,0.0,NotYet
4.8,7.5,60,0.0,NotYet
4.7,7.7,65,0.0,NotYet
4.6,7.8,70,0.0,NotYet
4.6,7.9,75,0.0,NotYet
4.5,8.0,80,0.0,NotYet
4.5,8.0,85,0.0,NotYet
4.5,8.0,90,0.0,NotYet
