cx,cy,cz,a,b,theta,Rt,Rp,status
-2.6,0,9.2,8.5,7.2,25,1,0,NotYet
-2.7,0,9.1,8.7,7,26,1.1,0,NotYet
-2.7,0,9.1,8.8,7,27,1,0,NotYet
-2.7,0,9.1,9,6.8,28,1.1,0,NotYet
-2.8,0,9,9.2,6.7,29,1,0,NotYet
-2.9,0,9,9.3,6.6,30,1.1,0,NotYet
