theta,A2,a,b,z,status
30.0,20.0,9.7,4.6,-3.0,NotYet
30.0,-20.0,9.1,6.4,-2.8,NotYet
30.0,-18.0,8.9,6.4,-2.8,NotYet
30.0,-16.0,8.8,6.2,-2.8,NotYet
30.0,-14.0,8.6,6.2,-2.8,NotYet
30.0,-12.0,8.5,6.0,-2.8,NotYet
30.0,-10.0,8.4,5.9,-2.8,NotYet
30.0,-8.0,8.4,5.8,-2.8,NotYet
30.0,-6.0,8.4,5.7,-2.8,NotYet
30.0,-4.0,8.4,5.6,-2.8,NotYet
30.0,-2.0,8.4,5.5,-2.8,NotYet
30.0,0.0,8.5,5.4,-2.8,NotYet
30.0,2.0,8.5,5.4,-2.8,NotYet
30.0,4.0,8.6,5.3,-2.8,NotYet
30.0,6.0,8.7,5.2,-2.8,NotYet
30.0,8.0,8.7,5.2,-2.8,NotYet
30.0,10.0,8.9,5.1,-2.8,NotYet
30.0,12.0,9.0,5.0,-2.8,NotYet
30.0,14.0,9.1,5.0,-2.8,NotYet
30.0,16.0,9.3,4.9,-2.8,NotYet
30.0,18.0,9.5,4.8,-2.8,NotYet
30.0,20.0,9.8,4.7,-2.8,NotYet
30.0,-20.0,9.2,6.3,-2.6,NotYet
30.0,-18.0,9.0,6.2,-2.6,NotYet
30.0,-16.0,8.8,6.2,-2.6,NotYet
30.0,-14.0,8.6,6.1,-2.6,NotYet
30.0,-12.0,8.5,6.0,-2.6,NotYet
30.0,-10.0,8.4,5.9,-2.6,NotYet
30.0,-8.0,8.4,5.8,-2.6,NotYet
30.0,-6.0,8.4,5.7,-2.6,NotYet
30.0,-4.0,8.4,5.6,-2.6,NotYet
30.0,-2.0,8.3,5.6,-2.6,NotYet
30.0,0.0,8.4,5.5,-2.6,NotYet
30.0,2.0,8.4,5.5,-2.6,NotYet
30.0,4.0,8.5,5.4,-2.6,NotYet
30.0,6.0,8.6,5.3,-2.6,NotYet
30.0,8.0,8.7,5.3,-2.6,NotYet
30.0,10.0,8.8,5.2,-2.6,NotYet
30.0,12.0,9.0,5.1,-2.6,NotYet
30.0,14.0,9.1,5.1,-2.6,NotYet
30.0,16.0,9.4,5.0,-2.6,NotYet
30.0,18.0,9.6,4.9,-2.6,NotYet
30.0,20.0,9.8,4.9,-2.6,NotYet
30.0,-20.0,9.2,6.2,-2.4,NotYet
30.0,-18.0,9.0,6.2,-2.4,NotYet
30.0,-16.0,8.8,6.1,-2.4,NotYet
30.0,-14.0,8.7,6.0,-2.4,NotYet
30.0,-12.0,8.6,5.9,-2.4,NotYet
30.0,-10.0,8.5,5.8,-2.4,NotYet
30.0,-8.0,8.4,5.8,-2.4,NotYet
30.0,-6.0,8.3,5.7,-2.4,NotYet
30.0,-4.0,8.3,5.7,-2.4,NotYet
30.0,-2.0,8.3,5.6,-2.4,NotYet
30.0,0.0,8.3,5.6,-2.4,NotYet
30.0,2.0,8.4,5.5,-2.4,NotYet
30.0,4.0,8.5,5.5,-2.4,NotYet
30.0,6.0,8.6,5.4,-2.4,NotYet
30.0,8.0,8.7,5.4,-2.4,NotYet
30.0,10.0,8.8,5.3,-2.4,NotYet
30.0,12.0,9.0,5.2,-2.4,NotYet
30.0,14.0,9.2,5.2,-2.4,NotYet
30.0,16.0,9.4,5.1,-2.4,NotYet
30.0,18.0,9.6,5.1,-2.4,NotYet
30.0,20.0,9.9,5.1,-2.4,NotYet
30.0,-20.0,9.2,6.2,-2.2,NotYet
30.0,-18.0,9.0,6.1,-2.2,NotYet
30.0,-16.0,8.8,6.0,-2.2,NotYet
30.0,-14.0,8.7,5.9,-2.2,NotYet
30.0,-12.0,8.5,5.9,-2.2,NotYet
30.0,-10.0,8.4,5.9,-2.2,NotYet
30.0,-8.0,8.4,5.8,-2.2,NotYet
30.0,-6.0,8.3,5.8,-2.2,NotYet
30.0,-4.0,8.3,5.7,-2.2,NotYet
30.0,-2.0,8.3,5.7,-2.2,NotYet
30.0,0.0,8.3,5.7,-2.2,NotYet
30.0,2.0,8.4,5.6,-2.2,NotYet
30.0,4.0,8.4,5.6,-2.2,NotYet
30.0,6.0,8.5,5.5,-2.2,NotYet
30.0,8.0,8.7,5.4,-2.2,NotYet
30.0,10.0,8.8,5.4,-2.2,NotYet
30.0,12.0,9.0,5.4,-2.2,NotYet
30.0,14.0,9.2,5.3,-2.2,NotYet
30.0,16.0,9.4,5.3,-2.2,NotYet
30.0,18.0,9.7,5.3,-2.2,NotYet
30.0,20.0,9.9,5.3,-2.2,NotYet
30.0,-20.0,9.2,6.1,-2.0,NotYet
30.0,-18.0,9.0,6.1,-2.0,NotYet
30.0,-16.0,8.8,6.0,-2.0,NotYet
30.0,-14.0,8.6,6.0,-2.0,NotYet
30.0,-12.0,8.5,5.9,-2.0,NotYet
30.0,-10.0,8.4,5.9,-2.0,NotYet
30.0,-8.0,8.3,5.9,-2.0,NotYet
30.0,-6.0,8.2,5.9,-2.0,NotYet
30.0,-4.0,8.2,5.8,-2.0,NotYet
30.0,-2.0,8.2,5.8,-2.0,NotYet
30.0,0.0,8.3,5.7,-2.0,NotYet
30.0,2.0,8.3,5.7,-2.0,NotYet
30.0,4.0,8.4,5.6,-2.0,NotYet
30.0,6.0,8.5,5.6,-2.0,NotYet
30.0,8.0,8.6,5.6,-2.0,NotYet
30.0,10.0,8.9,5.5,-2.0,NotYet
30.0,12.0,9.0,5.5,-2.0,NotYet
30.0,14.0,9.2,5.5,-2.0,NotYet
30.0,16.0,9.4,5.5,-2.0,NotYet
30.0,18.0,9.7,5.4,-2.0,NotYet
30.0,20.0,9.9,5.4,-2.0,NotYet
30.0,-20.0,9.1,6.1,-1.8,NotYet
30.0,-18.0,8.9,6.1,-1.8,NotYet
30.0,-16.0,8.8,6.0,-1.8,NotYet
30.0,-14.0,8.6,6.0,-1.8,NotYet
30.0,-12.0,8.5,6.0,-1.8,NotYet
30.0,-10.0,8.3,6.0,-1.8,NotYet
30.0,-8.0,8.3,5.9,-1.8,NotYet
30.0,-6.0,8.2,5.9,-1.8,NotYet
30.0,-4.0,8.1,5.9,-1.8,NotYet
30.0,-2.0,8.2,5.8,-1.8,NotYet
30.0,0.0,8.2,5.8,-1.8,NotYet
30.0,2.0,8.3,5.8,-1.8,NotYet
30.0,4.0,8.4,5.7,-1.8,NotYet
30.0,6.0,8.5,5.7,-1.8,NotYet
30.0,8.0,8.6,5.7,-1.8,NotYet
30.0,10.0,8.8,5.7,-1.8,NotYet
30.0,12.0,9.0,5.6,-1.8,NotYet
30.0,14.0,9.2,5.6,-1.8,NotYet
30.0,16.0,9.4,5.6,-1.8,NotYet
30.0,18.0,9.7,5.5,-1.8,NotYet
30.0,20.0,9.9,5.5,-1.8,NotYet
30.0,-20.0,9.1,6.1,-1.6,NotYet
30.0,-18.0,8.9,6.1,-1.6,NotYet
30.0,-16.0,8.7,6.1,-1.6,NotYet
30.0,-14.0,8.5,6.1,-1.6,NotYet
30.0,-12.0,8.4,6.0,-1.6,NotYet
30.0,-10.0,8.3,6.0,-1.6,NotYet
30.0,-8.0,8.2,6.0,-1.6,NotYet
30.0,-6.0,8.1,6.0,-1.6,NotYet
30.0,-4.0,8.1,5.9,-1.6,NotYet
30.0,-2.0,8.1,5.9,-1.6,NotYet
30.0,0.0,8.2,5.9,-1.6,NotYet
30.0,2.0,8.3,5.8,-1.6,NotYet
30.0,4.0,8.4,5.8,-1.6,NotYet
30.0,6.0,8.5,5.8,-1.6,NotYet
30.0,8.0,8.6,5.8,-1.6,NotYet
30.0,10.0,8.9,5.7,-1.6,NotYet
30.0,12.0,9.0,5.7,-1.6,NotYet
30.0,14.0,9.3,5.6,-1.6,NotYet
30.0,16.0,9.5,5.6,-1.6,NotYet
30.0,18.0,9.7,5.6,-1.6,NotYet
30.0,20.0,10.0,5.5,-1.6,NotYet
30.0,-20.0,9.0,6.2,-1.4,NotYet
30.0,-18.0,8.8,6.2,-1.4,NotYet
30.0,-16.0,8.7,6.1,-1.4,NotYet
30.0,-14.0,8.5,6.1,-1.4,NotYet
30.0,-12.0,8.4,6.1,-1.4,NotYet
30.0,-10.0,8.3,6.0,-1.4,NotYet
30.0,-8.0,8.2,6.0,-1.4,NotYet
30.0,-6.0,8.1,6.0,-1.4,NotYet
30.0,-4.0,8.1,6.0,-1.4,NotYet
30.0,-2.0,8.1,6.0,-1.4,NotYet
30.0,0.0,8.2,5.9,-1.4,NotYet
30.0,2.0,8.2,5.9,-1.4,NotYet
30.0,4.0,8.3,5.9,-1.4,NotYet
30.0,6.0,8.5,5.8,-1.4,NotYet
30.0,8.0,8.7,5.8,-1.4,NotYet
30.0,10.0,8.8,5.8,-1.4,NotYet
30.0,12.0,9.1,5.7,-1.4,NotYet
30.0,14.0,9.3,5.6,-1.4,NotYet
30.0,16.0,9.5,5.6,-1.4,NotYet
30.0,18.0,9.8,5.5,-1.4,NotYet
30.0,20.0,10.0,5.4,-1.4,NotYet
30.0,-20.0,9.0,6.2,-1.2,NotYet
30.0,-18.0,8.8,6.2,-1.2,NotYet
30.0,-16.0,8.6,6.2,-1.2,NotYet
30.0,-14.0,8.5,6.1,-1.2,NotYet
30.0,-12.0,8.4,6.1,-1.2,NotYet
30.0,-10.0,8.2,6.1,-1.2,NotYet
30.0,-8.0,8.2,6.0,-1.2,NotYet
30.0,-6.0,8.1,6.0,-1.2,NotYet
30.0,-4.0,8.1,6.0,-1.2,NotYet
30.0,-2.0,8.1,6.0,-1.2,NotYet
30.0,0.0,8.1,6.0,-1.2,NotYet
30.0,2.0,8.2,6.0,-1.2,NotYet
30.0,4.0,8.3,5.9,-1.2,NotYet
30.0,6.0,8.5,5.8,-1.2,NotYet
30.0,8.0,8.7,5.8,-1.2,NotYet
30.0,10.0,8.9,5.7,-1.2,NotYet
30.0,12.0,9.1,5.7,-1.2,NotYet
30.0,14.0,9.3,5.6,-1.2,NotYet
30.0,16.0,9.6,5.5,-1.2,NotYet
30.0,18.0,9.8,5.5,-1.2,NotYet
30.0,20.0,10.0,5.4,-1.2,NotYet
30.0,-20.0,9.0,6.2,-1.0,NotYet
30.0,-18.0,8.8,6.2,-1.0,NotYet
30.0,-16.0,8.6,6.2,-1.0,NotYet
30.0,-14.0,8.5,6.1,-1.0,NotYet
30.0,-12.0,8.4,6.1,-1.0,NotYet
30.0,-10.0,8.2,6.1,-1.0,NotYet
30.0,-8.0,8.1,6.1,-1.0,NotYet
30.0,-6.0,8.1,6.1,-1.0,NotYet
30.0,-4.0,8.1,6.0,-1.0,NotYet
30.0,-2.0,8.1,6.0,-1.0,NotYet
30.0,0.0,8.1,6.0,-1.0,NotYet
30.0,2.0,8.2,5.9,-1.0,NotYet
30.0,4.0,8.3,5.9,-1.0,NotYet
30.0,6.0,8.5,5.8,-1.0,NotYet
30.0,8.0,8.7,5.7,-1.0,NotYet
30.0,10.0,8.9,5.7,-1.0,NotYet
30.0,12.0,9.1,5.6,-1.0,NotYet
30.0,14.0,9.4,5.5,-1.0,NotYet
30.0,16.0,9.6,5.5,-1.0,NotYet
30.0,18.0,9.7,5.5,-1.0,NotYet
30.0,20.0,9.9,5.5,-1.0,NotYet
30.0,-20.0,9.0,6.2,-0.8,NotYet
30.0,-18.0,8.8,6.2,-0.8,NotYet
30.0,-16.0,8.6,6.2,-0.8,NotYet
30.0,-14.0,8.5,6.2,-0.8,NotYet
30.0,-12.0,8.4,6.1,-0.8,NotYet
30.0,-10.0,8.3,6.1,-0.8,NotYet
30.0,-8.0,8.2,6.1,-0.8,NotYet
30.0,-6.0,8.1,6.1,-0.8,NotYet
30.0,-4.0,8.1,6.0,-0.8,NotYet
30.0,-2.0,8.1,6.0,-0.8,NotYet
30.0,0.0,8.2,5.9,-0.8,NotYet
30.0,2.0,8.3,5.8,-0.8,NotYet
30.0,4.0,8.4,5.8,-0.8,NotYet
30.0,6.0,8.6,5.7,-0.8,NotYet
30.0,8.0,8.7,5.7,-0.8,NotYet
30.0,10.0,8.9,5.6,-0.8,NotYet
30.0,12.0,9.1,5.6,-0.8,NotYet
30.0,14.0,9.3,5.6,-0.8,NotYet
30.0,16.0,9.4,5.7,-0.8,NotYet
30.0,18.0,9.6,5.7,-0.8,NotYet
30.0,20.0,9.6,5.9,-0.8,NotYet
30.0,-20.0,9.0,6.2,-0.6,NotYet
30.0,-18.0,8.8,6.2,-0.6,NotYet
30.0,-16.0,8.7,6.2,-0.6,NotYet
30.0,-14.0,8.5,6.2,-0.6,NotYet
30.0,-12.0,8.4,6.1,-0.6,NotYet
30.0,-10.0,8.3,6.1,-0.6,NotYet
30.0,-8.0,8.2,6.0,-0.6,NotYet
30.0,-6.0,8.1,6.0,-0.6,NotYet
30.0,-4.0,8.1,5.9,-0.6,NotYet
30.0,-2.0,8.1,5.9,-0.6,NotYet
30.0,0.0,8.2,5.8,-0.6,NotYet
30.0,2.0,8.3,5.8,-0.6,NotYet
30.0,4.0,8.4,5.7,-0.6,NotYet
30.0,6.0,8.6,5.7,-0.6,NotYet
30.0,8.0,8.7,5.7,-0.6,NotYet
30.0,10.0,8.9,5.7,-0.6,NotYet
30.0,12.0,9.0,5.7,-0.6,NotYet
30.0,14.0,9.1,5.8,-0.6,NotYet
30.0,16.0,9.2,5.9,-0.6,NotYet
30.0,18.0,9.3,6.0,-0.6,NotYet
30.0,20.0,9.4,6.1,-0.6,NotYet
30.0,-20.0,9.1,6.2,-0.4,NotYet
30.0,-18.0,8.9,6.2,-0.4,NotYet
30.0,-16.0,8.8,6.1,-0.4,NotYet
30.0,-14.0,8.6,6.1,-0.4,NotYet
30.0,-12.0,8.4,6.1,-0.4,NotYet
30.0,-10.0,8.3,6.0,-0.4,NotYet
30.0,-8.0,8.3,5.9,-0.4,NotYet
30.0,-6.0,8.2,5.9,-0.4,NotYet
30.0,-4.0,8.2,5.8,-0.4,NotYet
30.0,-2.0,8.2,5.8,-0.4,NotYet
30.0,0.0,8.3,5.7,-0.4,NotYet
30.0,2.0,8.3,5.7,-0.4,NotYet
30.0,4.0,8.4,5.7,-0.4,NotYet
30.0,6.0,8.5,5.7,-0.4,NotYet
30.0,8.0,8.6,5.8,-0.4,NotYet
30.0,10.0,8.7,5.9,-0.4,NotYet
30.0,12.0,8.8,6.0,-0.4,NotYet
30.0,14.0,8.9,6.1,-0.4,NotYet
30.0,16.0,9.0,6.2,-0.4,NotYet
30.0,18.0,9.1,6.2,-0.4,NotYet
30.0,20.0,9.2,6.3,-0.4,NotYet
30.0,-20.0,9.2,6.1,-0.2,NotYet
30.0,-18.0,9.0,6.1,-0.2,NotYet
30.0,-16.0,8.8,6.0,-0.2,NotYet
30.0,-14.0,8.6,6.0,-0.2,NotYet
30.0,-12.0,8.5,5.9,-0.2,NotYet
30.0,-10.0,8.4,5.9,-0.2,NotYet
30.0,-8.0,8.3,5.8,-0.2,NotYet
30.0,-6.0,8.2,5.8,-0.2,NotYet
30.0,-4.0,8.2,5.7,-0.2,NotYet
30.0,-2.0,8.2,5.7,-0.2,NotYet
30.0,0.0,8.2,5.8,-0.2,NotYet
30.0,2.0,8.3,5.8,-0.2,NotYet
30.0,4.0,8.3,5.9,-0.2,NotYet
30.0,6.0,8.4,5.9,-0.2,NotYet
30.0,8.0,8.5,6.0,-0.2,NotYet
30.0,10.0,8.5,6.1,-0.2,NotYet
30.0,12.0,8.6,6.2,-0.2,NotYet
30.0,14.0,8.7,6.3,-0.2,NotYet
30.0,16.0,8.9,6.3,-0.2,NotYet
30.0,18.0,9.0,6.4,-0.2,NotYet
30.0,20.0,9.2,6.4,-0.2,NotYet
30.0,-20.0,9.2,6.0,0.0,NotYet
30.0,-18.0,9.0,6.0,0.0,NotYet
30.0,-16.0,8.9,5.9,0.0,NotYet
30.0,-14.0,8.7,5.8,0.0,NotYet
30.0,-12.0,8.6,5.8,0.0,NotYet
30.0,-10.0,8.4,5.8,0.0,NotYet
30.0,-8.0,8.3,5.7,0.0,NotYet
30.0,-6.0,8.3,5.7,0.0,NotYet
30.0,-4.0,8.2,5.8,0.0,NotYet
30.0,-2.0,8.2,5.8,0.0,NotYet
30.0,0.0,8.1,5.9,0.0,NotYet
30.0,2.0,8.1,6.0,0.0,NotYet
30.0,4.0,8.2,6.0,0.0,NotYet
30.0,6.0,8.2,6.2,0.0,NotYet
30.0,8.0,8.3,6.2,0.0,NotYet
30.0,10.0,8.4,6.3,0.0,NotYet
30.0,12.0,8.5,6.3,0.0,NotYet
30.0,14.0,8.6,6.4,0.0,NotYet
30.0,16.0,8.8,6.4,0.0,NotYet
30.0,18.0,9.0,6.4,0.0,NotYet
30.0,20.0,9.2,6.4,0.0,NotYet
30.0,-20.0,9.3,5.9,0.2,NotYet
30.0,-18.0,9.1,5.8,0.2,NotYet
30.0,-16.0,9.0,5.7,0.2,NotYet
30.0,-14.0,8.8,5.7,0.2,NotYet
30.0,-12.0,8.6,5.7,0.2,NotYet
30.0,-10.0,8.4,5.7,0.2,NotYet
30.0,-8.0,8.3,5.8,0.2,NotYet
30.0,-6.0,8.2,5.8,0.2,NotYet
30.0,-4.0,8.1,5.9,0.2,NotYet
30.0,-2.0,8.0,6.0,0.2,NotYet
30.0,0.0,8.0,6.1,0.2,NotYet
30.0,2.0,8.0,6.2,0.2,NotYet
30.0,4.0,8.1,6.2,0.2,NotYet
30.0,6.0,8.1,6.3,0.2,NotYet
30.0,8.0,8.2,6.3,0.2,NotYet
30.0,10.0,8.3,6.4,0.2,NotYet
30.0,12.0,8.5,6.4,0.2,NotYet
30.0,14.0,8.7,6.4,0.2,NotYet
30.0,16.0,8.8,6.4,0.2,NotYet
30.0,18.0,9.1,6.4,0.2,NotYet
30.0,20.0,9.3,6.3,0.2,NotYet
30.0,-20.0,9.4,5.7,0.4,NotYet
30.0,-18.0,9.2,5.7,0.4,NotYet
30.0,-16.0,8.9,5.7,0.4,NotYet
30.0,-14.0,8.7,5.7,0.4,NotYet
30.0,-12.0,8.5,5.8,0.4,NotYet
30.0,-10.0,8.3,5.8,0.4,NotYet
30.0,-8.0,8.2,5.9,0.4,NotYet
30.0,-6.0,8.0,6.0,0.4,NotYet
30.0,-4.0,8.0,6.1,0.4,NotYet
30.0,-2.0,7.9,6.2,0.4,NotYet
30.0,0.0,7.9,6.2,0.4,NotYet
30.0,2.0,7.9,6.3,0.4,NotYet
30.0,4.0,8.0,6.3,0.4,NotYet
30.0,6.0,8.1,6.3,0.4,NotYet
30.0,8.0,8.2,6.4,0.4,NotYet
30.0,10.0,8.3,6.4,0.4,NotYet
30.0,12.0,8.5,6.4,0.4,NotYet
30.0,14.0,8.7,6.4,0.4,NotYet
30.0,16.0,9.0,6.3,0.4,NotYet
30.0,18.0,9.2,6.3,0.4,NotYet
30.0,20.0,9.4,6.3,0.4,NotYet
30.0,-20.0,9.4,5.6,0.6,NotYet
30.0,-18.0,9.1,5.7,0.6,NotYet
30.0,-16.0,8.9,5.7,0.6,NotYet
30.0,-14.0,8.6,5.8,0.6,NotYet
30.0,-12.0,8.4,5.9,0.6,NotYet
30.0,-10.0,8.2,6.0,0.6,NotYet
30.0,-8.0,8.0,6.1,0.6,NotYet
30.0,-6.0,8.0,6.1,0.6,NotYet
30.0,-4.0,7.9,6.2,0.6,NotYet
30.0,-2.0,7.9,6.2,0.6,NotYet
30.0,0.0,7.9,6.3,0.6,NotYet
30.0,2.0,8.0,6.3,0.6,NotYet
30.0,4.0,8.0,6.3,0.6,NotYet
30.0,6.0,8.1,6.4,0.6,NotYet
30.0,8.0,8.3,6.3,0.6,NotYet
30.0,10.0,8.4,6.3,0.6,NotYet
30.0,12.0,8.6,6.3,0.6,NotYet
30.0,14.0,8.8,6.3,0.6,NotYet
30.0,16.0,9.0,6.3,0.6,NotYet
30.0,18.0,9.2,6.3,0.6,NotYet
30.0,20.0,9.4,6.3,0.6,NotYet
30.0,-20.0,9.3,5.7,0.8,NotYet
30.0,-18.0,9.0,5.8,0.8,NotYet
30.0,-16.0,8.8,5.8,0.8,NotYet
30.0,-14.0,8.5,5.9,0.8,NotYet
30.0,-12.0,8.3,6.0,0.8,NotYet
30.0,-10.0,8.1,6.1,0.8,NotYet
30.0,-8.0,8.0,6.1,0.8,NotYet
30.0,-6.0,7.9,6.2,0.8,NotYet
30.0,-4.0,7.9,6.2,0.8,NotYet
30.0,-2.0,7.9,6.3,0.8,NotYet
30.0,0.0,7.9,6.3,0.8,NotYet
30.0,2.0,8.0,6.3,0.8,NotYet
30.0,4.0,8.1,6.3,0.8,NotYet
30.0,6.0,8.2,6.3,0.8,NotYet
30.0,8.0,8.3,6.3,0.8,NotYet
30.0,10.0,8.5,6.2,0.8,NotYet
30.0,12.0,8.7,6.2,0.8,NotYet
30.0,14.0,8.9,6.2,0.8,NotYet
30.0,16.0,9.1,6.2,0.8,NotYet
30.0,18.0,9.3,6.3,0.8,NotYet
30.0,20.0,9.5,6.3,0.8,NotYet
30.0,-20.0,9.2,5.8,1.0,NotYet
30.0,-18.0,8.9,5.9,1.0,NotYet
30.0,-16.0,8.6,6.0,1.0,NotYet
30.0,-14.0,8.4,6.0,1.0,NotYet
30.0,-12.0,8.2,6.1,1.0,NotYet
30.0,-10.0,8.1,6.1,1.0,NotYet
