cx,cy,cz,a,b,theta,Rt,Rp,status
2.1,-1.2,13.6,7.4,5.8,25,1.7,1.5,NotYet
2.2,-1.3,13.6,7.4,5.8,25,1.7,1.5,NotYet
2.3,-1.3,13.7,7.4,5.8,25,1.7,1.5,NotYet
2.4,-1.4,13.7,7.4,5.8,25,1.7,1.5,NotYet
2.5,-1.4,13.8,7.4,5.8,25,1.7,1.5,NotYet
