a,b,theta,status
6.6,7.1,5,NotYet
6.6,6.9,10,NotYet
6.8,6.5,15,NotYet
6.9,6.2,20,NotYet
7.1,6.1,25,NotYet
7.2,6.5,30,NotYet
7.2,6.8,35,NotYet
7.2,7.0,40,NotYet
7.1,7.1,45,NotYet
