a,b,theta,A1,A2,Rt,Rp,E,E_t1,E_t2,E_p1,E_p2,machine_type,status,file_name
7.3,5.9,25,0.0,-0.5,2.1,1.9,-55.879735379712656,-9.849685614637565,-10.57682600489352,-7.5220150807872415,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=0.0_A2=-0.5_a=7.3_b=5.9_cx=0_cy=0_cz=0.log
7.3,6.0,25,0.0,-0.5,2.1,1.9,-55.390500972862355,-9.865227154805323,-10.605974471778607,-7.216257068212143,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=0.0_A2=-0.5_a=7.3_b=6_cx=0_cy=0_cz=0.log
7.3,6.1,25,0.0,-0.5,2.1,1.9,-54.58595659688581,-9.851387421775144,-10.598840310645755,-6.825413719750942,-6.860087412293068,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=0.0_A2=-0.5_a=7.3_b=6.1_cx=0_cy=0_cz=0.log
7.2,5.8,25,1.0,-0.5,2.1,1.9,-55.15981449186802,-9.611160906031726,-10.347114046511708,-7.62689208216034,-7.616372504620812,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=1.0_A2=-0.5_a=7.2_b=5.8_cx=0_cy=0_cz=0.log
7.3,5.8,25,1.0,-0.5,2.1,1.9,-55.57887445494998,-9.722641194879543,-10.445163739204872,-7.62689208216034,-7.616372504620812,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=1.0_A2=-0.5_a=7.3_b=5.8_cx=0_cy=0_cz=0.log
7.4,5.8,25,1.0,-0.5,2.1,1.9,-55.611947997589596,-9.73921247915132,-10.445129226252902,-7.62689208216034,-7.616372504620812,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=1.0_A2=-0.5_a=7.4_b=5.8_cx=0_cy=0_cz=0.log
7.4,5.9,25,1.0,-0.5,2.1,1.9,-55.49737471155822,-9.766883787582627,-10.476514766400213,-7.5058805437292895,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=1.0_A2=-0.5_a=7.4_b=5.9_cx=0_cy=0_cz=0.log
7.4,6.0,25,1.0,-0.5,2.1,1.9,-54.93279392388649,-9.764297191344667,-10.473093581735156,-7.2261717262445035,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=1.0_A2=-0.5_a=7.4_b=6.0_cx=0_cy=0_cz=0.log
7.2,5.8,25,0.5,-0.5,2.1,1.9,-55.453081290470436,-9.689592125825584,-10.399978626577651,-7.657567281043158,-7.616372504620812,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=0.5_A2=-0.5_a=7.2_b=5.8_cx=0_cy=0_cz=0.log
7.3,5.8,25,0.5,-0.5,2.1,1.9,-55.796501198085025,-9.774021086283026,-10.487259619927501,-7.657567281043158,-7.616372504620812,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=0.5_A2=-0.5_a=7.3_b=5.8_cx=0_cy=0_cz=0.log
7.4,5.8,25,0.5,-0.5,2.1,1.9,-55.76623764599208,-9.76829254749464,-10.477856382669415,-7.657567281043158,-7.616372504620812,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=0.5_A2=-0.5_a=7.4_b=5.8_cx=0_cy=0_cz=0.log
7.4,5.9,25,0.5,-0.5,2.1,1.9,-55.602404824923724,-9.7861163415364,-10.505159970198292,-7.5151551415910935,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=0.5_A2=-0.5_a=7.4_b=5.9_cx=0_cy=0_cz=0.log
7.4,6.0,25,0.5,-0.5,2.1,1.9,-54.99954341771081,-9.77498180413386,-10.497840066091156,-7.222059025778434,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=0.5_A2=-0.5_a=7.4_b=6.0_cx=0_cy=0_cz=0.log
7.2,6.0,25,-0.5,-0.5,2.1,1.9,-55.47784283501096,-9.89529115887126,-10.623290610383263,-7.208838645019567,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-0.5_A2=-0.5_a=7.2_b=6_cx=0_cy=0_cz=0.log
7.1,5.9,25,-0.5,-0.5,2.1,1.9,-55.365036617033184,-9.753461976128165,-10.413439343567005,-7.526536917779595,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-0.5_A2=-0.5_a=7.1_b=5.9_cx=0_cy=0_cz=0.log
7.1,6.0,25,-0.5,-0.5,2.1,1.9,-55.232547920779325,-9.849464731058106,-10.5464695810806,-7.208838645019567,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-0.5_A2=-0.5_a=7.1_b=6_cx=0_cy=0_cz=0.log
7.1,6.1,25,-0.5,-0.5,2.1,1.9,-54.743044939939864,-9.906398713297676,-10.629466563637834,-6.811226973775773,-6.860087412293068,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-0.5_A2=-0.5_a=7.1_b=6.1_cx=0_cy=0_cz=0.log
7.2,5.9,25,-0.5,-0.5,2.1,1.9,-55.81904637697153,-9.846735062485095,-10.547171137179248,-7.526536917779595,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-0.5_A2=-0.5_a=7.2_b=5.9_cx=0_cy=0_cz=0.log
7.2,6.1,25,-0.5,-0.5,2.1,1.9,-54.80502661271021,-9.910378381726332,-10.656477731594348,-6.811226973775773,-6.860087412293068,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-0.5_A2=-0.5_a=7.2_b=6.1_cx=0_cy=0_cz=0.log
7.3,5.9,25,-0.5,-0.5,2.1,1.9,-55.87500520911999,-9.847927959111985,-10.57395765662659,-7.526536917779595,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-0.5_A2=-0.5_a=7.3_b=5.9_cx=0_cy=0_cz=0.log
7.3,6.0,25,-0.5,-0.5,2.1,1.9,-55.36054364556912,-9.85714670852758,-10.602785466006026,-7.208838645019567,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-0.5_A2=-0.5_a=7.3_b=6_cx=0_cy=0_cz=0.log
7.3,6.1,25,-0.5,-0.5,2.1,1.9,-54.53789686085656,-9.838013301079627,-10.595277936314233,-6.811226973775773,-6.860087412293068,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-0.5_A2=-0.5_a=7.3_b=6.1_cx=0_cy=0_cz=0.log
7.2,6.0,25,-1.0,-0.5,2.1,1.9,-55.39022612350527,-9.88119916676078,-10.598069728410335,-7.199847681680693,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-1.0_A2=-0.5_a=7.2_b=6_cx=0_cy=0_cz=0.log
7.1,5.9,25,-1.0,-0.5,2.1,1.9,-55.31439028517343,-9.759181102272123,-10.381268160941543,-7.528794698882848,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-1.0_A2=-0.5_a=7.1_b=5.9_cx=0_cy=0_cz=0.log
7.1,6.0,25,-1.0,-0.5,2.1,1.9,-55.15946057625115,-9.847654992365277,-10.516231129178776,-7.199847681680693,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-1.0_A2=-0.5_a=7.1_b=6_cx=0_cy=0_cz=0.log
7.1,6.1,25,-1.0,-0.5,2.1,1.9,-54.654544694931246,-9.898302579356825,-10.600968824583106,-6.79591447475832,-6.860087412293068,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-1.0_A2=-0.5_a=7.1_b=6.1_cx=0_cy=0_cz=0.log
7.2,5.9,25,-1.0,-0.5,2.1,1.9,-55.75087996618822,-9.838565509999171,-10.520128593721893,-7.528794698882848,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-1.0_A2=-0.5_a=7.2_b=5.9_cx=0_cy=0_cz=0.log
7.2,6.1,25,-1.0,-0.5,2.1,1.9,-54.70466391858645,-9.891431344905868,-10.63289967086166,-6.79591447475832,-6.860087412293068,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-1.0_A2=-0.5_a=7.2_b=6.1_cx=0_cy=0_cz=0.log
7.3,5.9,25,-1.0,-0.5,2.1,1.9,-55.79411038488615,-9.829021082725378,-10.551288230344651,-7.528794698882848,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-1.0_A2=-0.5_a=7.3_b=5.9_cx=0_cy=0_cz=0.log
7.3,6.0,25,-1.0,-0.5,2.1,1.9,-55.262724876520224,-9.833684737037402,-10.581833534641193,-7.199847681680693,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-1.0_A2=-0.5_a=7.3_b=6_cx=0_cy=0_cz=0.log
7.3,6.1,25,-1.0,-0.5,2.1,1.9,-54.42956227948889,-9.810912399145307,-10.575867797073442,-6.79591447475832,-6.860087412293068,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-1.0_A2=-0.5_a=7.3_b=6.1_cx=0_cy=0_cz=0.log
7.2,6.0,25,-1.5,-0.5,2.1,1.9,-55.22124270058703,-9.84977723105112,-10.550249073770829,-7.189349439460784,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-1.5_A2=-0.5_a=7.2_b=6_cx=0_cy=0_cz=0.log
7.1,5.9,25,-1.5,-0.5,2.1,1.9,-55.15288929140661,-9.741054848360363,-10.318596227210945,-7.528890080400743,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-1.5_A2=-0.5_a=7.1_b=5.9_cx=0_cy=0_cz=0.log
7.1,6.0,25,-1.5,-0.5,2.1,1.9,-54.98528764559887,-9.824135289993137,-10.457913487334737,-7.189349439460784,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-1.5_A2=-0.5_a=7.1_b=6_cx=0_cy=0_cz=0.log
7.1,6.1,25,-1.5,-0.5,2.1,1.9,-54.47407658374868,-9.870491336041596,-10.546741920465136,-6.779522658442148,-6.860087412293068,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-1.5_A2=-0.5_a=7.1_b=6.1_cx=0_cy=0_cz=0.log
7.2,5.9,25,-1.5,-0.5,2.1,1.9,-55.59243996581063,-9.811183483398056,-10.468242929375263,-7.528890080400743,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-1.5_A2=-0.5_a=7.2_b=5.9_cx=0_cy=0_cz=0.log
7.2,6.1,25,-1.5,-0.5,2.1,1.9,-54.53111849818379,-9.856896959478037,-10.58885725424625,-6.779522658442148,-6.860087412293068,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-1.5_A2=-0.5_a=7.2_b=6.1_cx=0_cy=0_cz=0.log
7.3,5.9,25,-1.5,-0.5,2.1,1.9,-55.64066034485586,-9.794823670468759,-10.508712931827176,-7.528890080400743,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-1.5_A2=-0.5_a=7.3_b=5.9_cx=0_cy=0_cz=0.log
7.3,6.0,25,-1.5,-0.5,2.1,1.9,-55.10035038914066,-9.796573168307077,-10.543006980791688,-7.189349439460784,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-1.5_A2=-0.5_a=7.3_b=6_cx=0_cy=0_cz=0.log
7.3,6.1,25,-1.5,-0.5,2.1,1.9,-54.26386700884905,-9.771653491130564,-10.540474977926353,-6.779522658442148,-6.860087412293068,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-1.5_A2=-0.5_a=7.3_b=6.1_cx=0_cy=0_cz=0.log
7.2,6.0,25,-2.0,-0.5,2.1,1.9,-54.97343523683958,-9.80269954830874,-10.479401939897796,-7.177391608944162,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-2.0_A2=-0.5_a=7.2_b=6_cx=0_cy=0_cz=0.log
7.5,5.8,25,2.0,-0.5,2.1,1.9,-54.91581224859692,-9.60134225699585,-10.270773062598893,-7.555209104786629,-7.616372504620812,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=2.0_A2=-0.5_a=7.5_b=5.8_cx=0_cy=0_cz=0.log
7.5,5.9,25,2.0,-0.5,2.1,1.9,-54.77257305057719,-9.616614595346618,-10.277426551037934,-7.479793697944842,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=2.0_A2=-0.5_a=7.5_b=5.9_cx=0_cy=0_cz=0.log
7.5,6.0,25,2.0,-0.5,2.1,1.9,-54.17658789793495,-9.603713617252653,-10.254110161971768,-7.229099688003771,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=2.0_A2=-0.5_a=7.5_b=6.0_cx=0_cy=0_cz=0.log
7.1,5.9,25,-2.0,-0.5,2.1,1.9,-54.88408032304142,-9.701263811904935,-10.224985540437046,-7.526884558494202,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-2.0_A2=-0.5_a=7.1_b=5.9_cx=0_cy=0_cz=0.log
7.1,6.0,25,-2.0,-0.5,2.1,1.9,-54.713293435866944,-9.78095256170491,-10.371078026015313,-7.177391608944162,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-2.0_A2=-0.5_a=7.1_b=6_cx=0_cy=0_cz=0.log
7.1,6.1,25,-2.0,-0.5,2.1,1.9,-54.20453342841938,-9.824860691500364,-10.466318356280679,-6.762087920564227,-6.860087412293068,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-2.0_A2=-0.5_a=7.1_b=6.1_cx=0_cy=0_cz=0.log
7.2,5.9,25,-2.0,-0.5,2.1,1.9,-55.34662045375444,-9.766413782548623,-10.391105635149868,-7.526884558494202,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-2.0_A2=-0.5_a=7.2_b=5.9_cx=0_cy=0_cz=0.log
7.2,6.1,25,-2.0,-0.5,2.1,1.9,-54.28657659597229,-9.808313252753578,-10.52388737880392,-6.762087920564227,-6.860087412293068,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-2.0_A2=-0.5_a=7.2_b=6.1_cx=0_cy=0_cz=0.log
7.3,5.9,25,-2.0,-0.5,2.1,1.9,-55.416978130233474,-9.746856805984864,-10.44584144995315,-7.526884558494202,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-2.0_A2=-0.5_a=7.3_b=5.9_cx=0_cy=0_cz=0.log
7.3,6.0,25,-2.0,-0.5,2.1,1.9,-54.8754307248164,-9.747199426288716,-10.485899805906227,-7.177391608944162,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-2.0_A2=-0.5_a=7.3_b=6_cx=0_cy=0_cz=0.log
7.3,6.1,25,-2.0,-0.5,2.1,1.9,-54.04257686214987,-9.721521717146972,-10.488679047499318,-6.762087920564227,-6.860087412293068,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-2.0_A2=-0.5_a=7.3_b=6.1_cx=0_cy=0_cz=0.log
7.2,6.0,25,2.0,-1.0,2.1,1.9,-54.48037176404614,-9.682094008778224,-10.332185583771208,-7.2199719274649405,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=2.0_A2=-1.0_a=7.2_b=6_cx=0_cy=0_cz=0.log
7.1,5.9,25,2.0,-1.0,2.1,1.9,-53.759755595587194,-9.358441921009216,-10.015443008742297,-7.507288676220924,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=2.0_A2=-1.0_a=7.1_b=5.9_cx=0_cy=0_cz=0.log
7.1,6.0,25,2.0,-1.0,2.1,1.9,-53.8465452484088,-9.513770098856183,-10.183596235874576,-7.2199719274649405,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=2.0_A2=-1.0_a=7.1_b=6_cx=0_cy=0_cz=0.log
7.1,6.1,25,2.0,-1.0,2.1,1.9,-53.54903648258187,-9.6233622104628,-10.301358527503908,-6.839507594355383,-6.860087412293068,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=2.0_A2=-1.0_a=7.1_b=6.1_cx=0_cy=0_cz=0.log
7.2,5.9,25,2.0,-1.0,2.1,1.9,-54.627545450115576,-9.583954582514707,-10.223825274500996,-7.507288676220924,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=2.0_A2=-1.0_a=7.2_b=5.9_cx=0_cy=0_cz=0.log
7.2,6.1,25,2.0,-1.0,2.1,1.9,-53.9747806818923,-9.740672694751993,-10.39692014286993,-6.839507594355383,-6.860087412293068,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=2.0_A2=-1.0_a=7.2_b=6.1_cx=0_cy=0_cz=0.log
7.3,5.9,25,2.0,-1.0,2.1,1.9,-55.03173593594693,-9.693633290182332,-10.316241809749043,-7.507288676220924,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=2.0_A2=-1.0_a=7.3_b=5.9_cx=0_cy=0_cz=0.log
7.3,6.0,25,2.0,-1.0,2.1,1.9,-54.68785920063965,-9.743728041066786,-10.374295269779395,-7.2199719274649405,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=2.0_A2=-1.0_a=7.3_b=6_cx=0_cy=0_cz=0.log
7.3,6.1,25,2.0,-1.0,2.1,1.9,-54.00952214573044,-9.76001004310092,-10.394953526440075,-6.839507594355383,-6.860087412293068,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=2.0_A2=-1.0_a=7.3_b=6.1_cx=0_cy=0_cz=0.log
7.2,5.8,25,0.0,-0.5,2.1,1.9,-55.628530576010235,-9.73847013473278,-10.42515997524606,-7.684897851431741,-7.616372504620812,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=0.0_A2=-0.5_a=7.2_b=5.8_cx=0_cy=0_cz=0.log
7.3,5.8,25,0.0,-0.5,2.1,1.9,-55.91721906175371,-9.80120544694364,-10.506768905906936,-7.684897851431741,-7.616372504620812,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=0.0_A2=-0.5_a=7.3_b=5.8_cx=0_cy=0_cz=0.log
7.4,5.8,25,0.0,-0.5,2.1,1.9,-55.84187519084662,-9.777872115082573,-10.492430302314462,-7.684897851431741,-7.616372504620812,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=0.0_A2=-0.5_a=7.4_b=5.8_cx=0_cy=0_cz=0.log
7.4,5.9,25,0.0,-0.5,2.1,1.9,-55.63771104766056,-9.787887802347539,-10.517611651157496,-7.5220150807872415,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=0.0_A2=-0.5_a=7.4_b=5.9_cx=0_cy=0_cz=0.log
7.4,6.0,25,0.0,-0.5,2.1,1.9,-55.004699039738625,-9.770075303444171,-10.508225356577897,-7.216257068212143,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=0.0_A2=-0.5_a=7.4_b=6.0_cx=0_cy=0_cz=0.log
7.2,6.0,25,1.5,-1.0,2.1,1.9,-54.878380021546036,-9.778739333851263,-10.43642001482658,-7.216220672708005,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=1.5_A2=-1.0_a=7.2_b=6_cx=0_cy=0_cz=0.log
7.1,5.9,25,1.5,-1.0,2.1,1.9,-54.355453348718584,-9.51122240832774,-10.15598328586202,-7.516344900475816,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=1.5_A2=-1.0_a=7.1_b=5.9_cx=0_cy=0_cz=0.log
7.1,6.0,25,1.5,-1.0,2.1,1.9,-54.36895736376755,-9.647960602422245,-10.312487417366356,-7.216220672708005,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=1.5_A2=-1.0_a=7.1_b=6_cx=0_cy=0_cz=0.log
7.1,6.1,25,1.5,-1.0,2.1,1.9,-54.00784167437814,-9.74073105340358,-10.418926291109527,-6.8284395730588585,-6.860087412293068,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=1.5_A2=-1.0_a=7.1_b=6.1_cx=0_cy=0_cz=0.log
7.2,5.9,25,1.5,-1.0,2.1,1.9,-55.09165812074207,-9.696565016871318,-10.338743063330183,-7.516344900475816,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=1.5_A2=-1.0_a=7.2_b=5.9_cx=0_cy=0_cz=0.log
7.2,6.1,25,1.5,-1.0,2.1,1.9,-54.31623020861298,-9.822989456763024,-10.4908621548675,-6.8284395730588585,-6.860087412293068,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=1.5_A2=-1.0_a=7.2_b=6.1_cx=0_cy=0_cz=0.log
7.3,5.9,25,1.5,-1.0,2.1,1.9,-55.38335739937611,-9.772407130571082,-10.40875058894744,-7.516344900475816,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=1.5_A2=-1.0_a=7.3_b=5.9_cx=0_cy=0_cz=0.log
7.3,6.0,25,1.5,-1.0,2.1,1.9,-54.98019602894783,-9.808959587942807,-10.457107764435932,-7.216220672708005,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=1.5_A2=-1.0_a=7.3_b=6_cx=0_cy=0_cz=0.log
7.3,6.1,25,1.5,-1.0,2.1,1.9,-54.252042210660875,-9.813221008516848,-10.468536604137627,-6.8284395730588585,-6.860087412293068,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=1.5_A2=-1.0_a=7.3_b=6.1_cx=0_cy=0_cz=0.log
7.2,5.7,25,0.5,-0.5,2.1,1.9,-54.571891587344,-9.539208726782817,-10.22045805567177,-7.5680793348001325,-7.4844786876346925,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=0.5_A2=-0.5_a=7.2_b=5.7_cx=0_cy=0_cz=0.log
7.3,5.7,25,0.5,-0.5,2.1,1.9,-55.14771735412069,-9.678156383626627,-10.369423282216305,-7.5680793348001325,-7.4844786876346925,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=0.5_A2=-0.5_a=7.3_b=5.7_cx=0_cy=0_cz=0.log
7.4,5.7,25,0.5,-0.5,2.1,1.9,-55.312505245092325,-9.718189639097544,-10.411783972231207,-7.5680793348001325,-7.4844786876346925,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=0.5_A2=-0.5_a=7.4_b=5.7_cx=0_cy=0_cz=0.log
7.2,5.8,25,-0.5,-0.5,2.1,1.9,-55.693555672769435,-9.760985821019856,-10.423126843059435,-7.708957839990036,-7.616372504620812,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-0.5_A2=-0.5_a=7.2_b=5.8_cx=0_cy=0_cz=0.log
7.3,5.8,25,-0.5,-0.5,2.1,1.9,-55.9474688093178,-9.806933985906651,-10.504135246446822,-7.708957839990036,-7.616372504620812,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-0.5_A2=-0.5_a=7.3_b=5.8_cx=0_cy=0_cz=0.log
7.4,5.8,25,-0.5,-0.5,2.1,1.9,-55.84435009036679,-9.770260418823456,-10.489249454054516,-7.708957839990036,-7.616372504620812,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-0.5_A2=-0.5_a=7.4_b=5.8_cx=0_cy=0_cz=0.log
7.4,5.9,25,-0.5,-0.5,2.1,1.9,-55.60842139075976,-9.774322918616237,-10.514270787942225,-7.526536917779595,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-0.5_A2=-0.5_a=7.4_b=5.9_cx=0_cy=0_cz=0.log
7.4,6.0,25,-0.5,-0.5,2.1,1.9,-54.953087597270496,-9.75154116813792,-10.504662982246373,-7.208838645019567,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-0.5_A2=-0.5_a=7.4_b=6.0_cx=0_cy=0_cz=0.log
7.2,5.8,25,-1.0,-0.5,2.1,1.9,-55.654130474315025,-9.759922819095664,-10.394045519584324,-7.729821292334236,-7.616372504620812,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-1.0_A2=-0.5_a=7.2_b=5.8_cx=0_cy=0_cz=0.log
7.3,5.8,25,-1.0,-0.5,2.1,1.9,-55.89246002724394,-9.793593750684524,-10.479539364459923,-7.729821292334236,-7.616372504620812,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-1.0_A2=-0.5_a=7.3_b=5.8_cx=0_cy=0_cz=0.log
7.4,5.8,25,-1.0,-0.5,2.1,1.9,-55.778062444296665,-9.74742344749393,-10.46851087617688,-7.729821292334236,-7.616372504620812,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-1.0_A2=-0.5_a=7.4_b=5.8_cx=0_cy=0_cz=0.log
7.4,5.9,25,-1.0,-0.5,2.1,1.9,-55.51862219988834,-9.747230174485594,-10.495335046085527,-7.528794698882848,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-1.0_A2=-0.5_a=7.4_b=5.9_cx=0_cy=0_cz=0.log
7.4,6.0,25,-1.0,-0.5,2.1,1.9,-54.84843775478657,-9.721047947183251,-10.487326763628516,-7.199847681680693,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-1.0_A2=-0.5_a=7.4_b=6.0_cx=0_cy=0_cz=0.log
7.2,6.0,25,1.0,-1.0,2.1,1.9,-55.16414431098383,-9.845422311685981,-10.51530115940841,-7.210856717312707,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=1.0_A2=-1.0_a=7.2_b=6_cx=0_cy=0_cz=0.log
7.1,5.9,25,1.0,-1.0,2.1,1.9,-54.80397616128903,-9.6249278478208,-10.263163248833736,-7.523096908116712,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=1.0_A2=-1.0_a=7.1_b=5.9_cx=0_cy=0_cz=0.log
7.1,6.0,25,1.0,-1.0,2.1,1.9,-54.75534162588883,-9.745877890207339,-10.41044423833955,-7.210856717312707,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=1.0_A2=-1.0_a=7.1_b=6_cx=0_cy=0_cz=0.log
7.1,6.1,25,1.0,-1.0,2.1,1.9,-54.34103567863349,-9.824489833030382,-10.507868303451687,-6.816231993376277,-6.860087412293068,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=1.0_A2=-1.0_a=7.1_b=6.1_cx=0_cy=0_cz=0.log
7.2,5.9,25,1.0,-1.0,2.1,1.9,-55.433241934515536,-9.776618977775797,-10.42610500549199,-7.523096908116712,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=1.0_A2=-1.0_a=7.2_b=5.9_cx=0_cy=0_cz=0.log
7.2,6.1,25,1.0,-1.0,2.1,1.9,-54.55501658876892,-9.877803082694301,-10.561545508855488,-6.816231993376277,-6.860087412293068,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=1.0_A2=-1.0_a=7.2_b=6.1_cx=0_cy=0_cz=0.log
