a,b,theta,A1,A2,Rt,Rp,E,E_t1,E_t2,E_p1,E_p2,machine_type,status,file_name
7.1,6.0,25,0.0,1.0,2.1,1.9,-55.03683884721249,-9.708044684841296,-10.572349976107944,-7.244208873831668,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=0.0_A2=1.0_a=7.1_b=6_cx=0_cy=0_cz=0.log
7.1,6.1,25,0.0,1.0,2.1,1.9,-54.69406150979921,-9.802211345580874,-10.654561943665612,-6.920427519013174,-6.860087412293068,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=0.0_A2=1.0_a=7.1_b=6.1_cx=0_cy=0_cz=0.log
7.2,5.9,25,0.0,1.0,2.1,1.9,-55.51892967952881,-9.72167733963579,-10.566362903045958,-7.438152134302072,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=0.0_A2=1.0_a=7.2_b=5.9_cx=0_cy=0_cz=0.log
7.2,6.1,25,0.0,1.0,2.1,1.9,-54.83360843837727,-9.8518818996381,-10.674664853897411,-6.920427519013174,-6.860087412293068,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=0.0_A2=1.0_a=7.2_b=6.1_cx=0_cy=0_cz=0.log
7.3,5.9,25,0.0,1.0,2.1,1.9,-55.65896857611369,-9.770784389635082,-10.587275301339103,-7.438152134302072,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=0.0_A2=1.0_a=7.3_b=5.9_cx=0_cy=0_cz=0.log
7.3,6.0,25,0.0,1.0,2.1,1.9,-55.32690534449648,-9.809578312910162,-10.615846459171737,-7.244215148850343,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=0.0_A2=1.0_a=7.3_b=6_cx=0_cy=0_cz=0.log
7.3,6.1,25,0.0,1.0,2.1,1.9,-54.62971161410678,-9.816563126747496,-10.608035214652773,-6.920427519013174,-6.860087412293068,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=0.0_A2=1.0_a=7.3_b=6.1_cx=0_cy=0_cz=0.log
7.2,6.0,25,0.5,1.0,2.1,1.9,-55.26602934417315,-9.741725029132796,-10.65568204887677,-7.239374536671676,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=0.5_A2=1.0_a=7.2_b=6_cx=0_cy=0_cz=0.log
7.1,5.9,25,0.5,1.0,2.1,1.9,-54.75025000970345,-9.459721407562027,-10.45607111789286,-7.413967898930423,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=0.5_A2=1.0_a=7.1_b=5.9_cx=0_cy=0_cz=0.log
7.1,6.0,25,0.5,1.0,2.1,1.9,-54.87384312436916,-9.614616603532339,-10.58669736457523,-7.239374536671676,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=0.5_A2=1.0_a=7.1_b=6_cx=0_cy=0_cz=0.log
7.1,6.1,25,0.5,1.0,2.1,1.9,-54.57085117616225,-9.724380025174467,-10.667252078419553,-6.927499556681142,-6.860087412293068,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=0.5_A2=1.0_a=7.1_b=6.1_cx=0_cy=0_cz=0.log
7.2,5.9,25,0.5,1.0,2.1,1.9,-55.36846909672022,-9.643071672006043,-10.58183039695723,-7.413967898930423,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=0.5_A2=1.0_a=7.2_b=5.9_cx=0_cy=0_cz=0.log
7.2,6.1,25,0.5,1.0,2.1,1.9,-54.76363103301264,-9.80137926718453,-10.686642764834687,-6.927499556681142,-6.860087412293068,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=0.5_A2=1.0_a=7.2_b=6.1_cx=0_cy=0_cz=0.log
7.3,5.9,25,0.5,1.0,2.1,1.9,-55.5603290242143,-9.719060622912368,-10.601771409797948,-7.413967898930423,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=0.5_A2=1.0_a=7.3_b=5.9_cx=0_cy=0_cz=0.log
7.3,6.0,25,0.5,1.0,2.1,1.9,-55.26919073925819,-9.770428591466043,-10.628559184086043,-7.239374536671676,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=0.5_A2=1.0_a=7.3_b=6_cx=0_cy=0_cz=0.log
7.3,6.1,25,0.5,1.0,2.1,1.9,-54.6027851596009,-9.788501506962348,-10.619097588350996,-6.927499556681142,-6.860087412293068,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=0.5_A2=1.0_a=7.3_b=6.1_cx=0_cy=0_cz=0.log
7.2,6.0,25,1.0,1.0,2.1,1.9,-55.05552860512398,-9.648775110428687,-10.646974092756864,-7.232189547270536,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=1.0_A2=1.0_a=7.2_b=6_cx=0_cy=0_cz=0.log
7.1,5.9,25,1.0,1.0,2.1,1.9,-54.39639084599912,-9.310738610918632,-10.44184860389214,-7.386519356514327,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=1.0_A2=1.0_a=7.1_b=5.9_cx=0_cy=0_cz=0.log
7.1,6.0,25,1.0,1.0,2.1,1.9,-54.58218526165001,-9.485914302582387,-10.57316322886618,-7.232189547270536,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=1.0_A2=1.0_a=7.1_b=6_cx=0_cy=0_cz=0.log
7.1,6.1,25,1.0,1.0,2.1,1.9,-54.3300115831662,-9.614048706949687,-10.654438324272633,-6.932950108428487,-6.860087412293068,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=1.0_A2=1.0_a=7.1_b=6.1_cx=0_cy=0_cz=0.log
7.2,5.9,25,1.0,1.0,2.1,1.9,-55.10161168430932,-9.532570926065093,-10.57262670790078,-7.386519356514327,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=1.0_A2=1.0_a=7.2_b=5.9_cx=0_cy=0_cz=0.log
7.2,6.1,25,1.0,1.0,2.1,1.9,-54.59829218836967,-9.724204322439617,-10.678423011384439,-6.932950108428487,-6.860087412293068,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=1.0_A2=1.0_a=7.2_b=6.1_cx=0_cy=0_cz=0.log
7.3,5.9,25,1.0,1.0,2.1,1.9,-55.36646231985651,-9.641103800735435,-10.596519151004033,-7.386519356514327,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=1.0_A2=1.0_a=7.3_b=5.9_cx=0_cy=0_cz=0.log
7.3,6.0,25,1.0,1.0,2.1,1.9,-55.12625776708592,-9.707498751231471,-10.623615032935051,-7.232189547270536,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=1.0_A2=1.0_a=7.3_b=6_cx=0_cy=0_cz=0.log
7.3,6.1,25,1.0,1.0,2.1,1.9,-54.499803238897584,-9.738941394840367,-10.61444146424765,-6.932950108428487,-6.860087412293068,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=1.0_A2=1.0_a=7.3_b=6.1_cx=0_cy=0_cz=0.log
7.2,6.0,25,1.5,1.0,2.1,1.9,-54.73087124619633,-9.522938020119911,-10.615293622773606,-7.222567308926956,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=1.5_A2=1.0_a=7.2_b=6_cx=0_cy=0_cz=0.log
7.1,5.9,25,1.5,1.0,2.1,1.9,-53.89222546655219,-9.119303507730363,-10.396597602695692,-7.355726185836829,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=1.5_A2=1.0_a=7.1_b=5.9_cx=0_cy=0_cz=0.log
7.1,6.0,25,1.5,1.0,2.1,1.9,-54.15226184541825,-9.317833866516594,-10.531093075987883,-7.222567308926956,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=1.5_A2=1.0_a=7.1_b=6_cx=0_cy=0_cz=0.log
7.1,6.1,25,1.5,1.0,2.1,1.9,-53.962330883718096,-9.467280393058902,-10.615485013404397,-6.936712658498436,-6.860087412293068,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=1.5_A2=1.0_a=7.1_b=6.1_cx=0_cy=0_cz=0.log
7.2,5.9,25,1.5,1.0,2.1,1.9,-54.70942295470741,-9.386339760792909,-10.538160093710758,-7.355726185836829,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=1.5_A2=1.0_a=7.2_b=5.9_cx=0_cy=0_cz=0.log
7.2,6.1,25,1.5,1.0,2.1,1.9,-54.32936775800772,-9.616846146585884,-10.649437697022222,-6.936712658498436,-6.860087412293068,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=1.5_A2=1.0_a=7.2_b=6.1_cx=0_cy=0_cz=0.log
7.3,5.9,25,1.5,1.0,2.1,1.9,-55.06940285093151,-9.533510308421683,-10.570979494194033,-7.355726185836829,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=1.5_A2=1.0_a=7.3_b=5.9_cx=0_cy=0_cz=0.log
7.3,6.0,25,1.5,1.0,2.1,1.9,-54.89041566348169,-9.617523857275957,-10.60047999426024,-7.222567308926956,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=1.5_A2=1.0_a=7.3_b=6_cx=0_cy=0_cz=0.log
7.3,6.1,25,1.5,1.0,2.1,1.9,-54.313524385215715,-9.66478791058762,-10.593574246624485,-6.936712658498436,-6.860087412293068,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=1.5_A2=1.0_a=7.3_b=6.1_cx=0_cy=0_cz=0.log
7.2,5.8,25,2.0,0.5,2.1,1.9,-53.79217652720399,-9.126402528316248,-10.295119195536245,-7.332760574878192,-7.616372504620812,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=2.0_A2=0.5_a=7.2_b=5.8_cx=0_cy=0_cz=0.log
7.3,5.8,25,2.0,0.5,2.1,1.9,-54.47251157427672,-9.355185144289862,-10.406504103098996,-7.332760574878192,-7.616372504620812,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=2.0_A2=0.5_a=7.3_b=5.8_cx=0_cy=0_cz=0.log
7.4,5.8,25,2.0,0.5,2.1,1.9,-54.72750026290305,-9.47191580949584,-10.41726778220618,-7.332760574878192,-7.616372504620812,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=2.0_A2=0.5_a=7.4_b=5.8_cx=0_cy=0_cz=0.log
7.4,5.9,25,2.0,0.5,2.1,1.9,-54.89885065332055,-9.551756416913124,-10.451394285890272,-7.387852187850513,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=2.0_A2=0.5_a=7.4_b=5.9_cx=0_cy=0_cz=0.log
7.4,6.0,25,2.0,0.5,2.1,1.9,-54.54983586608432,-9.596046072547324,-10.45033128396608,-7.225240501575173,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=2.0_A2=0.5_a=7.4_b=6.0_cx=0_cy=0_cz=0.log
7.2,5.8,25,-0.5,0.5,2.1,1.9,-55.43213626171928,-9.703428721346427,-10.418490171607118,-7.5719259711913764,-7.616372504620812,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-0.5_A2=0.5_a=7.2_b=5.8_cx=0_cy=0_cz=0.log
7.3,5.8,25,-0.5,0.5,2.1,1.9,-55.72007173509337,-9.768047191086223,-10.497839438554363,-7.5719259711913764,-7.616372504620812,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-0.5_A2=0.5_a=7.3_b=5.8_cx=0_cy=0_cz=0.log
7.4,5.8,25,-0.5,0.5,2.1,1.9,-55.64574443048332,-9.74670745851472,-10.482015518820843,-7.5719259711913764,-7.616372504620812,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-0.5_A2=0.5_a=7.4_b=5.8_cx=0_cy=0_cz=0.log
7.4,5.9,25,-0.5,0.5,2.1,1.9,-55.538229377474636,-9.762142949562985,-10.508662731095683,-7.491920956294052,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-0.5_A2=0.5_a=7.4_b=5.9_cx=0_cy=0_cz=0.log
7.4,6.0,25,-0.5,0.5,2.1,1.9,-54.97191289730836,-9.749481680279134,-10.500461802817881,-7.240185279631988,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-0.5_A2=0.5_a=7.4_b=6.0_cx=0_cy=0_cz=0.log
7.2,5.8,25,-1.0,0.5,2.1,1.9,-55.40009936597198,-9.726384919544216,-10.361533598974347,-7.607889824314044,-7.616372504620812,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-1.0_A2=0.5_a=7.2_b=5.8_cx=0_cy=0_cz=0.log
7.3,5.8,25,-1.0,0.5,2.1,1.9,-55.67264201887883,-9.774394454609137,-10.449795390362851,-7.607889824314044,-7.616372504620812,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-1.0_A2=0.5_a=7.3_b=5.8_cx=0_cy=0_cz=0.log
7.4,5.8,25,-1.0,0.5,2.1,1.9,-55.58755417307839,-9.739706329477483,-10.441939592594279,-7.607889824314044,-7.616372504620812,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-1.0_A2=0.5_a=7.4_b=5.8_cx=0_cy=0_cz=0.log
7.4,5.9,25,-1.0,0.5,2.1,1.9,-55.45201326836832,-9.748661524616182,-10.473005102889148,-7.503982953494416,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-1.0_A2=0.5_a=7.4_b=5.9_cx=0_cy=0_cz=0.log
7.4,6.0,25,-1.0,0.5,2.1,1.9,-54.867683486198075,-9.730545938480644,-10.468882989604024,-7.2369849785463884,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-1.0_A2=0.5_a=7.4_b=6.0_cx=0_cy=0_cz=0.log
7.2,5.8,25,-1.5,0.5,2.1,1.9,-55.262891794904135,-9.72572415182367,-10.277493694680745,-7.640083597274496,-7.616372504620812,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-1.5_A2=0.5_a=7.2_b=5.8_cx=0_cy=0_cz=0.log
7.3,5.8,25,-1.5,0.5,2.1,1.9,-55.53913173673209,-9.761577563069297,-10.379760254349094,-7.640083597274496,-7.616372504620812,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-1.5_A2=0.5_a=7.3_b=5.8_cx=0_cy=0_cz=0.log
7.4,5.8,25,-1.5,0.5,2.1,1.9,-55.4597554866923,-9.717370111087805,-10.384279581310693,-7.640083597274496,-7.616372504620812,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-1.5_A2=0.5_a=7.4_b=5.8_cx=0_cy=0_cz=0.log
7.4,5.9,25,-1.5,0.5,2.1,1.9,-55.304599873838015,-9.721605803468263,-10.421677922306117,-7.513335362426004,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-1.5_A2=0.5_a=7.4_b=5.9_cx=0_cy=0_cz=0.log
7.4,6.0,25,-1.5,0.5,2.1,1.9,-54.70979820552748,-9.699631658382712,-10.423402947431898,-7.231888342415915,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-1.5_A2=0.5_a=7.4_b=6.0_cx=0_cy=0_cz=0.log
7.2,5.8,25,-2.0,0.5,2.1,1.9,-55.024038898176514,-9.703728671127463,-10.165799424634317,-7.668610202032141,-7.616372504620812,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-2.0_A2=0.5_a=7.2_b=5.8_cx=0_cy=0_cz=0.log
7.3,5.8,25,-2.0,0.5,2.1,1.9,-55.322522815084085,-9.731559367151931,-10.287210687063633,-7.668610202032141,-7.616372504620812,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-2.0_A2=0.5_a=7.3_b=5.8_cx=0_cy=0_cz=0.log
7.4,5.8,25,-2.0,0.5,2.1,1.9,-55.2648069554707,-9.681388687691653,-10.308523436717223,-7.668610202032141,-7.616372504620812,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-2.0_A2=0.5_a=7.4_b=5.8_cx=0_cy=0_cz=0.log
7.4,5.9,25,-2.0,0.5,2.1,1.9,-55.098048682906665,-9.682491222687533,-10.354157219000626,-7.520054739667102,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-2.0_A2=0.5_a=7.4_b=5.9_cx=0_cy=0_cz=0.log
7.4,6.0,25,-2.0,0.5,2.1,1.9,-54.5000642829109,-9.65813002944924,-10.3634939402109,-7.2249756921082735,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-2.0_A2=0.5_a=7.4_b=6.0_cx=0_cy=0_cz=0.log
7.2,5.8,25,0.0,1.0,2.1,1.9,-55.126466100336984,-9.596748883835973,-10.442643658840096,-7.4313085103640315,-7.616372504620812,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=0.0_A2=1.0_a=7.2_b=5.8_cx=0_cy=0_cz=0.log
7.3,5.8,25,0.0,1.0,2.1,1.9,-55.47634057630785,-9.696678596374113,-10.517651184287388,-7.4313085103640315,-7.616372504620812,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=0.0_A2=1.0_a=7.3_b=5.8_cx=0_cy=0_cz=0.log
7.4,5.8,25,0.0,1.0,2.1,1.9,-55.45319047709927,-9.704705704178195,-10.498049026879016,-7.4313085103640315,-7.616372504620812,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=0.0_A2=1.0_a=7.4_b=5.8_cx=0_cy=0_cz=0.log
7.4,5.9,25,0.0,1.0,2.1,1.9,-55.461909101111814,-9.73650163592538,-10.523028317547867,-7.438152134302072,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=0.0_A2=1.0_a=7.4_b=5.9_cx=0_cy=0_cz=0.log
7.4,6.0,25,0.0,1.0,2.1,1.9,-54.979430466890335,-9.738330199965276,-10.513357133313548,-7.244215148850343,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=0.0_A2=1.0_a=7.4_b=6.0_cx=0_cy=0_cz=0.log
7.2,5.8,25,0.5,1.0,2.1,1.9,-54.917808984871954,-9.501578834548127,-10.46003823610954,-7.378202338935808,-7.616372504620812,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=0.5_A2=1.0_a=7.2_b=5.8_cx=0_cy=0_cz=0.log
7.3,5.8,25,0.5,1.0,2.1,1.9,-55.32429239270277,-9.630818911711684,-10.534039862861393,-7.378202338935808,-7.616372504620812,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=0.5_A2=1.0_a=7.3_b=5.8_cx=0_cy=0_cz=0.log
7.4,5.8,25,0.5,1.0,2.1,1.9,-55.34770102601033,-9.663403623504564,-10.51315946772229,-7.378202338935808,-7.616372504620812,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=0.5_A2=1.0_a=7.4_b=5.8_cx=0_cy=0_cz=0.log
7.4,5.9,25,0.5,1.0,2.1,1.9,-55.4055248175282,-9.707105302426498,-10.536324626940768,-7.413967898930423,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=0.5_A2=1.0_a=7.4_b=5.9_cx=0_cy=0_cz=0.log
7.4,6.0,25,0.5,1.0,2.1,1.9,-54.95995381125249,-9.719418303575367,-10.524951007973868,-7.239374536671676,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=0.5_A2=1.0_a=7.4_b=6.0_cx=0_cy=0_cz=0.log
7.2,5.8,25,1.0,1.0,2.1,1.9,-54.581211366225034,-9.37168614717666,-10.450367052049842,-7.320732463151216,-7.616372504620812,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=1.0_A2=1.0_a=7.2_b=5.8_cx=0_cy=0_cz=0.log
7.3,5.8,25,1.0,1.0,2.1,1.9,-55.06631675676908,-9.536125142651144,-10.528480751847383,-7.320732463151216,-7.616372504620812,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=1.0_A2=1.0_a=7.3_b=5.8_cx=0_cy=0_cz=0.log
7.4,5.8,25,1.0,1.0,2.1,1.9,-55.15553738409653,-9.598464496200904,-10.510751711961348,-7.320732463151216,-7.616372504620812,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=1.0_A2=1.0_a=7.4_b=5.8_cx=0_cy=0_cz=0.log
7.4,5.9,25,1.0,1.0,2.1,1.9,-55.27223416324705,-9.656431987357793,-10.534076886076946,-7.386519356514327,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=1.0_A2=1.0_a=7.4_b=5.9_cx=0_cy=0_cz=0.log
7.4,6.0,25,1.0,1.0,2.1,1.9,-54.87256551429164,-9.681417553103527,-10.52285010466585,-7.232189547270536,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=1.0_A2=1.0_a=7.4_b=6.0_cx=0_cy=0_cz=0.log
7.2,5.8,25,1.5,1.0,2.1,1.9,-54.10743378615007,-9.203068562666887,-10.413033972028645,-7.258856212138197,-7.616372504620812,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=1.5_A2=1.0_a=7.2_b=5.8_cx=0_cy=0_cz=0.log
7.3,5.8,25,1.5,1.0,2.1,1.9,-54.69414183066692,-9.409038052370306,-10.500418504583651,-7.258856212138197,-7.616372504620812,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=1.5_A2=1.0_a=7.3_b=5.8_cx=0_cy=0_cz=0.log
7.4,5.8,25,1.5,1.0,2.1,1.9,-54.86948193027638,-9.506765832426026,-10.490360774332656,-7.258856212138197,-7.616372504620812,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=1.5_A2=1.0_a=7.4_b=5.8_cx=0_cy=0_cz=0.log
7.4,5.9,25,1.5,1.0,2.1,1.9,-55.05511444841977,-9.581494115758687,-10.51585148560116,-7.355726185836829,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=1.5_A2=1.0_a=7.4_b=5.9_cx=0_cy=0_cz=0.log
7.4,6.0,25,1.5,1.0,2.1,1.9,-54.71069679991342,-9.621502270863855,-10.506642148888202,-7.222567308926956,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=1.5_A2=1.0_a=7.4_b=6.0_cx=0_cy=0_cz=0.log
7.5,5.8,25,2.0,0.5,2.1,1.9,-54.6337176382076,-9.495749894354958,-10.34654238499934,-7.332760574878192,-7.616372504620812,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=2.0_A2=0.5_a=7.5_b=5.8_cx=0_cy=0_cz=0.log
7.5,5.9,25,2.0,0.5,2.1,1.9,-54.64525754703209,-9.533219143981114,-10.34313500567805,-7.387852187850513,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=2.0_A2=0.5_a=7.5_b=5.9_cx=0_cy=0_cz=0.log
7.5,6.0,25,2.0,0.5,2.1,1.9,-54.15837253793143,-9.540439901407806,-10.310205791029148,-7.225240501575173,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=2.0_A2=0.5_a=7.5_b=6.0_cx=0_cy=0_cz=0.log
7.2,6.0,25,2.0,1.0,2.1,1.9,-54.2821764962282,-9.36019832175225,-10.559748947795015,-7.2104413056513295,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=2.0_A2=1.0_a=7.2_b=6_cx=0_cy=0_cz=0.log
7.1,5.9,25,2.0,1.0,2.1,1.9,-53.22661180468276,-8.88083527504932,-10.319356141844764,-7.321531911031343,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=2.0_A2=1.0_a=7.1_b=5.9_cx=0_cy=0_cz=0.log
7.1,6.0,25,2.0,1.0,2.1,1.9,-53.57319436210673,-9.105931897007396,-10.459524305479137,-7.2104413056513295,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=2.0_A2=1.0_a=7.1_b=6_cx=0_cy=0_cz=0.log
7.1,6.1,25,2.0,1.0,2.1,1.9,-53.45728573575616,-9.279784797749015,-10.54944962618174,-6.938729475601576,-6.860087412293068,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=2.0_A2=1.0_a=7.1_b=6.1_cx=0_cy=0_cz=0.log
7.2,5.9,25,2.0,1.0,2.1,1.9,-54.18166319921147,-9.200200214458164,-10.477516899700275,-7.321531911031343,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=2.0_A2=1.0_a=7.2_b=5.9_cx=0_cy=0_cz=0.log
7.2,6.1,25,2.0,1.0,2.1,1.9,-53.94724930846132,-9.475431120488793,-10.598785089794546,-6.938729475601576,-6.860087412293068,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=2.0_A2=1.0_a=7.2_b=6.1_cx=0_cy=0_cz=0.log
7.3,5.9,25,2.0,1.0,2.1,1.9,-54.659914925461635,-9.392500026384367,-10.524342950899154,-7.321531911031343,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=2.0_A2=1.0_a=7.3_b=5.9_cx=0_cy=0_cz=0.log
7.3,6.0,25,2.0,1.0,2.1,1.9,-54.55274751258548,-9.496878784731964,-10.558353992993943,-7.2104413056513295,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=2.0_A2=1.0_a=7.3_b=6_cx=0_cy=0_cz=0.log
7.3,6.1,25,2.0,1.0,2.1,1.9,-54.0353303772863,-9.562547706300393,-10.555709038395436,-6.938729475601576,-6.860087412293068,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=2.0_A2=1.0_a=7.3_b=6.1_cx=0_cy=0_cz=0.log
7.2,6.0,25,-0.5,1.0,2.1,1.9,-55.37776879500598,-9.843313250516076,-10.606266263988802,-7.2467691145138815,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-0.5_A2=1.0_a=7.2_b=6_cx=0_cy=0_cz=0.log
7.1,5.9,25,-0.5,1.0,2.1,1.9,-55.045349137857556,-9.647014317277351,-10.39374054974178,-7.459142343956046,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-0.5_A2=1.0_a=7.1_b=5.9_cx=0_cy=0_cz=0.log
7.1,6.0,25,-0.5,1.0,2.1,1.9,-55.07934135431424,-9.769934741256293,-10.530431052902713,-7.2467691145138815,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-0.5_A2=1.0_a=7.1_b=6_cx=0_cy=0_cz=0.log
7.1,6.1,25,-0.5,1.0,2.1,1.9,-54.70747892849613,-9.851106924703345,-10.616690460185056,-6.911796746426263,-6.860087412293068,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-0.5_A2=1.0_a=7.1_b=6.1_cx=0_cy=0_cz=0.log
