cx,cy,cz,a,b,theta,Rt,Rp,status
-2.6,0,9.4,7.3,8.1,15,0.9,0,NotYet
-2.6,0,9.4,7.4,8,16,0.9,0,NotYet
-2.7,0,9.4,7.5,7.9,17,1,0,NotYet
