a,b,theta,A1,A2,status
5.9,8.3,75,-13,33,NotYet
5.9,8.3,75,-15,33,NotYet
5.9,8.3,75,-17,33,NotYet
5.9,8.3,77,-13,33,NotYet
5.9,8.3,77,-15,33,NotYet
5.9,8.3,77,-17,33,NotYet
5.9,8.3,79,-13,33,NotYet
5.9,8.3,79,-15,33,NotYet
5.9,8.3,79,-17,33,NotYet
