a,b,theta,A1,A2,E,E_p1,E_p2,E_t,machine_type,status,file_name
5.9,8.3,71,-13,33,-26.55105251760688,-0.207621723646298,-3.880423948401585,-4.593740293377778,3,Done,naphthalene_theta=71_A1=-13_A2=33_a=5.9_b=8.3_cx=0_cy=0_cz=0.log
5.9,8.3,71,-15,33,-26.28667878976557,-0.2076135660754516,-3.8711606458527967,-4.532282591477269,3,Done,naphthalene_theta=71_A1=-15_A2=33_a=5.9_b=8.3_cx=0_cy=0_cz=0.log
5.9,8.3,71,-17,33,-25.834008135600016,-0.2076085459557362,-3.831219634274021,-4.439087943785125,3,Done,naphthalene_theta=71_A1=-17_A2=33_a=5.9_b=8.3_cx=0_cy=0_cz=0.log
5.9,8.3,73,-13,33,-26.72762630169745,-0.1954041040153242,-3.8507502555730753,-4.658829395630164,3,Done,naphthalene_theta=73_A1=-13_A2=33_a=5.9_b=8.3_cx=0_cy=0_cz=0.log
5.9,8.3,73,-15,33,-26.691582127008587,-0.1954009663895703,-3.913485567842145,-4.618452264636289,3,Done,naphthalene_theta=73_A1=-15_A2=33_a=5.9_b=8.3_cx=0_cy=0_cz=0.log
5.9,8.3,73,-17,33,-26.396259605884552,-0.1953946912544779,-3.907188504934311,-4.547773303376744,3,Done,naphthalene_theta=73_A1=-17_A2=33_a=5.9_b=8.3_cx=0_cy=0_cz=0.log
5.9,8.3,69,-13,33,-25.90265270951204,-0.2210918533382937,-3.7894419010262936,-4.470396300195716,3,Done,naphthalene_theta=69_A1=-13_A2=33_a=5.9_b=8.3_cx=0_cy=0_cz=0.log
5.9,8.3,69,-15,33,-25.48670268605929,-0.2210899708443321,-3.742461482353974,-4.389899944915669,3,Done,naphthalene_theta=69_A1=-15_A2=33_a=5.9_b=8.3_cx=0_cy=0_cz=0.log
5.9,8.3,69,-17,33,-24.909337010234594,-0.2210912257432937,-3.682508549420163,-4.27553436497692,3,Done,naphthalene_theta=69_A1=-17_A2=33_a=5.9_b=8.3_cx=0_cy=0_cz=0.log
5.8,8.2,71,-13,33,-26.22207412496209,-0.2229900711099617,-3.981315633747727,-4.453365678811679,3,Done,naphthalene_theta=71_A1=-13_A2=33_a=5.8_b=8.2_cx=0_cy=0_cz=0.log
5.8,8.3,71,-13,33,-26.48429674853105,-0.207621723646298,-3.981315633747727,-4.52660550843575,3,Done,naphthalene_theta=71_A1=-13_A2=33_a=5.8_b=8.3_cx=0_cy=0_cz=0.log
5.8,8.4,71,-13,33,-26.57739538734313,-0.1933929344522766,-3.981315633747727,-4.556994562735781,3,Done,naphthalene_theta=71_A1=-13_A2=33_a=5.8_b=8.4_cx=0_cy=0_cz=0.log
5.9,8.2,71,-13,33,-26.382604988408275,-0.2229900711099617,-3.880423948401585,-4.543944237346295,3,Done,naphthalene_theta=71_A1=-13_A2=33_a=5.9_b=8.2_cx=0_cy=0_cz=0.log
5.9,8.4,71,-13,33,-26.562665217905305,-0.1933929344522766,-3.880423948401585,-4.603757863049395,3,Done,naphthalene_theta=71_A1=-13_A2=33_a=5.9_b=8.4_cx=0_cy=0_cz=0.log
6.0,8.2,71,-13,33,-26.31056558515411,-0.2229900711099617,-3.711926845717244,-4.610182937874924,3,Done,naphthalene_theta=71_A1=-13_A2=33_a=6.0_b=8.2_cx=0_cy=0_cz=0.log
6.0,8.3,71,-13,33,-26.39519283862319,-0.207621723646298,-3.711926845717244,-4.639023924974026,3,Done,naphthalene_theta=71_A1=-13_A2=33_a=6.0_b=8.3_cx=0_cy=0_cz=0.log
6.0,8.4,71,-13,33,-26.334734760341235,-0.1933929344522766,-3.711926845717244,-4.631023800000548,3,Done,naphthalene_theta=71_A1=-13_A2=33_a=6.0_b=8.4_cx=0_cy=0_cz=0.log
5.8,8.2,71,-15,33,-25.86493057361804,-0.2229906985303387,-4.013301700935699,-4.348086443671491,3,Done,naphthalene_theta=71_A1=-15_A2=33_a=5.8_b=8.2_cx=0_cy=0_cz=0.log
5.8,8.3,71,-15,33,-26.217188331997026,-0.2076135660754516,-4.013301700935699,-4.44383944949368,3,Done,naphthalene_theta=71_A1=-15_A2=33_a=5.8_b=8.3_cx=0_cy=0_cz=0.log
5.8,8.4,71,-15,33,-26.39026312006172,-0.1933904243633151,-4.013301700935699,-4.494219717365922,3,Done,naphthalene_theta=71_A1=-15_A2=33_a=5.8_b=8.4_cx=0_cy=0_cz=0.log
5.9,8.2,71,-15,33,-26.03943608456757,-0.2229906985303387,-3.8711606458527967,-4.462783348950325,3,Done,naphthalene_theta=71_A1=-15_A2=33_a=5.9_b=8.2_cx=0_cy=0_cz=0.log
5.9,8.4,71,-15,33,-26.36820237885695,-0.1933904243633151,-3.8711606458527967,-4.5597750596061815,3,Done,naphthalene_theta=71_A1=-15_A2=33_a=5.9_b=8.4_cx=0_cy=0_cz=0.log
6.0,8.2,71,-15,33,-26.006022431887686,-0.2229906985303387,-3.6804302363307215,-4.549795140541392,3,Done,naphthalene_theta=71_A1=-15_A2=33_a=6.0_b=8.2_cx=0_cy=0_cz=0.log
6.0,8.3,71,-15,33,-26.159748576930724,-0.2076135660754516,-3.6804302363307215,-4.595915243029594,3,Done,naphthalene_theta=71_A1=-15_A2=33_a=6.0_b=8.3_cx=0_cy=0_cz=0.log
6.0,8.4,71,-15,33,-26.160368556622416,-0.1933904243633151,-3.6804302363307215,-4.603181808808586,3,Done,naphthalene_theta=71_A1=-15_A2=33_a=6.0_b=8.4_cx=0_cy=0_cz=0.log
5.8,8.2,71,-17,33,-25.22849361645057,-0.222991326067131,-3.993366963288281,-4.198944259434938,3,Done,naphthalene_theta=71_A1=-17_A2=33_a=5.8_b=8.2_cx=0_cy=0_cz=0.log
5.8,8.3,71,-17,33,-25.699886658461764,-0.2076085459557362,-3.993366963288281,-4.3244839099934325,3,Done,naphthalene_theta=71_A1=-17_A2=33_a=5.8_b=8.3_cx=0_cy=0_cz=0.log
5.8,8.4,71,-17,33,-25.97703774517868,-0.1933866593171842,-3.993366963288281,-4.400882624991937,3,Done,naphthalene_theta=71_A1=-17_A2=33_a=5.8_b=8.4_cx=0_cy=0_cz=0.log
5.9,8.2,71,-17,33,-25.4833279370796,-0.222991326067131,-3.831219634274021,-4.3437265040993225,3,Done,naphthalene_theta=71_A1=-17_A2=33_a=5.9_b=8.2_cx=0_cy=0_cz=0.log
5.9,8.4,71,-17,33,-26.005662241135724,-0.1933866593171842,-3.831219634274021,-4.4891124134883285,3,Done,naphthalene_theta=71_A1=-17_A2=33_a=5.9_b=8.4_cx=0_cy=0_cz=0.log
6.0,8.2,71,-17,33,-25.535883154603653,-0.222991326067131,-3.631252277584281,-4.456848986825207,3,Done,naphthalene_theta=71_A1=-17_A2=33_a=6.0_b=8.2_cx=0_cy=0_cz=0.log
6.0,8.3,71,-17,33,-25.77922149270308,-0.2076085459557362,-3.631252277584281,-4.52537496140576,3,Done,naphthalene_theta=71_A1=-17_A2=33_a=6.0_b=8.3_cx=0_cy=0_cz=0.log
6.0,8.4,71,-17,33,-25.85771044320427,-0.1933866593171842,-3.631252277584281,-4.552108142350335,3,Done,naphthalene_theta=71_A1=-17_A2=33_a=6.0_b=8.4_cx=0_cy=0_cz=0.log
5.8,8.2,73,-13,33,-26.44931055617053,-0.2101079183630645,-3.820626010478009,-4.596960674622096,3,Done,naphthalene_theta=73_A1=-13_A2=33_a=5.8_b=8.2_cx=0_cy=0_cz=0.log
5.8,8.3,73,-13,33,-26.537839666940272,-0.1954041040153242,-3.820626010478009,-4.626444859488402,3,Done,naphthalene_theta=73_A1=-13_A2=33_a=5.8_b=8.3_cx=0_cy=0_cz=0.log
5.8,8.4,73,-13,33,-26.479767381679267,-0.1817595265456475,-3.820626010478009,-4.618749076907989,3,Done,naphthalene_theta=73_A1=-13_A2=33_a=5.8_b=8.4_cx=0_cy=0_cz=0.log
5.9,8.2,73,-13,33,-26.71515893295873,-0.2101079183630645,-3.8507502555730753,-4.6483606462716125,3,Done,naphthalene_theta=73_A1=-13_A2=33_a=5.9_b=8.2_cx=0_cy=0_cz=0.log
5.9,8.4,73,-13,33,-26.605053517967463,-0.1817595265456475,-3.8507502555730753,-4.635008488432504,3,Done,naphthalene_theta=73_A1=-13_A2=33_a=5.9_b=8.4_cx=0_cy=0_cz=0.log
6.0,8.2,73,-13,33,-26.659654418297578,-0.2101079183630645,-3.759074809582671,-4.680322240601527,3,Done,naphthalene_theta=73_A1=-13_A2=33_a=6.0_b=8.2_cx=0_cy=0_cz=0.log
6.0,8.3,73,-13,33,-26.60512881918112,-0.1954041040153242,-3.759074809582671,-4.674042747996282,3,Done,naphthalene_theta=73_A1=-13_A2=33_a=6.0_b=8.3_cx=0_cy=0_cz=0.log
6.0,8.4,73,-13,33,-26.42654449312249,-0.1817595265456475,-3.759074809582671,-4.636218955216464,3,Done,naphthalene_theta=73_A1=-13_A2=33_a=6.0_b=8.4_cx=0_cy=0_cz=0.log
5.8,8.2,73,-15,33,-26.425402425345965,-0.2101041532005183,-3.966322537395172,-4.518137261038646,3,Done,naphthalene_theta=73_A1=-15_A2=33_a=5.8_b=8.2_cx=0_cy=0_cz=0.log
5.8,8.3,73,-15,33,-26.595807785866786,-0.1954009663895703,-3.966322537395172,-4.568090194574324,3,Done,naphthalene_theta=73_A1=-15_A2=33_a=5.8_b=8.3_cx=0_cy=0_cz=0.log
5.8,8.4,73,-15,33,-26.61005979334004,-0.1817614090978168,-3.966322537395172,-4.578472975088516,3,Done,naphthalene_theta=73_A1=-15_A2=33_a=5.8_b=8.4_cx=0_cy=0_cz=0.log
