a,b,theta,status
7.1,8.4,10,InProgress
3.9,16.8,10,InProgress
7.2,8.3,15,InProgress
3.9,16.7,15,InProgress
7.5,8,20,InProgress
3.8,16.4,20,InProgress
7.9,7.7,25,InProgress
4,16,25,InProgress
8.4,7.3,30,InProgress
4.1,15.3,30,InProgress
9.2,6.5,35,InProgress
4.3,14.6,35,InProgress
10.6,5.6,40,InProgress
4.6,13.8,40,InProgress
5,12.3,45,InProgress
12.3,5,45,InProgress
