a,b,theta,E,E_p1,E_p2,E_t1,machine_type,status,file_name
11.0,5.6,40,-22.33600509772077,-5.390091271605343,-0.0317394558805972,-2.873085910687223,3,Done,DBTP_theta=40_a=11.0_b=5.6.log
10.8,5.4,40,-22.72236300446093,-5.928476026281714,-0.0370481905993074,-2.6978286426747218,3,Done,DBTP_theta=40_a=10.8_b=5.4.log
10.8,5.6,40,-22.6192882116884,-5.390091271605343,-0.0370481905993074,-2.941252321819775,3,Done,DBTP_theta=40_a=10.8_b=5.6.log
10.8,5.8,40,-21.99845491722226,-4.764275548513979,-0.0370481905993074,-3.0989518597489223,3,Done,DBTP_theta=40_a=10.8_b=5.8.log
11.0,5.4,40,-22.705671237315983,-5.928476026281714,-0.0317394558805972,-2.69631006824784,3,Done,DBTP_theta=40_a=11.0_b=5.4.log
11.0,5.8,40,-21.513992097228765,-4.764275548513979,-0.0317394558805972,-2.9804905221099034,3,Done,DBTP_theta=40_a=11.0_b=5.8.log
11.2,5.4,40,-22.521923759952188,-5.928476026281714,-0.0272276590112596,-2.65262909734156,3,Done,DBTP_theta=40_a=11.2_b=5.4.log
11.2,5.6,40,-21.938803817145526,-5.390091271605343,-0.0272276590112596,-2.7760414889780805,3,Done,DBTP_theta=40_a=11.2_b=5.6.log
11.2,5.8,40,-20.96081693097949,-4.764275548513979,-0.0272276590112596,-2.8444526289822534,3,Done,DBTP_theta=40_a=11.2_b=5.8.log
3.7,16.8,10,-18.1217859890312,-0.0018448794726282,-7.402107959846035,-0.8284700775984675,3,Done,DBTP_theta=10_a=3.7_b=16.8.log
3.9,16.8,10,-18.788703616242856,-0.0018448794726282,-7.696799205848947,-0.8478538613999262,3,Done,DBTP_theta=10_a=3.9_b=16.8.log
4.1,16.8,10,-17.598128894343972,-0.0018448794726282,-7.0772146575618535,-0.8600024550687522,3,Done,DBTP_theta=10_a=4.1_b=16.8.log
3.9,15.3,30,-21.22043036948889,-0.0061495981644839,-8.699547636089846,-0.9522589752450584,3,Done,DBTP_theta=30_a=3.9_b=15.3.log
4.1,15.3,30,-22.148881614673883,-0.0061495981644839,-9.071780293015763,-0.9982554580783471,3,Done,DBTP_theta=30_a=4.1_b=15.3.log
4.3,15.3,30,-21.10318640107289,-0.0061495981644839,-8.483583794441074,-1.0309299039654434,3,Done,DBTP_theta=30_a=4.3_b=15.3.log
3.7,16.7,15,-19.87285264302045,-0.0024535639677196,-8.235202786279842,-0.8493849856313318,3,Done,DBTP_theta=15_a=3.7_b=16.7.log
3.9,16.7,15,-20.320907334797084,-0.0024535639677196,-8.430979631375521,-0.8635102360276505,3,Done,DBTP_theta=15_a=3.9_b=16.7.log
4.1,16.7,15,-18.88104798877612,-0.0024535639677196,-7.695801465306431,-0.871134482556954,3,Done,DBTP_theta=15_a=4.1_b=16.7.log
4.1,14.4,35,-19.45109062315896,-0.0086219871882349,-7.717387809418142,-0.999767757486552,3,Done,DBTP_theta=35_a=4.1_b=14.4.log
4.3,14.4,35,-20.989569439552724,-0.0086219871882349,-8.298311466816813,-1.0939256328856573,3,Done,DBTP_theta=35_a=4.3_b=14.4.log
4.5,14.4,35,-20.55548312142492,-0.0086219871882349,-7.9384093813132495,-1.1653550961054862,3,Done,DBTP_theta=35_a=4.5_b=14.4.log
3.6,16.4,20,-19.448505281936377,-0.0033948291093111,-8.006676194490865,-0.8570908086840063,3,Done,DBTP_theta=20_a=3.6_b=16.4.log
3.8,16.4,20,-21.989268171601,-0.0033948291093111,-9.233006437309086,-0.8791164096910506,3,Done,DBTP_theta=20_a=3.8_b=16.4.log
4.0,16.4,20,-21.33106038114056,-0.0033948291093111,-8.874899030197412,-0.8936181656317785,3,Done,DBTP_theta=20_a=4.0_b=16.4.log
4.6,13.2,40,-20.307930427603424,-0.0134977402631193,-7.673826064914465,-1.2333207043120638,3,Done,DBTP_theta=40_a=4.6_b=13.2.log
4.4,13.0,40,-17.788628379348665,-0.0151731916703283,-7.231073834467679,-0.8240335817681625,3,Done,DBTP_theta=40_a=4.4_b=13.0.log
4.4,13.2,40,-18.58836477482692,-0.0134977402631193,-7.231073834467679,-1.0248054063413292,3,Done,DBTP_theta=40_a=4.4_b=13.2.log
4.4,13.4,40,-19.12133411783725,-0.0120356418192386,-7.231073834467679,-1.1587787913158536,3,Done,DBTP_theta=40_a=4.4_b=13.4.log
4.6,13.0,40,-19.80447915336117,-0.0151731916703283,-7.673826064914465,-1.1066201600478962,3,Done,DBTP_theta=40_a=4.6_b=13.0.log
4.6,13.4,40,-20.60869597038254,-0.0120356418192386,-7.673826064914465,-1.3092431392287835,3,Done,DBTP_theta=40_a=4.6_b=13.4.log
4.8,13.0,40,-19.993535366375,-0.0151731916703283,-7.325871770037338,-1.3278613607399166,3,Done,DBTP_theta=40_a=4.8_b=13.0.log
4.8,13.2,40,-20.2554203895852,-0.0134977402631193,-7.325871770037338,-1.3941703422460705,3,Done,DBTP_theta=40_a=4.8_b=13.2.log
4.8,13.4,40,-20.366954017430544,-0.0120356418192386,-7.325871770037338,-1.4227847984293476,3,Done,DBTP_theta=40_a=4.8_b=13.4.log
3.8,16.0,25,-22.342844954691827,-0.0044615960214287,-9.344973046565428,-0.9109939173795284,3,Done,DBTP_theta=25_a=3.8_b=16.0.log
4.0,16.0,25,-22.50289765559137,-0.0044615960214287,-9.383483335142955,-0.9317519483156502,3,Done,DBTP_theta=25_a=4.0_b=16.0.log
4.2,16.0,25,-20.87714474741369,-0.0044615960214287,-8.545631983317435,-0.944239397183992,3,Done,DBTP_theta=25_a=4.2_b=16.0.log
12.5,4.8,45,-21.06744342949241,-7.174453607061878,-0.0154430209659039,-1.6719125433592126,3,Done,DBTP_theta=45_a=12.5_b=4.8.log
12.3,4.6,45,-18.01209724228829,-6.264639408327639,-0.0176016557961702,-1.3619037785101682,3,Done,DBTP_theta=45_a=12.3_b=4.6.log
12.3,4.8,45,-20.856600070837885,-7.174453607061878,-0.0176016557961702,-1.6181223862804472,3,Done,DBTP_theta=45_a=12.3_b=4.8.log
12.3,5.0,45,-21.49164019199088,-7.106782928807661,-0.0176016557961702,-1.810717755695805,3,Done,DBTP_theta=45_a=12.3_b=5.0.log
12.5,4.6,45,-18.497363273520023,-6.264639408327639,-0.0154430209659039,-1.484299603733234,3,Done,DBTP_theta=45_a=12.5_b=4.6.log
12.5,5.0,45,-21.48368336306885,-7.106782928807661,-0.0154430209659039,-1.8098078658804293,3,Done,DBTP_theta=45_a=12.5_b=5.0.log
12.7,4.6,45,-18.76409267541021,-6.264639408327639,-0.0135793162044137,-1.5519138065865263,3,Done,DBTP_theta=45_a=12.7_b=4.6.log
12.7,4.8,45,-21.11963971145451,-7.174453607061878,-0.0135793162044137,-1.685893466230482,3,Done,DBTP_theta=45_a=12.7_b=4.8.log
12.7,5.0,45,-21.36574913514778,-7.106782928807661,-0.0135793162044137,-1.7812561612809077,3,Done,DBTP_theta=45_a=12.7_b=5.0.log
10.6,5.2,40,-21.257378157693893,-6.197985296137631,-0.0433295657858252,-2.193687108461745,3,Done,DBTP_theta=40_a=10.6_b=5.2.log
10.6,5.4,40,-22.52578922174871,-5.928476026281714,-0.0433295657858252,-2.645544509403408,3,Done,DBTP_theta=40_a=10.6_b=5.4.log
10.6,5.6,40,-22.74841722054407,-5.390091271605343,-0.0433295657858252,-2.9703938864404336,3,Done,DBTP_theta=40_a=10.6_b=5.6.log
10.8,5.2,40,-21.87493584910408,-6.197985296137631,-0.0370481905993074,-2.35121721890755,3,Done,DBTP_theta=40_a=10.8_b=5.2.log
11.0,5.2,40,-22.20086454320699,-6.197985296137631,-0.0317394558805972,-2.4353537597926334,3,Done,DBTP_theta=40_a=11.0_b=5.2.log
3.7,17.0,10,-18.15889693051577,-0.0016378012951463,-7.402107959846035,-0.837851352058351,3,Done,DBTP_theta=10_a=3.7_b=17.0.log
3.9,17.0,10,-18.77415793435648,-0.0016378012951463,-7.696799205848947,-0.8443209800170735,3,Done,DBTP_theta=10_a=3.9_b=17.0.log
4.1,17.0,10,-17.53958221198991,-0.0016378012951463,-7.0772146575618535,-0.8454693235689774,3,Done,DBTP_theta=10_a=4.1_b=17.0.log
3.9,15.5,30,-21.29959703050553,-0.0055848390329629,-8.699547636089846,-0.9723330200649798,3,Done,DBTP_theta=30_a=3.9_b=15.5.log
4.1,15.5,30,-22.14574406528845,-0.0055848390329629,-9.071780293015763,-0.9977534502977504,3,Done,DBTP_theta=30_a=4.1_b=15.5.log
4.3,15.5,30,-21.03192636463791,-0.0055848390329629,-8.483583794441074,-1.0133972744224593,3,Done,DBTP_theta=30_a=4.3_b=15.5.log
4.8,12.5,45,-21.06766933435574,-0.0154430209659039,-7.174554008990526,-1.6719188186107203,3,Done,DBTP_theta=45_a=4.8_b=12.5.log
4.6,12.3,45,-18.012410996947438,-0.0176016557961702,-6.2648213864304125,-1.361891228123568,3,Done,DBTP_theta=45_a=4.6_b=12.3.log
4.6,12.5,45,-18.49770212871954,-0.0154430209659039,-6.2648213864304125,-1.4842933284817263,3,Done,DBTP_theta=45_a=4.6_b=12.5.log
4.6,12.7,45,-18.764481731690463,-0.0135793162044137,-6.2648213864304125,-1.5519200816052034,3,Done,DBTP_theta=45_a=4.6_b=12.7.log
4.8,12.3,45,-20.85677577462048,-0.0176016557961702,-7.174554008990526,-1.61811611126177,3,Done,DBTP_theta=45_a=4.8_b=12.3.log
4.8,12.7,45,-21.11984051670879,-0.0135793162044137,-7.174554008990526,-1.6858934665797278,3,Done,DBTP_theta=45_a=4.8_b=12.7.log
5.0,12.3,45,-21.49179079383612,-0.0176016557961702,-7.106845679692924,-1.810724030714482,3,Done,DBTP_theta=45_a=5.0_b=12.3.log
5.0,12.5,45,-21.48380886670202,-0.0154430209659039,-7.106845679692924,-1.809807866346091,3,Done,DBTP_theta=45_a=5.0_b=12.5.log
5.0,12.7,45,-21.365874636452645,-0.0135793162044137,-7.106845679692924,-1.7812561611644924,3,Done,DBTP_theta=45_a=5.0_b=12.7.log
3.7,16.9,15,-19.861068005673587,-0.0022088349796831,-8.235202786279842,-0.8465611907886341,3,Done,DBTP_theta=15_a=3.7_b=16.9.log
3.9,16.9,15,-20.264519285876304,-0.0022088349796831,-8.430979631375521,-0.8495355882914737,3,Done,DBTP_theta=15_a=3.9_b=16.9.log
4.1,16.9,15,-18.78565391665325,-0.0022088349796831,-7.695801465306431,-0.8474083290202543,3,Done,DBTP_theta=15_a=4.1_b=16.9.log
4.1,14.6,35,-19.68827685294673,-0.007774848723784,-7.717387809418142,-1.0594878841657192,3,Done,DBTP_theta=35_a=4.1_b=14.6.log
4.3,14.6,35,-21.09650969365612,-0.007774848723784,-8.298311466816813,-1.1210842656437308,3,Done,DBTP_theta=35_a=4.3_b=14.6.log
4.5,14.6,35,-20.551831013988703,-0.007774848723784,-7.9384093813132495,-1.164865638478659,3,Done,DBTP_theta=35_a=4.5_b=14.6.log
3.6,16.6,20,-19.47048068186268,-0.0030747989658266,-8.006676194490865,-0.8627446737373248,3,Done,DBTP_theta=20_a=3.6_b=16.6.log
3.8,16.6,20,-21.9582064258866,-0.0030747989658266,-9.233006437309086,-0.8715109883341938,3,Done,DBTP_theta=20_a=3.8_b=16.6.log
4.0,16.6,20,-21.25456691207364,-0.0030747989658266,-8.874899030197412,-0.8746548134367913,3,Done,DBTP_theta=20_a=4.0_b=16.6.log
4.4,13.6,40,-19.440561004914343,-0.0107429712079465,-7.231073834467679,-1.239231848390773,3,Done,DBTP_theta=40_a=4.4_b=13.6.log
4.6,13.6,40,-20.74697407288477,-0.0107429712079465,-7.673826064914465,-1.3444590001599863,3,Done,DBTP_theta=40_a=4.6_b=13.6.log
4.8,13.6,40,-20.356286347378045,-0.0107429712079465,-7.325871770037338,-1.420764216221869,3,Done,DBTP_theta=40_a=4.8_b=13.6.log
3.8,16.2,25,-22.32376865204424,-0.0040599894709885,-9.344973046565428,-0.9064256449928508,3,Done,DBTP_theta=25_a=3.8_b=16.2.log
4.0,16.2,25,-22.43153721839189,-0.0040599894709885,-9.383483335142955,-0.914112642291002,3,Done,DBTP_theta=25_a=4.0_b=16.2.log
4.2,16.2,25,-20.761105599347506,-0.0040599894709885,-8.545631983317435,-0.9154304134426638,3,Done,DBTP_theta=25_a=4.2_b=16.2.log
12.1,4.8,45,-20.44427579967305,-7.174453607061878,-0.0200865950901061,-1.513798848842271,3,Done,DBTP_theta=45_a=12.1_b=4.8.log
12.1,5.0,45,-21.35489321220666,-7.106782928807661,-0.0200865950901061,-1.775288541102782,3,Done,DBTP_theta=45_a=12.1_b=5.0.log
12.1,5.2,45,-21.017368132714186,-6.553946618922055,-0.0200865950901061,-1.967325426172465,3,Done,DBTP_theta=45_a=12.1_b=5.2.log
12.3,5.2,45,-20.9371723565273,-6.553946618922055,-0.0176016557961702,-1.948518951772712,3,Done,DBTP_theta=45_a=12.3_b=5.2.log
12.5,5.2,45,-20.758507708553225,-6.553946618922055,-0.0154430209659039,-1.9049321071943268,3,Done,DBTP_theta=45_a=12.5_b=5.2.log
10.4,5.4,40,-22.0458821230568,-5.928476026281714,-0.0507404585368931,-2.521862288354896,3,Done,DBTP_theta=40_a=10.4_b=5.4.log
10.4,5.6,40,-22.67029222426936,-5.390091271605343,-0.0507404585368931,-2.947157190996222,3,Done,DBTP_theta=40_a=10.4_b=5.6.log
10.4,5.8,40,-22.608670740853995,-4.764275548513979,-0.0507404585368931,-3.244659681688063,3,Done,DBTP_theta=40_a=10.4_b=5.8.log
10.6,5.8,40,-22.37831182125956,-4.764275548513979,-0.0433295657858252,-3.190775398164988,3,Done,DBTP_theta=40_a=10.6_b=5.8.log
4.8,12.1,45,-20.44445150345564,-0.0200865950901061,-7.174554008990526,-1.5137925738235936,3,Done,DBTP_theta=45_a=4.8_b=12.1.log
5.0,12.1,45,-21.355018713977188,-0.0200865950901061,-7.106845679692924,-1.775288541102782,3,Done,DBTP_theta=45_a=5.0_b=12.1.log
5.2,12.1,45,-21.01739323232323,-0.0200865950901061,-6.553971718996763,-1.9673191510373729,3,Done,DBTP_theta=45_a=5.2_b=12.1.log
5.2,12.3,45,-20.93722255621105,-0.0176016557961702,-6.553971718996763,-1.9485189516562968,3,Done,DBTP_theta=45_a=5.2_b=12.3.log
5.2,12.5,45,-20.758583007846028,-0.0154430209659039,-6.553971718996763,-1.9049383819801733,3,Done,DBTP_theta=45_a=5.2_b=12.5.log
4.1,14.8,35,-19.77575174672529,-0.0070218369364738,-7.717387809418142,-1.081733113504015,3,Done,DBTP_theta=35_a=4.1_b=14.8.log
4.3,14.8,35,-21.083934393245727,-0.0070218369364738,-8.298311466816813,-1.1183169464347884,3,Done,DBTP_theta=35_a=4.3_b=14.8.log
4.5,14.8,35,-20.45687620015815,-0.0070218369364738,-7.9384093813132495,-1.1415034409146756,3,Done,DBTP_theta=35_a=4.5_b=14.8.log
4.4,13.8,40,-19.590586096048355,-0.0095883528701961,-7.231073834467679,-1.277315430343151,3,Done,DBTP_theta=40_a=4.4_b=13.8.log
4.6,13.8,40,-20.755558411125094,-0.0095883528701961,-7.673826064914465,-1.347182393888943,3,Done,DBTP_theta=40_a=4.6_b=13.8.log
4.8,13.8,40,-20.24780241958797,-0.0095883528701961,-7.325871770037338,-1.394220543443225,3,Done,DBTP_theta=40_a=4.8_b=13.8.log
4.4,14.0,40,-19.606750753242522,-0.008584336843341589,-7.231073834467679,-1.2818586026551202,3,Done,DBTP_theta=40_a=4.4_b=14.0.log
4.6,14.0,40,-20.66200921870768,-0.0085843368433415,-7.673826064914465,-1.324297103798017,3,Done,DBTP_theta=40_a=4.6_b=14.0.log
4.8,14.0,40,-20.065899819135662,-0.0085843368433415,-7.325871770037338,-1.3492469013435766,3,Done,DBTP_theta=40_a=4.8_b=14.0.log
