theta,A2,phi,a,b,z,status
30.0,-10.0,34.0,8.3,5.9,-1.0,NotYet
30.0,-10.0,34.0,8.3,5.9,-0.8,NotYet
30.0,-10.0,34.0,8.4,5.9,-0.6,NotYet
30.0,-10.0,34.0,8.4,5.8,-0.4,NotYet
30.0,-10.0,34.0,8.4,5.7,-0.2,NotYet
30.0,-10.0,34.0,8.3,5.9,0.0,NotYet
30.0,-10.0,35.0,8.2,6.2,0.2,NotYet
30.0,-10.0,36.0,8.2,6.4,0.4,NotYet
30.0,-10.0,35.0,8.2,6.5,0.6,NotYet
30.0,-10.0,34.0,8.3,6.8,0.8,NotYet
30.0,-10.0,38.0,8.9,7.4,1.0,NotYet
30.0,-8.0,35.0,8.2,5.9,-1.0,NotYet
30.0,-8.0,35.0,8.2,5.9,-0.8,NotYet
30.0,-8.0,35.0,8.3,5.8,-0.6,NotYet
30.0,-8.0,35.0,8.3,5.7,-0.4,NotYet
30.0,-8.0,35.0,8.3,5.8,-0.2,NotYet
30.0,-8.0,37.0,8.1,6.0,0.0,NotYet
30.0,-8.0,38.0,8.1,6.3,0.2,NotYet
30.0,-8.0,38.0,8.0,6.5,0.4,NotYet
30.0,-8.0,37.0,8.0,6.6,0.6,NotYet
30.0,-8.0,38.0,8.3,7.1,0.8,NotYet
30.0,-8.0,41.0,8.9,7.7,1.0,NotYet
30.0,-6.0,39.0,8.1,5.9,-1.0,NotYet
30.0,-6.0,39.0,8.2,5.9,-0.8,NotYet
30.0,-6.0,39.0,8.2,5.8,-0.6,NotYet
30.0,-6.0,39.0,8.2,5.7,-0.4,NotYet
30.0,-6.0,39.0,8.1,5.9,-0.2,NotYet
30.0,-6.0,39.0,8.0,6.2,0.0,NotYet
30.0,-6.0,39.0,7.9,6.4,0.2,NotYet
30.0,-6.0,39.0,7.8,6.6,0.4,NotYet
30.0,-6.0,39.0,7.9,6.9,0.6,NotYet
30.0,-6.0,41.0,8.3,7.5,0.8,NotYet
30.0,-6.0,42.0,8.5,7.9,1.0,NotYet
30.0,-4.0,42.0,8.1,5.9,-1.0,NotYet
30.0,-4.0,42.0,8.2,5.8,-0.8,NotYet
30.0,-4.0,42.0,8.2,5.8,-0.6,NotYet
30.0,-4.0,42.0,8.2,5.7,-0.4,NotYet
30.0,-4.0,41.0,8.1,6.0,-0.2,NotYet
30.0,-4.0,41.0,7.9,6.3,0.0,NotYet
30.0,-4.0,40.0,7.9,6.5,0.2,NotYet
30.0,-4.0,40.0,7.9,6.7,0.4,NotYet
30.0,-4.0,41.0,7.9,7.2,0.6,NotYet
30.0,-4.0,43.0,8.1,7.9,0.8,NotYet
30.0,-4.0,43.0,8.2,8.2,1.0,NotYet
30.0,-2.0,45.0,8.2,5.8,-1.0,NotYet
30.0,-2.0,45.0,8.3,5.8,-0.8,NotYet
30.0,-2.0,45.0,8.3,5.7,-0.6,NotYet
30.0,-2.0,45.0,8.2,5.9,-0.4,NotYet
30.0,-2.0,42.0,8.2,6.2,-0.2,NotYet
30.0,-2.0,41.0,8.2,6.4,0.0,NotYet
30.0,-2.0,41.0,8.1,6.6,0.2,NotYet
30.0,-2.0,42.0,8.0,6.9,0.4,NotYet
30.0,-2.0,43.0,8.0,7.7,0.6,NotYet
30.0,-2.0,43.0,8.2,8.1,0.8,NotYet
30.0,-2.0,44.0,8.1,8.4,1.0,NotYet
30.0,0.0,49.0,8.4,5.8,-1.0,NotYet
30.0,0.0,49.0,8.4,5.7,-0.8,NotYet
30.0,0.0,49.0,8.4,5.7,-0.6,NotYet
30.0,0.0,45.0,8.4,6.0,-0.4,NotYet
30.0,0.0,44.0,8.3,6.4,-0.2,NotYet
30.0,0.0,43.0,8.3,6.6,0.0,NotYet
30.0,0.0,43.0,8.3,6.8,0.2,NotYet
30.0,0.0,44.0,8.2,7.4,0.4,NotYet
30.0,0.0,44.0,8.5,8.0,0.6,NotYet
30.0,0.0,44.0,8.6,8.3,0.8,NotYet
30.0,0.0,46.0,8.3,8.6,1.0,NotYet
30.0,2.0,51.0,8.4,5.8,-1.0,NotYet
30.0,2.0,51.0,8.5,5.7,-0.8,NotYet
30.0,2.0,50.0,8.4,5.9,-0.6,NotYet
30.0,2.0,47.0,8.4,6.3,-0.4,NotYet
30.0,2.0,45.0,8.6,6.5,-0.2,NotYet
30.0,2.0,45.0,8.5,6.7,0.0,NotYet
30.0,2.0,45.0,8.5,7.0,0.2,NotYet
30.0,2.0,46.0,8.6,7.9,0.4,NotYet
30.0,2.0,44.0,9.1,8.3,0.6,NotYet
30.0,2.0,45.0,9.0,8.6,0.8,NotYet
30.0,2.0,47.0,9.1,6.3,1.0,NotYet
30.0,4.0,53.0,8.6,5.7,-1.0,NotYet
30.0,4.0,53.0,8.6,5.7,-0.8,NotYet
30.0,4.0,53.0,8.5,6.1,-0.6,NotYet
30.0,4.0,48.0,8.6,6.5,-0.4,NotYet
30.0,4.0,46.0,8.8,6.7,-0.2,NotYet
30.0,4.0,45.0,9.1,6.8,0.0,NotYet
30.0,4.0,47.0,8.9,7.7,0.2,NotYet
30.0,4.0,46.0,9.3,8.3,0.4,NotYet
30.0,4.0,45.0,9.6,8.5,0.6,NotYet
30.0,4.0,46.0,9.4,8.8,0.8,NotYet
30.0,4.0,39.0,11.1,9.6,1.0,NotYet
30.0,6.0,58.0,8.7,5.7,-1.0,NotYet
30.0,6.0,58.0,8.7,5.7,-0.8,NotYet
30.0,6.0,59.0,8.4,6.3,-0.6,NotYet
30.0,6.0,48.0,9.1,6.6,-0.4,NotYet
30.0,6.0,47.0,9.2,6.8,-0.2,NotYet
30.0,6.0,49.0,8.9,7.2,0.0,NotYet
30.0,6.0,50.0,9.1,8.2,0.2,NotYet
30.0,6.0,46.0,9.9,8.5,0.4,NotYet
30.0,6.0,45.0,10.2,8.7,0.6,NotYet
30.0,6.0,48.0,10.3,6.3,0.8,NotYet
30.0,6.0,39.0,13.2,5.2,1.0,NotYet
30.0,8.0,62.0,8.8,5.6,-1.0,NotYet
30.0,8.0,63.0,8.8,5.7,-0.8,NotYet
30.0,8.0,64.0,8.6,6.3,-0.6,NotYet
30.0,8.0,49.0,9.4,6.7,-0.4,NotYet
30.0,8.0,48.0,9.6,6.9,-0.2,NotYet
30.0,8.0,50.0,9.5,7.9,0.0,NotYet
30.0,8.0,66.0,8.5,7.8,0.2,NotYet
30.0,8.0,46.0,11.1,6.0,0.4,NotYet
30.0,8.0,47.0,10.9,6.4,0.6,NotYet
30.0,8.0,50.0,10.7,6.3,0.8,NotYet
30.0,8.0,40.0,13.8,5.1,1.0,NotYet
30.0,10.0,67.0,9.0,5.6,-1.0,NotYet
30.0,10.0,67.0,9.0,5.7,-0.8,NotYet
30.0,10.0,68.0,8.7,6.2,-0.6,NotYet
30.0,10.0,51.0,9.6,6.8,-0.4,NotYet
30.0,10.0,51.0,9.7,7.3,-0.2,NotYet
30.0,10.0,68.0,8.4,7.5,0.0,NotYet
30.0,10.0,50.0,10.7,6.2,0.2,NotYet
30.0,10.0,46.0,11.2,8.9,0.4,NotYet
30.0,10.0,49.0,11.4,6.3,0.6,NotYet
30.0,10.0,39.0,14.8,5.3,0.8,NotYet
30.0,10.0,41.0,14.3,5.1,1.0,NotYet
