a,b,theta,A1,A2,phi_r,E,E_p1,E_p2,E_t1,E_t3,machine_type,status,file_name
5.9,8.3,61.5,5,-7,80.2,-52.37096803379245,-0.4430095097050071,-7.096912196255289,-9.385830222745426,-9.259732088190503,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=5.9_b=8.3_phi_r=80.2_cx=0_cy=0_cz=0.log
6.0,8.1,61.5,5,-7,79.1,-52.00445199245587,-0.5289156287908554,-6.841810556012206,-9.341233086888678,-9.290266724536195,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=6.0_b=8.1_phi_r=79.1_cx=0_cy=0_cz=0.log
6.0,8.1,61.5,5,-7,80.1,-52.24921854306013,-0.5279116126475856,-6.848650415078737,-9.468975297641007,-9.27907194616273,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=6.0_b=8.1_phi_r=80.1_cx=0_cy=0_cz=0.log
6.0,8.1,61.5,5,-7,80.2,-52.26958751748316,-0.5278049358166754,-6.849365776404738,-9.479962997720577,-9.27766004879959,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=6.0_b=8.1_phi_r=80.2_cx=0_cy=0_cz=0.log
6.0,8.2,61.5,5,-7,79.1,-52.0178932568524,-0.4842808424727991,-6.841816831147298,-9.359763457090594,-9.32308549771551,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=6.0_b=8.2_phi_r=79.1_cx=0_cy=0_cz=0.log
6.0,8.2,61.5,5,-7,80.2,-52.24377175606787,-0.4832517257891595,-6.849365776404738,-9.470738600706682,-9.318529775133356,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=6.0_b=8.2_phi_r=80.2_cx=0_cy=0_cz=0.log
6.0,8.3,61.5,5,-7,79.1,-51.82359106070362,-0.443963325000368,-6.841810556012206,-9.323054122156464,-9.302967527182773,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=6.0_b=8.3_phi_r=79.1_cx=0_cy=0_cz=0.log
6.0,8.3,61.5,5,-7,80.2,-52.01473060622811,-0.4430095097050071,-6.849365776404738,-9.409907781286163,-9.305082235718146,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=6.0_b=8.3_phi_r=80.2_cx=0_cy=0_cz=0.log
5.7,8.2,61.5,5,-9,79.1,-51.96656293957494,-0.4712160843191668,-7.310177745181136,-9.02262115944177,-9.1792664808454,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.7_b=8.2_phi_r=79.1_cx=0_cy=0_cz=0.log
5.7,8.2,61.5,5,-9,80.1,-52.23852577363141,-0.4703501206822693,-7.318956609815359,-9.175074714119546,-9.15488144219853,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.7_b=8.2_phi_r=80.1_cx=0_cy=0_cz=0.log
5.7,8.2,61.5,5,-9,80.2,-52.26161814108491,-0.4702497192192822,-7.319879049551673,-9.188459502183832,-9.152220799587669,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.7_b=8.2_phi_r=80.2_cx=0_cy=0_cz=0.log
5.7,8.3,61.5,5,-9,79.1,-52.25929635483772,-0.4325112673686817,-7.310177745181136,-9.122947458527053,-9.26401170634199,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.7_b=8.3_phi_r=79.1_cx=0_cy=0_cz=0.log
5.7,8.3,61.5,5,-9,80.1,-52.48907796572894,-0.4317206050036475,-7.318956609815359,-9.24516130599659,-9.248700462048872,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.7_b=8.3_phi_r=80.1_cx=0_cy=0_cz=0.log
5.7,8.3,61.5,5,-9,80.2,-52.5085433262866,-0.431632753345184,-7.319879049551673,-9.255785050336272,-9.24697480991017,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.7_b=8.3_phi_r=80.2_cx=0_cy=0_cz=0.log
5.7,8.4,61.5,5,-9,79.1,-52.296771252295,-0.3974334585946053,-7.310177745181136,-9.15500066918321,-9.28577375318855,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.7_b=8.4_phi_r=79.1_cx=0_cy=0_cz=0.log
5.7,8.4,61.5,5,-9,80.1,-52.48947957158089,-0.3967118217842653,-7.318956609815359,-9.2510724500753,-9.27799890411552,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.7_b=8.4_phi_r=80.1_cx=0_cy=0_cz=0.log
5.7,8.4,61.5,5,-9,80.2,-52.50578228221275,-0.3966302456101402,-7.319879049551673,-9.259317931602707,-9.277063914341852,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.7_b=8.4_phi_r=80.2_cx=0_cy=0_cz=0.log
5.8,8.2,61.5,5,-9,79.1,-52.44221551879309,-0.4712160843191668,-7.2660826172214,-9.174735858454367,-9.30907319940161,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.8_b=8.2_phi_r=79.1_cx=0_cy=0_cz=0.log
5.8,8.2,61.5,5,-9,80.2,-52.70137714967132,-0.4702497192192822,-7.274924233206548,-9.31522907258477,-9.290285549825056,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.8_b=8.2_phi_r=80.2_cx=0_cy=0_cz=0.log
5.8,8.3,61.5,5,-9,79.1,-52.55057394457981,-0.4325112673686817,-7.2660826172214,-9.22639875661116,-9.350294331088662,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.8_b=8.3_phi_r=79.1_cx=0_cy=0_cz=0.log
5.8,8.3,61.5,5,-9,80.2,-52.7689348757267,-0.431632753345184,-7.274924233206548,-9.337612354313023,-9.340298096998596,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.8_b=8.3_phi_r=80.2_cx=0_cy=0_cz=0.log
5.8,8.4,61.5,5,-9,79.1,-52.43212515907362,-0.3974334585946053,-7.2660826172214,-9.217350062914193,-9.335196440806612,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.8_b=8.4_phi_r=79.1_cx=0_cy=0_cz=0.log
5.8,8.4,61.5,5,-9,80.2,-52.61455486505293,-0.3966302456101402,-7.274924233206548,-9.30326873168815,-9.332454222021624,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.8_b=8.4_phi_r=80.2_cx=0_cy=0_cz=0.log
5.9,8.2,61.5,5,-9,79.1,-52.518884691176936,-0.4712160843191668,-7.095343421562575,-9.289306634222156,-9.403576205484567,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.9_b=8.2_phi_r=79.1_cx=0_cy=0_cz=0.log
5.9,8.2,61.5,5,-9,80.2,-52.74554130318575,-0.4702497192192822,-7.103588902740739,-9.406450201291593,-9.39248182834126,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.9_b=8.2_phi_r=80.2_cx=0_cy=0_cz=0.log
5.9,8.3,61.5,5,-9,79.1,-52.46323710377328,-0.4325112673686817,-7.095343421562575,-9.29761486663483,-9.406148996320551,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.9_b=8.3_phi_r=79.1_cx=0_cy=0_cz=0.log
5.9,8.3,61.5,5,-9,80.2,-52.653623637743294,-0.431632753345184,-7.103588902740739,-9.388911296613514,-9.40267886617221,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.9_b=8.3_phi_r=80.2_cx=0_cy=0_cz=0.log
5.9,8.4,61.5,5,-9,79.1,-52.20667336625047,-0.3974334585946053,-7.095343421562575,-9.252101566526107,-9.358458236441948,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.9_b=8.4_phi_r=79.1_cx=0_cy=0_cz=0.log
5.9,8.4,61.5,5,-9,80.2,-52.36516984179616,-0.3966302456101402,-7.103588902740739,-9.321115116588771,-9.361250655958427,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.9_b=8.4_phi_r=80.2_cx=0_cy=0_cz=0.log
5.7,8.2,61.5,5,-11,79.1,-52.11119144363329,-0.4643573999637738,-7.343498526024632,-9.00688320863992,-9.240856587188318,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=5.7_b=8.2_phi_r=79.1_cx=0_cy=0_cz=0.log
5.7,8.2,61.5,5,-11,80.1,-52.3562340978533,-0.4635730122681707,-7.352440543356351,-9.141471553361043,-9.220631939941086,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=5.7_b=8.2_phi_r=80.1_cx=0_cy=0_cz=0.log
5.7,8.2,61.5,5,-11,80.2,-52.37707998114638,-0.4634977114619687,-7.353381808497943,-9.153224815614522,-9.218435654998755,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=5.7_b=8.2_phi_r=80.2_cx=0_cy=0_cz=0.log
5.7,8.3,61.5,5,-11,79.1,-52.43565176450648,-0.4267570009687915,-7.343498526024632,-9.120230339933189,-9.327340015326628,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=5.7_b=8.3_phi_r=79.1_cx=0_cy=0_cz=0.log
5.7,8.3,61.5,5,-11,80.1,-52.64128679223359,-0.4260353643912822,-7.352440543356351,-9.226643485832028,-9.315524002537131,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=5.7_b=8.3_phi_r=80.1_cx=0_cy=0_cz=0.log
5.7,8.3,61.5,5,-11,80.2,-52.658693918492645,-0.4259600630030036,-7.353381808497943,-9.235823957016692,-9.314181130728684,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=5.7_b=8.3_phi_r=80.2_cx=0_cy=0_cz=0.log
5.7,8.4,61.5,5,-11,79.1,-52.49756190134213,-0.3927145833149552,-7.343498526024632,-9.16322105017025,-9.349346791161224,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=5.7_b=8.4_phi_r=79.1_cx=0_cy=0_cz=0.log
5.7,8.4,61.5,5,-11,80.1,-52.66869642795064,-0.3920368724502623,-7.352440543356351,-9.245368384290488,-9.344502413878216,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=5.7_b=8.4_phi_r=80.1_cx=0_cy=0_cz=0.log
5.7,8.4,61.5,5,-11,80.2,-52.68311660899781,-0.3919615714112296,-7.353381808497943,-9.252340020379052,-9.34387490421068,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=5.7_b=8.4_phi_r=80.2_cx=0_cy=0_cz=0.log
5.8,8.2,61.5,5,-11,79.1,-52.55868137511425,-0.4643573999637738,-7.282893610186875,-9.162606090307236,-9.36948358709924,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=5.8_b=8.2_phi_r=79.1_cx=0_cy=0_cz=0.log
5.8,8.2,61.5,5,-11,80.2,-52.79096047603525,-0.4634977114619687,-7.291910928674042,-9.28577375295572,-9.354297844925895,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=5.8_b=8.2_phi_r=80.2_cx=0_cy=0_cz=0.log
5.8,8.3,61.5,5,-11,79.1,-52.69675867585465,-0.4267570009687915,-7.282893610186875,-9.226681136526167,-9.412047590245493,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=5.8_b=8.3_phi_r=79.1_cx=0_cy=0_cz=0.log
5.8,8.3,61.5,5,-11,80.2,-52.89097301987931,-0.4259600630030036,-7.291910928674042,-9.322589764837176,-9.405025753425434,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=5.8_b=8.3_phi_r=80.2_cx=0_cy=0_cz=0.log
5.8,8.4,61.5,5,-11,79.1,-52.60111360182054,-0.3927145833149552,-7.282893610186875,-9.228042833157817,-9.396905774250628,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=5.8_b=8.4_phi_r=79.1_cx=0_cy=0_cz=0.log
5.8,8.4,61.5,5,-11,80.2,-52.76199461496435,-0.3919615714112296,-7.291910928674042,-9.30049513769336,-9.396629669703543,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=5.8_b=8.4_phi_r=80.2_cx=0_cy=0_cz=0.log
5.9,8.2,61.5,5,-11,79.1,-52.61376420292072,-0.4643573999637738,-7.099961895146407,-9.280163813848048,-9.46239899250213,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=5.9_b=8.2_phi_r=79.1_cx=0_cy=0_cz=0.log
5.9,8.2,61.5,5,-11,80.2,-52.81558396969922,-0.4634977114619687,-7.10832032840699,-9.381989861372858,-9.453984083607793,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=5.9_b=8.2_phi_r=80.2_cx=0_cy=0_cz=0.log
5.9,8.3,61.5,5,-11,79.1,-52.5859780611936,-0.4267570009687915,-7.099961895146407,-9.300313159823418,-9.465956974658184,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=5.9_b=8.3_phi_r=79.1_cx=0_cy=0_cz=0.log
5.9,8.3,61.5,5,-11,80.2,-52.75412564026192,-0.4259600630030036,-7.10832032840699,-9.378118124906903,-9.46466430381406,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=5.9_b=8.3_phi_r=80.2_cx=0_cy=0_cz=0.log
5.9,8.4,61.5,5,-11,79.1,-52.35082496260293,-0.3927145833149552,-7.099961895146407,-9.264739617705343,-9.417996385134757,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=5.9_b=8.4_phi_r=79.1_cx=0_cy=0_cz=0.log
5.9,8.4,61.5,5,-11,80.2,-52.48950467351824,-0.3919615714112296,-7.10832032840699,-9.32190577883739,-9.42256465810351,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=5.9_b=8.4_phi_r=80.2_cx=0_cy=0_cz=0.log
5.8,8.1,61.5,5,-7,79.2,-51.72601325716823,-0.5288215024629608,-7.2476024478673935,-9.06481493206229,-9.021767746191472,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=5.8_b=8.1_phi_r=79.2_cx=0_cy=0_cz=0.log
5.8,8.1,61.5,5,-7,80.3,-52.058468053815886,-0.527685709297657,-7.256349937291816,-9.256224306998774,-8.988974073319696,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=5.8_b=8.1_phi_r=80.3_cx=0_cy=0_cz=0.log
5.8,8.2,61.5,5,-7,79.2,-52.10014726757072,-0.4841929909307509,-7.247596172848716,-9.176122655509973,-9.14216181449592,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=5.8_b=8.2_phi_r=79.2_cx=0_cy=0_cz=0.log
5.8,8.2,61.5,5,-7,80.3,-52.384409298421815,-0.4831450494239107,-7.256349937291816,-9.332416571560316,-9.120293090934863,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=5.8_b=8.2_phi_r=80.3_cx=0_cy=0_cz=0.log
5.8,8.3,61.5,5,-7,79.2,-52.21181894745678,-0.4438880237285048,-7.247596172848716,-9.217826970038004,-9.196598307113163,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=5.8_b=8.3_phi_r=79.2_cx=0_cy=0_cz=0.log
5.8,8.3,61.5,5,-7,80.3,-52.45341029716656,-0.4429153831442818,-7.256349937291816,-9.343554873834364,-9.183884954312816,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=5.8_b=8.3_phi_r=80.3_cx=0_cy=0_cz=0.log
5.9,8.1,61.5,5,-7,79.2,-52.04664576565847,-0.5288215024629608,-7.089501303154975,-9.230370895238591,-9.174629181972705,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=5.9_b=8.1_phi_r=79.2_cx=0_cy=0_cz=0.log
5.9,8.1,61.5,5,-7,80.3,-52.33964273426682,-0.527685709297657,-7.097690308699384,-9.39240025228355,-9.152045096852817,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=5.9_b=8.1_phi_r=80.3_cx=0_cy=0_cz=0.log
5.9,8.2,61.5,5,-7,79.2,-52.22766984929331,-0.4841929909307509,-7.089501303154975,-9.291101313079707,-9.24903931748122,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=5.9_b=8.2_phi_r=79.2_cx=0_cy=0_cz=0.log
5.9,8.2,61.5,5,-7,80.3,-52.47774513531476,-0.4831450494239107,-7.097690308699384,-9.422106575686485,-9.235930633847602,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=5.9_b=8.2_phi_r=80.3_cx=0_cy=0_cz=0.log
5.9,8.3,61.5,5,-7,79.2,-52.17519746371545,-0.4438880237285048,-7.089501303154975,-9.289952969760634,-9.26425643521361,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=5.9_b=8.3_phi_r=79.2_cx=0_cy=0_cz=0.log
5.9,8.3,61.5,5,-7,80.3,-52.38724564248696,-0.4429153831442818,-7.097690308699384,-9.393962752074003,-9.25905437732581,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=5.9_b=8.3_phi_r=80.3_cx=0_cy=0_cz=0.log
6.0,8.1,61.5,5,-7,79.2,-52.03246403997764,-0.5288215024629608,-6.842469441820867,-9.355546590173615,-9.289394485531377,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=6.0_b=8.1_phi_r=79.2_cx=0_cy=0_cz=0.log
6.0,8.1,61.5,5,-7,80.3,-52.28919093078002,-0.527685709297657,-6.850074862828478,-9.490636942908168,-9.276197950355709,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=6.0_b=8.1_phi_r=80.3_cx=0_cy=0_cz=0.log
6.0,8.2,61.5,5,-7,79.2,-52.041788837872446,-0.4841929909307509,-6.842469441820867,-9.371328466571867,-9.322903519612735,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=6.0_b=8.2_phi_r=79.2_cx=0_cy=0_cz=0.log
6.0,8.2,61.5,5,-7,80.3,-52.26043842290528,-0.4831450494239107,-6.850074862828478,-9.479159784968942,-9.31783951423131,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=6.0_b=8.2_phi_r=80.3_cx=0_cy=0_cz=0.log
6.0,8.3,61.5,5,-7,79.2,-51.84388473397121,-0.4438880237285048,-6.842469441820867,-9.332222043303773,-9.30336285813246,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=6.0_b=8.3_phi_r=79.2_cx=0_cy=0_cz=0.log
6.0,8.3,61.5,5,-7,80.3,-52.02879938110709,-0.4429153831442818,-6.850074862828478,-9.416364859323949,-9.305044585256836,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=6.0_b=8.3_phi_r=80.3_cx=0_cy=0_cz=0.log
5.7,8.2,61.5,5,-9,79.2,-51.99723562831059,-0.4711345080286264,-7.311012333258986,-9.039457252831198,-9.177013720036484,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.7_b=8.2_phi_r=79.2_cx=0_cy=0_cz=0.log
5.7,8.2,61.5,5,-9,80.3,-52.284045349340886,-0.4701555924257263,-7.320807764539495,-9.201517985551618,-9.149541332153603,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.7_b=8.2_phi_r=80.3_cx=0_cy=0_cz=0.log
5.7,8.3,61.5,5,-9,79.2,-52.28526271739975,-0.4324422413483262,-7.311012333258986,-9.136533049633726,-9.262643734458834,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.7_b=8.3_phi_r=79.2_cx=0_cy=0_cz=0.log
5.7,8.3,61.5,5,-9,80.3,-52.52739372709766,-0.4315386270172894,-7.320807764539495,-9.26613269012887,-9.245217781863175,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.7_b=8.3_phi_r=80.3_cx=0_cy=0_cz=0.log
5.7,8.4,61.5,5,-9,79.2,-52.31857094937004,-0.3973644324578345,-7.311012333258986,-9.165775015833788,-9.285133693134412,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.7_b=8.4_phi_r=79.2_cx=0_cy=0_cz=0.log
5.7,8.4,61.5,5,-9,80.3,-52.52153278328478,-0.3965486694360152,-7.320807764539495,-9.267324959044345,-9.276084998622537,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.7_b=8.4_phi_r=80.3_cx=0_cy=0_cz=0.log
5.8,8.2,61.5,5,-9,79.2,-52.469361601863056,-0.4711345080286264,-7.266848179511726,-9.189124663011173,-9.307573450380003,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.8_b=8.2_phi_r=79.2_cx=0_cy=0_cz=0.log
5.8,8.2,61.5,5,-9,80.3,-52.72086760960519,-0.4701555924257263,-7.275777646806091,-9.326160296564922,-9.288340269005856,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.8_b=8.2_phi_r=80.3_cx=0_cy=0_cz=0.log
5.8,8.3,61.5,5,-9,79.2,-52.573503161780536,-0.4324422413483262,-7.266848179511726,-9.23789474030491,-9.349566419725306,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.8_b=8.3_phi_r=79.2_cx=0_cy=0_cz=0.log
5.8,8.3,61.5,5,-9,80.3,-52.785250135930255,-0.4315386270172894,-7.275777646806091,-9.346133940038271,-9.339174854103476,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.8_b=8.3_phi_r=80.3_cx=0_cy=0_cz=0.log
5.8,8.4,61.5,5,-9,79.2,-52.451314413687214,-0.3973644324578345,-7.266848179511726,-9.226348555879667,-9.33509603899438,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.8_b=8.4_phi_r=79.2_cx=0_cy=0_cz=0.log
5.8,8.4,61.5,5,-9,80.3,-52.62815928226337,-0.3965486694360152,-7.275777646806091,-9.309732084861023,-9.332021240028553,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.8_b=8.4_phi_r=80.3_cx=0_cy=0_cz=0.log
5.9,8.2,61.5,5,-9,79.2,-52.54280537227169,-0.4711345080286264,-7.0960650579072535,-9.301436402718537,-9.402766717481429,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.9_b=8.2_phi_r=79.2_cx=0_cy=0_cz=0.log
5.9,8.2,61.5,5,-9,80.3,-52.76235857070424,-0.4701555924257263,-7.104373290203512,-9.415411043912172,-9.391239358810708,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.9_b=8.2_phi_r=80.3_cx=0_cy=0_cz=0.log
5.9,8.3,61.5,5,-9,79.2,-52.4833801749628,-0.4324422413483262,-7.0960650579072535,-9.307178119197488,-9.406004669028334,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.9_b=8.3_phi_r=79.2_cx=0_cy=0_cz=0.log
5.9,8.3,61.5,5,-9,80.3,-52.66767986211926,-0.4315386270172894,-7.104373290203512,-9.395769981085325,-9.402158032753505,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.9_b=8.3_phi_r=80.3_cx=0_cy=0_cz=0.log
5.9,8.4,61.5,5,-9,79.2,-52.22349063400179,-0.3973644324578345,-7.0960650579072535,-9.259455983759835,-9.358859842875972,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.9_b=8.4_phi_r=79.2_cx=0_cy=0_cz=0.log
5.9,8.4,61.5,5,-9,80.3,-52.37681642663665,-0.3965486694360152,-7.104373290203512,-9.326160296681335,-9.361325956997462,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-9_a=5.9_b=8.4_phi_r=80.3_cx=0_cy=0_cz=0.log
5.7,8.2,61.5,5,-11,79.2,-52.13886463502422,-0.4642820989247411,-7.344358214759268,-9.021799121401273,-9.238992882426828,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=5.7_b=8.2_phi_r=79.2_cx=0_cy=0_cz=0.log
5.7,8.2,61.5,5,-11,80.3,-52.39721050160006,-0.4634035847848281,-7.354323073173873,-9.164676873246208,-9.21620171959512,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=5.7_b=8.2_phi_r=80.3_cx=0_cy=0_cz=0.log
5.7,8.3,61.5,5,-11,79.2,-52.45890728500672,-0.4266942498506978,-7.344358214759268,-9.132109104073606,-9.326292073819786,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=5.7_b=8.3_phi_r=79.2_cx=0_cy=0_cz=0.log
5.7,8.3,61.5,5,-11,80.3,-52.67558648786508,-0.4258784869452938,-7.354323073173873,-9.244765974464826,-9.312825709348544,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=5.7_b=8.3_phi_r=80.3_cx=0_cy=0_cz=0.log
5.7,8.4,61.5,5,-11,79.2,-52.51697706105188,-0.3926581074483692,-7.344358214759268,-9.172489372896962,-9.34898283542134,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=5.7_b=8.4_phi_r=79.2_cx=0_cy=0_cz=0.log
5.7,8.4,61.5,5,-11,80.3,-52.6971100801602,-0.391886270022951,-7.354323073173873,-9.259110853192396,-9.34323484369088,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=5.7_b=8.4_phi_r=80.3_cx=0_cy=0_cz=0.log
5.8,8.2,61.5,5,-11,79.2,-52.58305386360735,-0.4642820989247411,-7.283677997766063,-9.17528806743212,-9.36827876768075,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=5.8_b=8.2_phi_r=79.2_cx=0_cy=0_cz=0.log
5.8,8.2,61.5,5,-11,80.3,-52.808367603691295,-0.4634035847848281,-7.292776892776601,-9.295280529302543,-9.352722794981672,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=5.8_b=8.2_phi_r=80.3_cx=0_cy=0_cz=0.log
5.8,8.3,61.5,5,-11,79.2,-52.71717785089277,-0.4266942498506978,-7.283677997766063,-9.236658545094542,-9.41155813273508,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=5.8_b=8.3_phi_r=79.2_cx=0_cy=0_cz=0.log
5.8,8.3,61.5,5,-11,80.3,-52.90548105188645,-0.4258784869452938,-7.292776892776601,-9.329868880682625,-9.404216265538707,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=5.8_b=8.3_phi_r=80.3_cx=0_cy=0_cz=0.log
5.8,8.4,61.5,5,-11,79.2,-52.61810657242313,-0.3926581074483692,-7.283677997766063,-9.235704730148427,-9.397012450848706,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=5.8_b=8.4_phi_r=79.2_cx=0_cy=0_cz=0.log
5.8,8.4,61.5,5,-11,80.3,-52.77396750613116,-0.391886270022951,-7.292776892776601,-9.305866623297334,-9.396453966968693,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=5.8_b=8.4_phi_r=80.3_cx=0_cy=0_cz=0.log
5.9,8.2,61.5,5,-11,79.2,-52.63508699275553,-0.4642820989247411,-7.100689806626178,-9.290768732549624,-9.461802858277224,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=5.9_b=8.2_phi_r=79.2_cx=0_cy=0_cz=0.log
5.9,8.2,61.5,5,-11,80.3,-52.83048105658963,-0.4634035847848281,-7.109110990772024,-9.389708234462889,-9.453017718275078,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=5.9_b=8.2_phi_r=80.3_cx=0_cy=0_cz=0.log
