,X,Y,Z,R
0,2.8321162361122526e-06,-0.42988369957593625,-5.120973563434067,1.7
1,-1.2692609712891142e-05,0.41891739435446684,-3.8469008182145337,1.7
2,1.1312608066644893e-06,-0.41914611785782846,-2.5638713097487744,1.7
3,3.938710329998916e-06,0.41939687481425586,-1.281949646117588,1.7
4,1.8282136622896816e-06,-0.41939605699349064,-7.177419901124093e-07,1.7
5,7.89537038758314e-06,0.41939523917272536,1.2819478002998113,1.7
6,-3.2710533619397657e-06,-0.41914761519828686,2.5638703742902558,1.7
7,-2.0062103149761305e-07,0.41891810090828424,3.846900203323222,1.7
8,-2.914805697220946e-06,-0.42988390157201256,5.120976186431203,1.7
9,0.8819495304382068,1.084363203733257,-3.844091048755488,1.2
10,-0.8819966785296778,1.0843340490463331,-3.844090995256027,1.2
11,0.8825878601662516,-1.085782228829104,-2.5646435080380314,1.2
12,-0.8825767997551589,-1.0857918617927518,-2.564633188541986,1.2
13,0.8826396417919012,1.0857345385820871,-1.2818387790854415,1.2
14,-0.8826262418358314,1.0857410106063856,-1.281839074761871,1.2
15,0.8825851400230069,-1.0857332163857767,-3.113878013415864e-06,1.2
16,-0.8825872317462731,-1.0857260877227168,1.1269805946000665e-07,1.2
17,0.8826477414632949,1.0857289955547702,1.281841174449059,1.2
18,-0.8826174619381351,1.0857483281032811,1.2818371607266763,1.2
19,0.8825728681303551,-1.0857965636902724,2.5646423017448807,1.2
20,-0.8825914183291313,-1.0857817940695258,2.564636316742525,1.2
21,0.881975743009591,1.0843460189064391,3.844090352134308,1.2
22,-0.8819701620997686,1.084351306248926,3.844090540208672,1.2
23,0.8883264922297676,-1.0808399742007138,5.16407749540832,1.2
24,-4.512237423653156e-06,0.19562515730552954,6.0267817707149405,1.2
25,-0.8883334697549738,-1.0808378140500885,5.16407420183636,1.2
26,0.8883495656930082,-1.080815941802064,-5.16407946141373,1.2
27,-0.8883100728792724,-1.080862936253999,-5.164069928578382,1.2
28,-1.908042135698279e-05,0.19562344039185625,-6.02678083744238,1.2
