,X,Y,Z,R
0,8.567996708491712e-05,0.1958153662727436,3.4628849149484884,1.2
1,-9.595164751992782e-06,-0.42980827616470585,2.5571661998658297,1.7
2,3.263123950786208e-05,0.4189293880975887,1.283013266216784,1.7
3,-4.718100839809054e-06,-0.418929589294933,3.591621465901736e-07,1.7
4,-3.3421755487987955e-05,0.41892979049227747,-1.283017691980519,1.7
5,1.3649386877890027e-05,-0.42980649959460215,-2.5571668980639326,1.7
6,0.888258777030974,-1.0808232039946004,2.600314350356054,1.2
7,-0.8884057980478604,-1.0806441830115254,2.6003762114594324,1.2
8,0.8820725530625133,1.084310206464864,1.2802925964217011,1.2
9,-0.8819453517175833,1.0843927554770765,1.2802899315270213,1.2
10,0.8825650780173299,-1.085860845928102,-2.3751052315508757e-05,1.2
11,-0.8825809567059297,-1.0858522158981994,2.0414717967062503e-05,1.2
12,-0.8820716410912007,1.0843139041426624,-1.2802949722340524,1.2
13,0.8819457024159418,1.0843925459893355,-1.280282987693259,1.2
14,-7.454624438143214e-05,0.19581590484751715,-3.462886226663041,1.2
15,0.8884073309955777,-1.080648525378549,-2.6003686288313865,1.2
16,-0.8882553732877801,-1.0808227110181918,-2.6003170881569417,1.2
