a,b,theta,E_p1,machine_type,status,file_name
3.5,0,25,-9.913656494114548,3,Done,pentacene_theta=25_a=3.5_b=0_cx=0_cy=0_cz=0.log
4.0,0,25,-13.256321942899376,3,Done,pentacene_theta=25_a=4.0_b=0_cx=0_cy=0_cz=0.log
4.5,0,25,-9.065370278200136,3,Done,pentacene_theta=25_a=4.5_b=0_cx=0_cy=0_cz=0.log
5.0,0,25,-5.657204708317295,3,Done,pentacene_theta=25_a=5.0_b=0_cx=0_cy=0_cz=0.log
5.5,0,25,-3.5536380757112056,3,Done,pentacene_theta=25_a=5.5_b=0_cx=0_cy=0_cz=0.log
6.0,0,25,-2.291866068029776,3,Done,pentacene_theta=25_a=6.0_b=0_cx=0_cy=0_cz=0.log
6.5,0,25,-1.5017330867704004,3,Done,pentacene_theta=25_a=6.5_b=0_cx=0_cy=0_cz=0.log
7.0,0,25,-0.9998581188265234,3,Done,pentacene_theta=25_a=7.0_b=0_cx=0_cy=0_cz=0.log
7.5,0,25,-0.6767444347497076,3,Done,pentacene_theta=25_a=7.5_b=0_cx=0_cy=0_cz=0.log
