a,b,theta,status
3.5,0,25,NotYet
4.0,0,25,NotYet
4.5,0,25,NotYet
5.0,0,25,NotYet
5.5,0,25,NotYet
6.0,0,25,NotYet
6.5,0,25,NotYet
7.0,0,25,NotYet
7.5,0,25,NotYet
