a,b,theta,A1,A2,status
6,8.5,65,-20,32,Done
6,8.5,65,-18,32,Done
6,8.5,65,-16,32,Done
6,8.5,65,-14,32,Done
6,8.5,65,-12,32,Done
6,8.5,65,-10,32,Done
6,8.5,65,-8,32,Done
6,8.5,65,-6,32,Done
6,8.5,65,-4,32,Done
6,8.5,65,-2,32,Done
6,8.5,65,0,32,Done
6,8.5,65,2,32,Done
6,8.5,65,4,32,Done
6,8.5,65,6,32,Done
6,8.5,65,8,32,Done
6,8.5,65,10,32,Done
6,8.5,65,12,32,Done
6,8.5,65,14,32,Done
6,8.5,65,16,32,Done
6,8.5,65,18,32,Done
6,8.5,65,20,32,Done
