a,b,theta,A1,A2,status
6,8.4,67,-6,33,NotYet
6,8.4,68,-6,33,NotYet
6,8.4,69,-6,33,NotYet
6,8.4,70,-6,33,NotYet
6,8.4,71,-6,33,NotYet
6,8.4,69,-8,33,NotYet
6,8.4,70,-8,33,NotYet
6,8.4,71,-8,33,NotYet
6,8.4,72,-8,33,NotYet
6,8.4,73,-8,33,NotYet
6,8.4,71,-10,33,NotYet
6,8.4,72,-10,33,NotYet
6,8.4,73,-10,33,NotYet
6,8.4,74,-10,33,NotYet
6,8.4,75,-10,33,NotYet
6,8.4,74,-13,33,NotYet
6,8.4,75,-13,33,NotYet
6,8.4,76,-13,33,NotYet
6,8.4,77,-13,33,NotYet
6,8.4,78,-13,33,NotYet
