cx,cy,cz,a,b,theta,Rt,Rp,A1,A2,status
1.6,-0.8,18.1,7.4,5.8,25,2,1.6,0,0,NotYet
1.6,-0.9,18.1,7.4,5.8,25,2,1.6,-0.1,-0.3,NotYet
1.6,-0.9,18.1,7.4,5.8,25,2,1.6,-0.2,-0.6,NotYet
1.5,-0.9,18.1,7.4,5.8,25,2,1.6,-0.3,-0.9,NotYet
1.5,-1,18.1,7.4,5.8,25,2,1.6,-0.4,-1.2,NotYet
