theta,a1,z1,a2,b2,z2,E3,E4,machine_type,status,file_name
0,3.8,1.3,-1.6,4.3,0.0,-1.6979058903525583,-0.3027836151304655,3,Done,C6_theta=0_a1=3.8_z1=1.3_a2=-1.6_b2=4.3_z2=0.0_3.log
0,3.8,-1.3,1.6,4.3,0.0,-0.3027836151304655,-1.69790777284652,3,Done,C6_theta=0_a1=3.8_z1=-1.3_a2=1.6_b2=4.3_z2=0.0_3.log
0,3.8,-1.3,-1.6,4.3,0.0,-1.6485108131309971,-0.2895073861000128,3,Done,C6_theta=0_a1=3.8_z1=-1.3_a2=-1.6_b2=4.3_z2=0.0_3.log
0,3.8,1.3,1.5,4.2,0.0,-0.3272897631977685,-1.4182585689122789,3,Done,C6_theta=0_a1=3.8_z1=1.3_a2=1.5_b2=4.2_z2=0.0_3.log
0,3.8,1.3,1.5,4.3,0.0,-0.3105816819588654,-1.7009511963115074,3,Done,C6_theta=0_a1=3.8_z1=1.3_a2=1.5_b2=4.3_z2=0.0_3.log
0,3.8,1.3,1.5,4.4,0.0,-0.29455695906654,-1.831022724218201,3,Done,C6_theta=0_a1=3.8_z1=1.3_a2=1.5_b2=4.4_z2=0.0_3.log
0,3.8,1.3,1.6,4.2,0.0,-0.3047703118063509,-1.2864946465415414,3,Done,C6_theta=0_a1=3.8_z1=1.3_a2=1.6_b2=4.2_z2=0.0_3.log
0,3.8,1.3,1.6,4.3,0.0,-0.2895073861000128,-1.6485076756216586,3,Done,C6_theta=0_a1=3.8_z1=1.3_a2=1.6_b2=4.3_z2=0.0_3.log
0,3.8,1.3,1.6,4.4,0.0,-0.2749748819624074,-1.8299590946990063,3,Done,C6_theta=0_a1=3.8_z1=1.3_a2=1.6_b2=4.4_z2=0.0_3.log
0,3.8,1.3,1.7,4.2,0.0,-0.2839319597114809,-1.1337292196112685,3,Done,C6_theta=0_a1=3.8_z1=1.3_a2=1.7_b2=4.2_z2=0.0_3.log
0,3.8,1.3,1.7,4.3,0.0,-0.2701725480146706,-1.5808727653347887,3,Done,C6_theta=0_a1=3.8_z1=1.3_a2=1.7_b2=4.3_z2=0.0_3.log
0,3.8,1.3,1.7,4.4,0.0,-0.2571517154574394,-1.817984948924277,3,Done,C6_theta=0_a1=3.8_z1=1.3_a2=1.7_b2=4.4_z2=0.0_3.log
0,3.8,1.3,-1.7,4.2,0.0,-1.435918582836166,-0.2963121045613661,3,Done,C6_theta=0_a1=3.8_z1=1.3_a2=-1.7_b2=4.2_z2=0.0_3.log
0,3.8,1.3,-1.7,4.3,0.0,-1.6786494909902103,-0.2818869046750478,3,Done,C6_theta=0_a1=3.8_z1=1.3_a2=-1.7_b2=4.3_z2=0.0_3.log
0,3.8,1.3,-1.7,4.4,0.0,-1.7845957693643868,-0.2683490039198659,3,Done,C6_theta=0_a1=3.8_z1=1.3_a2=-1.7_b2=4.4_z2=0.0_3.log
0,3.8,1.3,-1.6,4.2,0.0,-1.509726936579682,-0.318933212547563,3,Done,C6_theta=0_a1=3.8_z1=1.3_a2=-1.6_b2=4.2_z2=0.0_3.log
0,3.8,1.3,-1.6,4.4,0.0,-1.7689243345812429,-0.2874334655352868,3,Done,C6_theta=0_a1=3.8_z1=1.3_a2=-1.6_b2=4.4_z2=0.0_3.log
0,3.8,1.3,-1.5,4.2,0.0,-1.5698154115816578,-0.3433759820763953,3,Done,C6_theta=0_a1=3.8_z1=1.3_a2=-1.5_b2=4.2_z2=0.0_3.log
0,3.8,1.3,-1.5,4.3,0.0,-1.707375016179867,-0.3257354209199548,3,Done,C6_theta=0_a1=3.8_z1=1.3_a2=-1.5_b2=4.3_z2=0.0_3.log
0,3.8,1.3,-1.5,4.4,0.0,-1.7461080710054375,-0.3087499802350066,3,Done,C6_theta=0_a1=3.8_z1=1.3_a2=-1.5_b2=4.4_z2=0.0_3.log
0,3.8,-1.3,1.5,4.2,0.0,-0.3433759820763953,-1.5698166665970348,3,Done,C6_theta=0_a1=3.8_z1=-1.3_a2=1.5_b2=4.2_z2=0.0_3.log
0,3.8,-1.3,1.5,4.3,0.0,-0.3257354209199548,-1.7073762712534517,3,Done,C6_theta=0_a1=3.8_z1=-1.3_a2=1.5_b2=4.3_z2=0.0_3.log
0,3.8,-1.3,1.5,4.4,0.0,-0.3087499802350066,-1.7461086984840222,3,Done,C6_theta=0_a1=3.8_z1=-1.3_a2=1.5_b2=4.4_z2=0.0_3.log
0,3.8,-1.3,1.6,4.2,0.0,-0.318933212547563,-1.5097300740308128,3,Done,C6_theta=0_a1=3.8_z1=-1.3_a2=1.6_b2=4.2_z2=0.0_3.log
0,3.8,-1.3,1.6,4.4,0.0,-0.2874334655352868,-1.768925589567516,3,Done,C6_theta=0_a1=3.8_z1=-1.3_a2=1.6_b2=4.4_z2=0.0_3.log
0,3.8,-1.3,1.7,4.2,0.0,-0.2963114770245738,-1.4359204653883353,3,Done,C6_theta=0_a1=3.8_z1=-1.3_a2=1.7_b2=4.2_z2=0.0_3.log
0,3.8,-1.3,1.7,4.3,0.0,-0.2818869046750478,-1.6786507460055873,3,Done,C6_theta=0_a1=3.8_z1=-1.3_a2=1.7_b2=4.3_z2=0.0_3.log
0,3.8,-1.3,1.7,4.4,0.0,-0.2683490039198659,-1.7845963968429714,3,Done,C6_theta=0_a1=3.8_z1=-1.3_a2=1.7_b2=4.4_z2=0.0_3.log
0,3.8,-1.3,-1.7,4.2,0.0,-1.1337342396727763,-0.2839319597114809,3,Done,C6_theta=0_a1=3.8_z1=-1.3_a2=-1.7_b2=4.2_z2=0.0_3.log
0,3.8,-1.3,-1.7,4.3,0.0,-1.580875902902335,-0.2701725480146706,3,Done,C6_theta=0_a1=3.8_z1=-1.3_a2=-1.7_b2=4.3_z2=0.0_3.log
0,3.8,-1.3,-1.7,4.4,0.0,-1.8179868314182384,-0.2571517154574394,3,Done,C6_theta=0_a1=3.8_z1=-1.3_a2=-1.7_b2=4.4_z2=0.0_3.log
0,3.8,-1.3,-1.6,4.2,0.0,-1.2864990391535684,-0.3047703118063509,3,Done,C6_theta=0_a1=3.8_z1=-1.3_a2=-1.6_b2=4.2_z2=0.0_3.log
0,3.8,-1.3,-1.6,4.4,0.0,-1.829960349714384,-0.2749748819624074,3,Done,C6_theta=0_a1=3.8_z1=-1.3_a2=-1.6_b2=4.4_z2=0.0_3.log
0,3.8,-1.3,-1.5,4.2,0.0,-1.4182617064216174,-0.3272897631977685,3,Done,C6_theta=0_a1=3.8_z1=-1.3_a2=-1.5_b2=4.2_z2=0.0_3.log
0,3.8,-1.3,-1.5,4.3,0.0,-1.700953706400469,-0.3105816819588654,3,Done,C6_theta=0_a1=3.8_z1=-1.3_a2=-1.5_b2=4.3_z2=0.0_3.log
0,3.8,-1.3,-1.5,4.4,0.0,-1.8310246067121625,-0.29455695906654,3,Done,C6_theta=0_a1=3.8_z1=-1.3_a2=-1.5_b2=4.4_z2=0.0_3.log
0,3.8,1.3,1.4,4.3,0.0,-0.3331983973039314,-1.737057494232431,3,Done,C6_theta=0_a1=3.8_z1=1.3_a2=1.4_b2=4.3_z2=0.0_3.log
0,3.8,1.3,1.4,4.4,0.0,-0.3157373041030951,-1.8208696123911068,3,Done,C6_theta=0_a1=3.8_z1=1.3_a2=1.4_b2=4.4_z2=0.0_3.log
0,3.8,1.3,1.4,4.5,0.0,-0.299009142559953,-1.819125762092881,3,Done,C6_theta=0_a1=3.8_z1=1.3_a2=1.4_b2=4.5_z2=0.0_3.log
0,3.8,1.3,1.5,4.5,0.0,-0.2792990534217097,-1.857059996575117,3,Done,C6_theta=0_a1=3.8_z1=1.3_a2=1.5_b2=4.5_z2=0.0_3.log
0,3.8,1.3,1.6,4.5,0.0,-0.2612292754347436,-1.8874365006922744,3,Done,C6_theta=0_a1=3.8_z1=1.3_a2=1.6_b2=4.5_z2=0.0_3.log
0,3.8,1.3,-1.6,4.5,0.0,-1.7597871614270844,-0.2730339935515076,3,Done,C6_theta=0_a1=3.8_z1=1.3_a2=-1.6_b2=4.5_z2=0.0_3.log
0,3.8,1.3,-1.5,4.5,0.0,-1.717904006538447,-0.2925526921171695,3,Done,C6_theta=0_a1=3.8_z1=1.3_a2=-1.5_b2=4.5_z2=0.0_3.log
0,3.8,1.3,-1.4,4.3,0.0,-1.7061915323720314,-0.3502930247341282,3,Done,C6_theta=0_a1=3.8_z1=1.3_a2=-1.4_b2=4.3_z2=0.0_3.log
0,3.8,1.3,-1.4,4.4,0.0,-1.7158526763669215,-0.3318611735594459,3,Done,C6_theta=0_a1=3.8_z1=1.3_a2=-1.4_b2=4.4_z2=0.0_3.log
0,3.8,1.3,-1.4,4.5,0.0,-1.6713797875563614,-0.3141095431055873,3,Done,C6_theta=0_a1=3.8_z1=1.3_a2=-1.4_b2=4.5_z2=0.0_3.log
0,3.8,-1.3,1.4,4.3,0.0,-0.3502930247341282,-1.706192159850616,3,Done,C6_theta=0_a1=3.8_z1=-1.3_a2=1.4_b2=4.3_z2=0.0_3.log
0,3.8,-1.3,1.4,4.4,0.0,-0.3318611735594459,-1.7158533038455062,3,Done,C6_theta=0_a1=3.8_z1=-1.3_a2=1.4_b2=4.4_z2=0.0_3.log
0,3.8,-1.3,1.4,4.5,0.0,-0.3141095431055873,-1.6713804150931535,3,Done,C6_theta=0_a1=3.8_z1=-1.3_a2=1.4_b2=4.5_z2=0.0_3.log
0,3.8,-1.3,1.5,4.5,0.0,-0.2925526921171695,-1.717904006538447,3,Done,C6_theta=0_a1=3.8_z1=-1.3_a2=1.5_b2=4.5_z2=0.0_3.log
0,3.8,-1.3,1.6,4.5,0.0,-0.2730339935515076,-1.7597871614270844,3,Done,C6_theta=0_a1=3.8_z1=-1.3_a2=1.6_b2=4.5_z2=0.0_3.log
0,3.8,-1.3,-1.6,4.5,0.0,-1.8874371282290667,-0.2612292754347436,3,Done,C6_theta=0_a1=3.8_z1=-1.3_a2=-1.6_b2=4.5_z2=0.0_3.log
0,3.8,-1.3,-1.5,4.5,0.0,-1.8570612516487013,-0.2792990534217097,3,Done,C6_theta=0_a1=3.8_z1=-1.3_a2=-1.5_b2=4.5_z2=0.0_3.log
0,3.8,-1.3,-1.4,4.3,0.0,-1.7370593767846003,-0.3331983973039314,3,Done,C6_theta=0_a1=3.8_z1=-1.3_a2=-1.4_b2=4.3_z2=0.0_3.log
0,3.8,-1.3,-1.4,4.4,0.0,-1.820870867406484,-0.3157373041030951,3,Done,C6_theta=0_a1=3.8_z1=-1.3_a2=-1.4_b2=4.4_z2=0.0_3.log
0,3.8,-1.3,-1.4,4.5,0.0,-1.8191263896296728,-0.299009142559953,3,Done,C6_theta=0_a1=3.8_z1=-1.3_a2=-1.4_b2=4.5_z2=0.0_3.log
0,3.8,1.3,1.3,4.3,0.0,-0.3575627281097695,-1.7562931858119557,3,Done,C6_theta=0_a1=3.8_z1=1.3_a2=1.3_b2=4.3_z2=0.0_3.log
0,3.8,1.3,1.3,4.4,0.0,-0.3383879050961695,-1.7995631378726102,3,Done,C6_theta=0_a1=3.8_z1=1.3_a2=1.3_b2=4.4_z2=0.0_3.log
0,3.8,1.3,1.3,4.5,0.0,-0.3201894875383004,-1.773943787033204,3,Done,C6_theta=0_a1=3.8_z1=1.3_a2=1.3_b2=4.5_z2=0.0_3.log
0,3.8,1.3,-1.3,4.3,0.0,-1.693916809221264,-0.3767143333679996,3,Done,C6_theta=0_a1=3.8_z1=1.3_a2=-1.3_b2=4.3_z2=0.0_3.log
0,3.8,1.3,-1.3,4.4,0.0,-1.6783388735493645,-0.356457683024928,3,Done,C6_theta=0_a1=3.8_z1=1.3_a2=-1.3_b2=4.4_z2=0.0_3.log
0,3.8,1.3,-1.3,4.5,0.0,-1.620556497713551,-0.3372489743633196,3,Done,C6_theta=0_a1=3.8_z1=1.3_a2=-1.3_b2=4.5_z2=0.0_3.log
0,3.8,-1.3,1.3,4.3,0.0,-0.3767143333679996,-1.6939180642948486,3,Done,C6_theta=0_a1=3.8_z1=-1.3_a2=1.3_b2=4.3_z2=0.0_3.log
0,3.8,-1.3,1.3,4.4,0.0,-0.3564589380403049,-1.6783395010279492,3,Done,C6_theta=0_a1=3.8_z1=-1.3_a2=1.3_b2=4.4_z2=0.0_3.log
0,3.8,-1.3,1.3,4.5,0.0,-0.3372489743633196,-1.620556497713551,3,Done,C6_theta=0_a1=3.8_z1=-1.3_a2=1.3_b2=4.5_z2=0.0_3.log
0,3.8,-1.3,-1.3,4.3,0.0,-1.7562944408273324,-0.3575627281097695,3,Done,C6_theta=0_a1=3.8_z1=-1.3_a2=-1.3_b2=4.3_z2=0.0_3.log
0,3.8,-1.3,-1.3,4.4,0.0,-1.7995643928879872,-0.3383879050961695,3,Done,C6_theta=0_a1=3.8_z1=-1.3_a2=-1.3_b2=4.4_z2=0.0_3.log
0,3.8,-1.3,-1.3,4.5,0.0,-1.7739444145117886,-0.3201894875383004,3,Done,C6_theta=0_a1=3.8_z1=-1.3_a2=-1.3_b2=4.5_z2=0.0_3.log
0,3.8,1.3,1.2,4.3,0.0,-0.3844967123586684,-1.7587643201695755,3,Done,C6_theta=0_a1=3.8_z1=1.3_a2=1.2_b2=4.3_z2=0.0_3.log
0,3.8,1.3,1.2,4.4,0.0,-0.3629762568743899,-1.7675513427238911,3,Done,C6_theta=0_a1=3.8_z1=1.3_a2=1.2_b2=4.4_z2=0.0_3.log
0,3.8,1.3,1.2,4.5,0.0,-0.3428363234270364,-1.7220468275481835,3,Done,C6_theta=0_a1=3.8_z1=1.3_a2=1.2_b2=4.5_z2=0.0_3.log
0,3.8,1.3,-1.2,4.3,0.0,-1.6704799382714557,-0.4064407370751723,3,Done,C6_theta=0_a1=3.8_z1=1.3_a2=-1.2_b2=4.3_z2=0.0_3.log
0,3.8,1.3,-1.2,4.4,0.0,-1.6342029576771893,-0.3832598901353776,3,Done,C6_theta=0_a1=3.8_z1=1.3_a2=-1.2_b2=4.4_z2=0.0_3.log
0,3.8,1.3,-1.2,4.5,0.0,-1.5657246739137918,-0.3618586615775712,3,Done,C6_theta=0_a1=3.8_z1=1.3_a2=-1.2_b2=4.5_z2=0.0_3.log
0,3.8,-1.3,1.2,4.3,0.0,-0.4064407370751723,-1.6704799382714557,3,Done,C6_theta=0_a1=3.8_z1=-1.3_a2=1.2_b2=4.3_z2=0.0_3.log
0,3.8,-1.3,1.2,4.4,0.0,-0.3832598901353776,-1.6342029576771893,3,Done,C6_theta=0_a1=3.8_z1=-1.3_a2=1.2_b2=4.4_z2=0.0_3.log
0,3.8,-1.3,1.2,4.5,0.0,-0.3618586615775712,-1.5657246739137918,3,Done,C6_theta=0_a1=3.8_z1=-1.3_a2=1.2_b2=4.5_z2=0.0_3.log
0,3.8,-1.3,-1.2,4.3,0.0,-1.7587655751849525,-0.3844967123586684,3,Done,C6_theta=0_a1=3.8_z1=-1.3_a2=-1.2_b2=4.3_z2=0.0_3.log
0,3.8,-1.3,-1.2,4.4,0.0,-1.7675519702024758,-0.3629768843529746,3,Done,C6_theta=0_a1=3.8_z1=-1.3_a2=-1.2_b2=4.4_z2=0.0_3.log
0,3.8,-1.3,-1.2,4.5,0.0,-1.7220474550849758,-0.3428363234270364,3,Done,C6_theta=0_a1=3.8_z1=-1.3_a2=-1.2_b2=4.5_z2=0.0_3.log
0,3.8,1.3,1.1,4.3,0.0,-0.4140712586231529,-1.7452383420895785,3,Done,C6_theta=0_a1=3.8_z1=1.3_a2=1.1_b2=4.3_z2=0.0_3.log
0,3.8,1.3,1.1,4.4,0.0,-0.3901568525470793,-1.7256079468061216,3,Done,C6_theta=0_a1=3.8_z1=1.3_a2=1.1_b2=4.4_z2=0.0_3.log
0,3.8,1.3,1.1,4.5,0.0,-0.3675865728873759,-1.6641960531123914,3,Done,C6_theta=0_a1=3.8_z1=1.3_a2=1.1_b2=4.5_z2=0.0_3.log
0,3.8,-1.3,-1.1,4.3,0.0,-1.7452389696263708,-0.4140712586231529,3,Done,C6_theta=0_a1=3.8_z1=-1.3_a2=-1.1_b2=4.3_z2=0.0_3.log
0,3.8,-1.3,-1.1,4.4,0.0,-1.725608574342914,-0.3901574800256639,3,Done,C6_theta=0_a1=3.8_z1=-1.3_a2=-1.1_b2=4.4_z2=0.0_3.log
0,3.8,-1.3,-1.1,4.5,0.0,-1.6641960531123914,-0.3675865728873759,3,Done,C6_theta=0_a1=3.8_z1=-1.3_a2=-1.1_b2=4.5_z2=0.0_3.log
0,3.7,1.3,1.2,4.4,0.0,-0.3901568525470793,-1.7995631378726102,3,Done,C6_theta=0_a1=3.7_z1=1.3_a2=1.2_b2=4.4_z2=0.0_3.log
0,3.7,1.3,1.2,4.5,0.0,-0.3675865728873759,-1.773943787033204,3,Done,C6_theta=0_a1=3.7_z1=1.3_a2=1.2_b2=4.5_z2=0.0_3.log
0,3.7,1.3,1.3,4.4,0.0,-0.3629762568743899,-1.8208696123911068,3,Done,C6_theta=0_a1=3.7_z1=1.3_a2=1.3_b2=4.4_z2=0.0_3.log
0,3.7,1.3,1.3,4.5,0.0,-0.3428363234270364,-1.819125762092881,3,Done,C6_theta=0_a1=3.7_z1=1.3_a2=1.3_b2=4.5_z2=0.0_3.log
