theta,a1,z1,a2,b2,z2,E,E1,E2,E3,E4,status
0,3.8,-1.3,-1.4,4.5,0.0,-9.13742348656524,-4.487589446711354,-2.5316985076642595,-1.8191263896296728,-0.299009142559953,Done
0,3.8,1.3,1.3,4.3,0.0,-9.065941939945333,-4.487590701784939,-2.464495324238669,-0.3575627281097695,-1.7562931858119557,Done
0,3.8,1.3,1.3,4.4,0.0,-9.197946198575664,-4.487590701784939,-2.572404453821946,-0.3383879050961695,-1.7995631378726102,Done
0,3.8,1.3,1.3,4.5,0.0,-9.147679509886077,-4.487590701784939,-2.565955533529632,-0.3201894875383004,-1.773943787033204,Done
0,3.8,1.3,-1.3,4.3,0.0,-9.02271654107608,-4.487590701784939,-2.464494696701877,-1.693916809221264,-0.3767143333679996,Done
0,3.8,1.3,-1.3,4.4,0.0,-9.094791712181175,-4.487590701784939,-2.572404453821946,-1.6783388735493645,-0.356457683024928,Done
0,3.8,1.3,-1.3,4.5,0.0,-9.01135170739144,-4.487590701784939,-2.565955533529632,-1.620556497713551,-0.3372489743633196,Done
0,3.8,-1.3,1.3,4.3,0.0,-9.022717168612871,-4.487589446711354,-2.464495324238669,-0.3767143333679996,-1.6939180642948486,Done
0,3.8,-1.3,1.3,4.4,0.0,-9.094792339601554,-4.487589446711354,-2.572404453821946,-0.3564589380403049,-1.6783395010279492,Done
0,3.8,-1.3,1.3,4.5,0.0,-9.011350452317856,-4.487589446711354,-2.565955533529632,-0.3372489743633196,-1.620556497713551,Done
0,3.8,-1.3,-1.3,4.3,0.0,-9.065941312350333,-4.487589446711354,-2.464494696701877,-1.7562944408273324,-0.3575627281097695,Done
0,3.8,-1.3,-1.3,4.4,0.0,-9.197946198517457,-4.487589446711354,-2.572404453821946,-1.7995643928879872,-0.3383879050961695,Done
0,3.8,-1.3,-1.3,4.5,0.0,-9.147678882291077,-4.487589446711354,-2.565955533529632,-1.7739444145117886,-0.3201894875383004,Done
0,3.8,1.3,1.2,4.3,0.0,-9.091402530670166,-4.487590701784939,-2.4605507963569835,-0.3844967123586684,-1.7587643201695755,Done
0,3.8,1.3,1.2,4.4,0.0,-9.207211383676622,-4.487590701784939,-2.5890930822934024,-0.3629762568743899,-1.7675513427238911,Done
0,3.8,1.3,1.2,4.5,0.0,-9.1474548613769,-4.487590701784939,-2.5949810086167417,-0.3428363234270364,-1.7220468275481835,Done
0,3.8,1.3,-1.2,4.3,0.0,-9.025061545951758,-4.487590701784939,-2.460550168820191,-1.6704799382714557,-0.4064407370751723,Done
0,3.8,1.3,-1.2,4.4,0.0,-9.094146004412323,-4.487590701784939,-2.5890924548148178,-1.6342029576771893,-0.3832598901353776,Done
0,3.8,1.3,-1.2,4.5,0.0,-9.010155045893043,-4.487590701784939,-2.5949810086167417,-1.5657246739137918,-0.3618586615775712,Done
0,3.8,-1.3,1.2,4.3,0.0,-9.025060918414963,-4.487589446711354,-2.4605507963569835,-0.4064407370751723,-1.6704799382714557,Done
0,3.8,-1.3,1.2,4.4,0.0,-9.094145376817323,-4.487589446711354,-2.5890930822934024,-0.3832598901353776,-1.6342029576771893,Done
0,3.8,-1.3,1.2,4.5,0.0,-9.01015379081946,-4.487589446711354,-2.5949810086167417,-0.3618586615775712,-1.5657246739137918,Done
0,3.8,-1.3,-1.2,4.3,0.0,-9.091401903075166,-4.487589446711354,-2.460550168820191,-1.7587655751849525,-0.3844967123586684,Done
0,3.8,-1.3,-1.2,4.4,0.0,-9.207210756081622,-4.487589446711354,-2.5890924548148178,-1.7675519702024758,-0.3629768843529746,Done
0,3.8,-1.3,-1.2,4.5,0.0,-9.147454233840108,-4.487589446711354,-2.5949810086167417,-1.7220474550849758,-0.3428363234270364,Done
0,3.8,1.3,1.1,4.3,0.0,-9.097886591451244,-4.487590701784939,-2.4509862889535725,-0.4140712586231529,-1.7452383420895785,Done
0,3.8,1.3,1.1,4.4,0.0,-9.20384793006815,-4.487590701784939,-2.60049242893001,-0.3901568525470793,-1.7256079468061216,Done
0,3.8,1.3,1.1,4.5,0.0,-9.138396127033047,-4.487590701784939,-2.619022799248341,-0.3675865728873759,-1.6641960531123914,Done
0,3.8,-1.3,-1.1,4.3,0.0,-9.097884708899072,-4.487589446711354,-2.450985033938196,-1.7452389696263708,-0.4140712586231529,Done
0,3.8,-1.3,-1.1,4.4,0.0,-9.203847302531358,-4.487589446711354,-2.600491801451426,-1.725608574342914,-0.3901574800256639,Done
0,3.8,-1.3,-1.1,4.5,0.0,-9.138394871959465,-4.487589446711354,-2.619022799248341,-1.6641960531123914,-0.3675865728873759,Done
0,3.7,1.3,1.2,4.4,0.0,-9.03255025029648,-4.253737177583389,-2.5890930822934024,-0.3901568525470793,-1.7995631378726102,Done
0,3.7,1.3,1.2,4.5,0.0,-8.99024854612071,-4.253737177583389,-2.5949810086167417,-0.3675865728873759,-1.773943787033204,Done
0,3.7,1.3,1.3,4.4,0.0,-9.009987500670832,-4.253737177583389,-2.572404453821946,-0.3629762568743899,-1.8208696123911068,Done
0,3.7,1.3,1.3,4.5,0.0,-8.981654796632938,-4.253737177583389,-2.565955533529632,-0.3428363234270364,-1.819125762092881,Done
0,3.9,1.3,1.2,4.4,0.0,-9.135252929467242,-4.482163995271549,-2.5890930822934024,-0.3383879050961695,-1.7256079468061216,Done
0,3.9,1.3,1.2,4.5,0.0,-9.061530544538982,-4.482163995271549,-2.5949810086167417,-0.3201894875383004,-1.6641960531123914,Done
0,3.9,1.3,1.3,4.4,0.0,-9.13785709592048,-4.482163995271549,-2.572404453821946,-0.3157373041030951,-1.7675513427238911,Done
0,3.9,1.3,1.3,4.5,0.0,-9.069175498909315,-4.482163995271549,-2.565955533529632,-0.299009142559953,-1.7220468275481835,Done
0,3.7,1.3,-1.3,4.4,0.0,-8.925254197907634,-4.253737177583389,-2.572404453821946,-1.7158526763669215,-0.3832598901353776,Done
0,3.7,1.3,-1.3,4.5,0.0,-8.852931160246953,-4.253737177583389,-2.565955533529632,-1.6713797875563614,-0.3618586615775712,Done
0,3.7,1.3,-1.2,4.4,0.0,-8.934651787683833,-4.253737177583389,-2.5890924548148178,-1.6783388735493645,-0.4134832817362621,Done
0,3.7,1.3,-1.2,4.5,0.0,-8.858284448157065,-4.253737177583389,-2.5949810086167417,-1.620556497713551,-0.3890097642433829,Done
0,3.9,1.3,-1.3,4.4,0.0,-9.02063258033013,-4.482163995271549,-2.572404453821946,-1.6342029576771893,-0.3318611735594459,Done
0,3.9,1.3,-1.3,4.5,0.0,-8.92795374582056,-4.482163995271549,-2.565955533529632,-1.5657246739137918,-0.3141095431055873,Done
0,3.9,1.3,-1.2,4.4,0.0,-9.011834890116006,-4.482163995271549,-2.5890924548148178,-1.5841207570047118,-0.356457683024928,Done
0,3.9,1.3,-1.2,4.5,0.0,-8.921712531358935,-4.482163995271549,-2.5949810086167417,-1.507318553107325,-0.3372489743633196,Done
0,3.7,-1.3,1.3,4.4,0.0,-8.925252315297257,-4.253734667494427,-2.572404453821946,-0.3832598901353776,-1.7158533038455062,Done
0,3.7,-1.3,1.3,4.5,0.0,-8.852929277694784,-4.253734667494427,-2.565955533529632,-0.3618586615775712,-1.6713804150931535,Done
0,3.7,-1.3,1.4,4.4,0.0,-8.90704197512241,-4.253734667494427,-2.5507396711036563,-0.3564589380403049,-1.7461086984840222,Done
0,3.7,-1.3,1.4,4.5,0.0,-8.840586156060454,-4.253734667494427,-2.5316985076642595,-0.3372489743633196,-1.717904006538447,Done
0,3.9,-1.3,1.3,4.4,0.0,-9.020631952793336,-4.482163367734756,-2.572404453821946,-0.3318611735594459,-1.6342029576771893,Done
0,3.9,-1.3,1.3,4.5,0.0,-8.927953118283767,-4.482163367734756,-2.565955533529632,-0.3141095431055873,-1.5657246739137918,Done
0,3.9,-1.3,1.4,4.4,0.0,-9.019992520101368,-4.482163367734756,-2.5507396711036563,-0.3087499802350066,-1.6783395010279492,Done
0,3.9,-1.3,1.4,4.5,0.0,-8.926971065229736,-4.482163367734756,-2.5316985076642595,-0.2925526921171695,-1.620556497713551,Done
0,3.7,-1.3,-1.2,4.4,0.0,-9.032548995222896,-4.253734667494427,-2.5890924548148178,-1.7995643928879872,-0.3901574800256639,Done
0,3.7,-1.3,-1.2,4.5,0.0,-8.990246663510334,-4.253734667494427,-2.5949810086167417,-1.7739444145117886,-0.3675865728873759,Done
0,3.7,-1.3,-1.1,4.4,0.0,-9.04151674057357,-4.253734667494427,-2.600491801451426,-1.7675519702024758,-0.4197383014252409,Done
0,3.7,-1.3,-1.1,4.5,0.0,-8.989626683702227,-4.253734667494427,-2.619022799248341,-1.7220474550849758,-0.394821761874482,Done
0,3.9,-1.3,-1.2,4.4,0.0,-9.135252301988658,-4.482163367734756,-2.5890924548148178,-1.725608574342914,-0.3383879050961695,Done
0,3.9,-1.3,-1.2,4.5,0.0,-9.06152991700219,-4.482163367734756,-2.5949810086167417,-1.6641960531123914,-0.3201894875383004,Done
0,3.9,-1.3,-1.1,4.4,0.0,-9.120370902179276,-4.482163367734756,-2.600491801451426,-1.6747388486401178,-0.3629768843529746,Done
0,3.9,-1.3,-1.1,4.5,0.0,-9.045364631863777,-4.482163367734756,-2.619022799248341,-1.6013421414536424,-0.3428363234270364,Done
