theta,A2,a,b,z,status
60.0,6.0,6.1,8.3,0.8,NotYet
60.0,6.0,6.1,8.3,1.0,NotYet
60.0,8.0,6.1,8.4,-1.0,NotYet
60.0,8.0,6.1,8.5,-0.8,NotYet
60.0,8.0,6.2,8.4,-0.6,NotYet
60.0,8.0,6.2,8.4,-0.4,NotYet
60.0,8.0,6.2,8.4,-0.2,NotYet
60.0,8.0,6.2,8.4,0.0,NotYet
60.0,8.0,6.2,8.4,0.2,NotYet
60.0,8.0,6.2,8.4,0.4,NotYet
60.0,8.0,6.2,8.4,0.6,NotYet
60.0,8.0,6.2,8.4,0.8,NotYet
60.0,8.0,6.2,8.4,1.0,NotYet
60.0,10.0,6.2,8.5,-1.0,NotYet
60.0,10.0,6.2,8.5,-0.8,NotYet
60.0,10.0,6.2,8.5,-0.6,NotYet
60.0,10.0,6.2,8.6,-0.4,NotYet
60.0,10.0,6.2,8.6,-0.2,NotYet
60.0,10.0,6.2,8.6,0.0,NotYet
60.0,10.0,6.2,8.6,0.2,NotYet
60.0,10.0,6.2,8.6,0.4,NotYet
60.0,10.0,6.2,8.6,0.6,NotYet
60.0,10.0,6.2,8.6,0.8,NotYet
60.0,10.0,6.2,8.5,1.0,NotYet
60.0,-10.0,5.8,8.5,-0.9,NotYet
60.0,-10.0,5.8,8.5,-0.7,NotYet
60.0,-10.0,5.7,8.5,-0.5,NotYet
60.0,-10.0,5.7,8.5,-0.3,NotYet
60.0,-10.0,5.7,8.5,-0.1,NotYet
60.0,-10.0,5.7,8.5,0.1,NotYet
60.0,-10.0,5.7,8.5,0.3,NotYet
60.0,-10.0,5.7,8.4,0.5,NotYet
60.0,-10.0,5.7,8.4,0.7,NotYet
60.0,-10.0,5.7,8.4,0.9,NotYet
60.0,-9.0,5.8,8.4,-1.0,NotYet
60.0,-9.0,5.8,8.4,-0.9,NotYet
60.0,-9.0,5.8,8.4,-0.8,NotYet
60.0,-9.0,5.8,8.4,-0.7,NotYet
60.0,-9.0,5.7,8.5,-0.6,NotYet
60.0,-9.0,5.7,8.4,-0.5,NotYet
60.0,-9.0,5.7,8.4,-0.4,NotYet
60.0,-9.0,5.7,8.4,-0.3,NotYet
60.0,-9.0,5.7,8.4,-0.2,NotYet
60.0,-9.0,5.7,8.4,-0.1,NotYet
60.0,-9.0,5.7,8.4,0.0,NotYet
60.0,-9.0,5.7,8.4,0.1,NotYet
60.0,-9.0,5.7,8.4,0.2,NotYet
60.0,-9.0,5.7,8.4,0.3,NotYet
60.0,-9.0,5.7,8.4,0.4,NotYet
60.0,-9.0,5.7,8.4,0.5,NotYet
60.0,-9.0,5.7,8.4,0.6,NotYet
60.0,-9.0,5.7,8.4,0.7,NotYet
60.0,-9.0,5.7,8.4,0.8,NotYet
60.0,-9.0,5.7,8.4,0.9,NotYet
60.0,-9.0,5.7,8.4,1.0,NotYet
60.0,-8.0,5.7,8.4,-0.9,NotYet
60.0,-8.0,5.7,8.4,-0.7,NotYet
60.0,-8.0,5.7,8.4,-0.5,NotYet
60.0,-8.0,5.7,8.4,-0.3,NotYet
60.0,-8.0,5.7,8.4,-0.1,NotYet
60.0,-8.0,5.7,8.4,0.1,NotYet
60.0,-8.0,5.7,8.4,0.3,NotYet
60.0,-8.0,5.7,8.4,0.5,NotYet
60.0,-8.0,5.7,8.4,0.7,NotYet
60.0,-8.0,5.7,8.4,0.9,NotYet
60.0,-7.0,5.7,8.3,-1.0,NotYet
60.0,-7.0,5.7,8.3,-0.9,NotYet
60.0,-7.0,5.7,8.3,-0.8,NotYet
60.0,-7.0,5.7,8.3,-0.7,NotYet
60.0,-7.0,5.7,8.3,-0.6,NotYet
60.0,-7.0,5.7,8.3,-0.5,NotYet
60.0,-7.0,5.7,8.3,-0.4,NotYet
60.0,-7.0,5.7,8.3,-0.3,NotYet
60.0,-7.0,5.7,8.3,-0.2,NotYet
60.0,-7.0,5.7,8.3,-0.1,NotYet
60.0,-7.0,5.7,8.3,0.0,NotYet
60.0,-7.0,5.7,8.3,0.1,NotYet
60.0,-7.0,5.7,8.3,0.2,NotYet
60.0,-7.0,5.7,8.3,0.3,NotYet
60.0,-7.0,5.7,8.3,0.4,NotYet
60.0,-7.0,5.7,8.3,0.5,NotYet
60.0,-7.0,5.7,8.3,0.6,NotYet
60.0,-7.0,5.7,8.3,0.7,NotYet
60.0,-7.0,5.7,8.3,0.8,NotYet
60.0,-7.0,5.7,8.3,0.9,NotYet
60.0,-7.0,5.7,8.3,1.0,NotYet
60.0,-6.0,5.7,8.3,-0.9,NotYet
60.0,-6.0,5.7,8.3,-0.7,NotYet
60.0,-6.0,5.7,8.3,-0.5,NotYet
60.0,-6.0,5.7,8.3,-0.3,NotYet
60.0,-6.0,5.7,8.3,-0.1,NotYet
60.0,-6.0,5.7,8.3,0.1,NotYet
60.0,-6.0,5.7,8.3,0.3,NotYet
60.0,-6.0,5.7,8.3,0.5,NotYet
60.0,-6.0,5.7,8.3,0.7,NotYet
60.0,-6.0,5.7,8.3,0.9,NotYet
60.0,-5.0,5.7,8.3,-1.0,NotYet
60.0,-5.0,5.7,8.3,-0.9,NotYet
60.0,-5.0,5.7,8.3,-0.8,NotYet
60.0,-5.0,5.7,8.3,-0.7,NotYet
60.0,-5.0,5.7,8.3,-0.6,NotYet
60.0,-5.0,5.7,8.3,-0.5,NotYet
60.0,-5.0,5.7,8.3,-0.4,NotYet
60.0,-5.0,5.7,8.3,-0.3,NotYet
60.0,-5.0,5.7,8.3,-0.2,NotYet
60.0,-5.0,5.7,8.3,-0.1,NotYet
60.0,-5.0,5.7,8.3,0.0,NotYet
60.0,-5.0,5.7,8.3,0.1,NotYet
60.0,-5.0,5.7,8.3,0.2,NotYet
60.0,-5.0,5.7,8.3,0.3,NotYet
60.0,-5.0,5.7,8.3,0.4,NotYet
60.0,-5.0,5.7,8.3,0.5,NotYet
60.0,-5.0,5.7,8.3,0.6,NotYet
60.0,-5.0,5.7,8.3,0.7,NotYet
60.0,-5.0,5.7,8.3,0.8,NotYet
60.0,-5.0,5.7,8.3,0.9,NotYet
60.0,-5.0,5.7,8.3,1.0,NotYet
60.0,-4.0,5.7,8.3,-0.9,NotYet
60.0,-4.0,5.7,8.3,-0.7,NotYet
60.0,-4.0,5.7,8.3,-0.5,NotYet
60.0,-4.0,5.7,8.3,-0.3,NotYet
60.0,-4.0,5.7,8.2,-0.1,NotYet
60.0,-4.0,5.7,8.2,0.1,NotYet
60.0,-4.0,5.7,8.2,0.3,NotYet
60.0,-4.0,5.7,8.2,0.5,NotYet
60.0,-4.0,5.8,8.2,0.7,NotYet
60.0,-4.0,5.8,8.2,0.9,NotYet
60.0,-3.0,5.7,8.3,-1.0,NotYet
60.0,-3.0,5.7,8.3,-0.9,NotYet
60.0,-3.0,5.7,8.3,-0.8,NotYet
60.0,-3.0,5.7,8.3,-0.7,NotYet
60.0,-3.0,5.7,8.3,-0.6,NotYet
60.0,-3.0,5.7,8.2,-0.5,NotYet
60.0,-3.0,5.7,8.2,-0.4,NotYet
60.0,-3.0,5.7,8.2,-0.3,NotYet
60.0,-3.0,5.7,8.2,-0.2,NotYet
60.0,-3.0,5.7,8.2,-0.1,NotYet
60.0,-3.0,5.7,8.2,0.0,NotYet
60.0,-3.0,5.8,8.2,0.1,NotYet
60.0,-3.0,5.8,8.2,0.2,NotYet
60.0,-3.0,5.8,8.2,0.3,NotYet
60.0,-3.0,5.8,8.2,0.4,NotYet
60.0,-3.0,5.8,8.2,0.5,NotYet
60.0,-3.0,5.8,8.2,0.6,NotYet
60.0,-3.0,5.8,8.2,0.7,NotYet
60.0,-3.0,5.8,8.2,0.8,NotYet
60.0,-3.0,5.8,8.2,0.9,NotYet
60.0,-3.0,5.8,8.2,1.0,NotYet
60.0,-2.0,5.8,8.2,-0.9,NotYet
60.0,-2.0,5.8,8.2,-0.7,NotYet
60.0,-2.0,5.8,8.2,-0.5,NotYet
60.0,-2.0,5.8,8.2,-0.3,NotYet
60.0,-2.0,5.8,8.2,-0.1,NotYet
60.0,-2.0,5.8,8.2,0.1,NotYet
60.0,-2.0,5.8,8.2,0.3,NotYet
60.0,-2.0,5.8,8.2,0.5,NotYet
60.0,-2.0,5.8,8.2,0.7,NotYet
60.0,-2.0,5.8,8.2,0.9,NotYet
60.0,-1.0,5.8,8.2,-1.0,NotYet
60.0,-1.0,5.8,8.2,-0.9,NotYet
60.0,-1.0,5.8,8.2,-0.8,NotYet
60.0,-1.0,5.8,8.2,-0.7,NotYet
60.0,-1.0,5.8,8.2,-0.6,NotYet
60.0,-1.0,5.8,8.2,-0.5,NotYet
60.0,-1.0,5.8,8.2,-0.4,NotYet
60.0,-1.0,5.8,8.2,-0.3,NotYet
60.0,-1.0,5.8,8.2,-0.2,NotYet
60.0,-1.0,5.8,8.2,-0.1,NotYet
60.0,-1.0,5.8,8.2,0.0,NotYet
60.0,-1.0,5.8,8.2,0.1,NotYet
60.0,-1.0,5.8,8.2,0.2,NotYet
60.0,-1.0,5.8,8.2,0.3,NotYet
60.0,-1.0,5.8,8.2,0.4,NotYet
60.0,-1.0,5.8,8.2,0.5,NotYet
60.0,-1.0,5.8,8.2,0.6,NotYet
60.0,-1.0,5.8,8.2,0.7,NotYet
60.0,-1.0,5.8,8.2,0.8,NotYet
60.0,-1.0,5.8,8.2,0.9,NotYet
60.0,-1.0,5.8,8.2,1.0,NotYet
60.0,0.0,5.8,8.2,-0.9,NotYet
60.0,0.0,5.8,8.2,-0.7,NotYet
60.0,0.0,5.8,8.2,-0.5,NotYet
60.0,0.0,5.8,8.2,-0.3,NotYet
60.0,0.0,5.8,8.2,-0.1,NotYet
60.0,0.0,5.9,8.1,0.1,NotYet
60.0,0.0,5.9,8.1,0.3,NotYet
60.0,0.0,5.9,8.1,0.5,NotYet
60.0,0.0,5.9,8.1,0.7,NotYet
60.0,0.0,5.9,8.1,0.9,NotYet
60.0,1.0,5.9,8.2,-1.0,NotYet
60.0,1.0,5.9,8.2,-0.9,NotYet
60.0,1.0,5.9,8.2,-0.8,NotYet
60.0,1.0,5.9,8.2,-0.7,NotYet
60.0,1.0,5.9,8.2,-0.6,NotYet
60.0,1.0,5.9,8.2,-0.5,NotYet
60.0,1.0,5.9,8.2,-0.4,NotYet
60.0,1.0,5.9,8.2,-0.3,NotYet
60.0,1.0,5.9,8.2,-0.2,NotYet
60.0,1.0,5.9,8.2,-0.1,NotYet
60.0,1.0,5.9,8.2,0.0,NotYet
60.0,1.0,5.9,8.2,0.1,NotYet
60.0,1.0,5.9,8.2,0.2,NotYet
60.0,1.0,5.9,8.2,0.3,NotYet
60.0,1.0,5.9,8.2,0.4,NotYet
60.0,1.0,5.9,8.2,0.5,NotYet
60.0,1.0,5.9,8.2,0.6,NotYet
60.0,1.0,5.9,8.2,0.7,NotYet
60.0,1.0,5.9,8.2,0.8,NotYet
60.0,1.0,5.9,8.2,0.9,NotYet
60.0,1.0,5.9,8.2,1.0,NotYet
60.0,2.0,5.9,8.2,-0.9,NotYet
60.0,2.0,5.9,8.2,-0.7,NotYet
60.0,2.0,5.9,8.2,-0.5,NotYet
60.0,2.0,5.9,8.2,-0.3,NotYet
60.0,2.0,5.9,8.2,-0.1,NotYet
60.0,2.0,5.9,8.2,0.1,NotYet
60.0,2.0,5.9,8.2,0.3,NotYet
60.0,2.0,6.0,8.1,0.5,NotYet
60.0,2.0,6.0,8.2,0.7,NotYet
60.0,2.0,6.0,8.2,0.9,NotYet
60.0,3.0,5.9,8.3,-1.0,NotYet
60.0,3.0,5.9,8.3,-0.9,NotYet
60.0,3.0,5.9,8.3,-0.8,NotYet
60.0,3.0,5.9,8.3,-0.7,NotYet
60.0,3.0,6.0,8.2,-0.6,NotYet
60.0,3.0,6.0,8.2,-0.5,NotYet
60.0,3.0,6.0,8.2,-0.4,NotYet
60.0,3.0,6.0,8.2,-0.3,NotYet
60.0,3.0,6.0,8.2,-0.2,NotYet
60.0,3.0,6.0,8.2,-0.1,NotYet
60.0,3.0,6.0,8.2,0.0,NotYet
60.0,3.0,6.0,8.2,0.1,NotYet
60.0,3.0,6.0,8.2,0.2,NotYet
60.0,3.0,6.0,8.2,0.3,NotYet
60.0,3.0,6.0,8.2,0.4,NotYet
60.0,3.0,6.0,8.2,0.5,NotYet
60.0,3.0,6.0,8.2,0.6,NotYet
60.0,3.0,6.0,8.2,0.7,NotYet
60.0,3.0,6.0,8.2,0.8,NotYet
60.0,3.0,6.0,8.2,0.9,NotYet
60.0,3.0,6.0,8.2,1.0,NotYet
60.0,4.0,6.0,8.3,-0.9,NotYet
60.0,4.0,6.0,8.3,-0.7,NotYet
60.0,4.0,6.0,8.3,-0.5,NotYet
60.0,4.0,6.0,8.3,-0.3,NotYet
60.0,4.0,6.0,8.3,-0.1,NotYet
60.0,4.0,6.1,8.2,0.1,NotYet
60.0,4.0,6.1,8.2,0.3,NotYet
60.0,4.0,6.1,8.2,0.5,NotYet
60.0,4.0,6.1,8.2,0.7,NotYet
60.0,4.0,6.1,8.2,0.9,NotYet
60.0,5.0,6.0,8.3,-1.0,NotYet
60.0,5.0,6.0,8.3,-0.9,NotYet
60.0,5.0,6.0,8.3,-0.8,NotYet
60.0,5.0,6.0,8.3,-0.7,NotYet
60.0,5.0,6.0,8.3,-0.6,NotYet
60.0,5.0,6.0,8.3,-0.5,NotYet
60.0,5.0,6.0,8.3,-0.4,NotYet
60.0,5.0,6.1,8.3,-0.3,NotYet
60.0,5.0,6.1,8.3,-0.2,NotYet
60.0,5.0,6.1,8.3,-0.1,NotYet
60.0,5.0,6.1,8.3,0.0,NotYet
60.0,5.0,6.1,8.3,0.1,NotYet
60.0,5.0,6.1,8.3,0.2,NotYet
60.0,5.0,6.1,8.3,0.3,NotYet
60.0,5.0,6.1,8.3,0.4,NotYet
60.0,5.0,6.1,8.3,0.5,NotYet
60.0,5.0,6.1,8.3,0.6,NotYet
60.0,5.0,6.1,8.3,0.7,NotYet
60.0,5.0,6.1,8.3,0.8,NotYet
60.0,5.0,6.1,8.3,0.9,NotYet
60.0,5.0,6.1,8.3,1.0,NotYet
60.0,6.0,6.1,8.3,-0.9,NotYet
60.0,6.0,6.1,8.3,-0.7,NotYet
60.0,6.0,6.1,8.3,-0.5,NotYet
60.0,6.0,6.1,8.3,-0.3,NotYet
60.0,6.0,6.1,8.3,-0.1,NotYet
60.0,6.0,6.1,8.3,0.1,NotYet
60.0,6.0,6.1,8.3,0.3,NotYet
60.0,6.0,6.1,8.3,0.5,NotYet
60.0,6.0,6.1,8.3,0.7,NotYet
60.0,6.0,6.1,8.3,0.9,NotYet
60.0,7.0,6.1,8.4,-1.0,NotYet
60.0,7.0,6.1,8.4,-0.9,NotYet
60.0,7.0,6.1,8.4,-0.8,NotYet
60.0,7.0,6.1,8.4,-0.7,NotYet
60.0,7.0,6.1,8.4,-0.6,NotYet
60.0,7.0,6.1,8.4,-0.5,NotYet
60.0,7.0,6.1,8.4,-0.4,NotYet
60.0,7.0,6.1,8.4,-0.3,NotYet
60.0,7.0,6.1,8.4,-0.2,NotYet
60.0,7.0,6.1,8.4,-0.1,NotYet
60.0,7.0,6.1,8.4,0.0,NotYet
60.0,7.0,6.2,8.3,0.1,NotYet
60.0,7.0,6.2,8.3,0.2,NotYet
60.0,7.0,6.2,8.3,0.3,NotYet
60.0,7.0,6.2,8.3,0.4,NotYet
60.0,7.0,6.2,8.3,0.5,NotYet
60.0,7.0,6.1,8.4,0.6,NotYet
60.0,7.0,6.1,8.4,0.7,NotYet
60.0,7.0,6.1,8.4,0.8,NotYet
60.0,7.0,6.1,8.4,0.9,NotYet
60.0,7.0,6.1,8.4,1.0,NotYet
60.0,8.0,6.1,8.5,-0.9,NotYet
60.0,8.0,6.2,8.4,-0.7,NotYet
60.0,8.0,6.2,8.4,-0.5,NotYet
60.0,8.0,6.2,8.4,-0.3,NotYet
60.0,8.0,6.2,8.4,-0.1,NotYet
60.0,8.0,6.2,8.4,0.1,NotYet
60.0,8.0,6.2,8.4,0.3,NotYet
60.0,8.0,6.2,8.4,0.5,NotYet
60.0,8.0,6.2,8.4,0.7,NotYet
60.0,8.0,6.2,8.4,0.9,NotYet
60.0,9.0,6.1,8.5,-1.0,NotYet
60.0,9.0,6.2,8.5,-0.9,NotYet
60.0,9.0,6.2,8.5,-0.8,NotYet
60.0,9.0,6.2,8.5,-0.7,NotYet
60.0,9.0,6.2,8.5,-0.6,NotYet
60.0,9.0,6.2,8.5,-0.5,NotYet
60.0,9.0,6.2,8.5,-0.4,NotYet
60.0,9.0,6.2,8.5,-0.3,NotYet
60.0,9.0,6.2,8.5,-0.2,NotYet
60.0,9.0,6.2,8.5,-0.1,NotYet
60.0,9.0,6.2,8.5,0.0,NotYet
60.0,9.0,6.2,8.5,0.1,NotYet
60.0,9.0,6.2,8.5,0.2,NotYet
60.0,9.0,6.2,8.5,0.3,NotYet
60.0,9.0,6.2,8.5,0.4,NotYet
60.0,9.0,6.2,8.5,0.5,NotYet
60.0,9.0,6.2,8.5,0.6,NotYet
60.0,9.0,6.2,8.5,0.7,NotYet
60.0,9.0,6.2,8.5,0.8,NotYet
60.0,9.0,6.2,8.5,0.9,NotYet
60.0,9.0,6.2,8.5,1.0,NotYet
60.0,10.0,6.2,8.5,-0.9,NotYet
60.0,10.0,6.2,8.5,-0.7,NotYet
60.0,10.0,6.2,8.6,-0.5,NotYet
60.0,10.0,6.2,8.6,-0.3,NotYet
60.0,10.0,6.2,8.6,-0.1,NotYet
60.0,10.0,6.2,8.6,0.1,NotYet
60.0,10.0,6.2,8.6,0.3,NotYet
60.0,10.0,6.2,8.6,0.5,NotYet
60.0,10.0,6.2,8.6,0.7,NotYet
60.0,10.0,6.2,8.5,0.9,NotYet
