a,b,theta,z,status
4.1,9.1,0,1.3,NotYet
4.1,9.1,5,1.3,NotYet
4.1,9.0,10,1.3,NotYet
4.1,9.0,15,1.3,NotYet
4.1,8.9,20,1.3,NotYet
4.2,8.7,25,1.3,NotYet
4.3,8.5,30,1.3,NotYet
4.5,8.1,35,1.3,NotYet
4.7,7.7,40,1.3,NotYet
4.9,7.3,45,1.3,NotYet
4.9,7.1,50,1.3,NotYet
4.9,7.1,55,1.3,NotYet
4.8,7.2,60,1.3,NotYet
4.7,7.3,65,1.3,NotYet
4.7,7.4,70,1.3,NotYet
4.6,7.5,75,1.3,NotYet
4.5,7.5,80,1.3,NotYet
4.5,7.5,85,1.3,NotYet
4.5,7.5,90,1.3,NotYet
