a,b,theta,Rt,Rp,status
7.3,5.8,25,1.9,1.7,NotYet
7.3,5.8,25,1.9,1.8,NotYet
7.3,5.8,25,1.9,1.9,NotYet
7.3,5.8,25,2,1.7,NotYet
7.3,5.8,25,2.1,1.7,NotYet
7.3,5.8,25,1.8,1.6,NotYet
7.3,5.8,25,1.7,1.5,NotYet
7.3,5.8,25,1.8,1.7,NotYet
